MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Artur Nogueira,70.968,140.590,148.122,349.914,709.593,90.064,  799.658 ,17.048
Arujá,18.657,770.995,265.616,1.328.281,2.383.549,506.245,  2.889.794 ,36.453
Aspásia,4.359,1.809,8.697,5.121,19.985,446,  20.430 ,11.382
Assis,47.929,394.758,306.210,1.490.229,2.239.125,224.711,  2.463.836 ,25.383
Atibaia,125.310,1.171.319,433.630,2.274.341,4.004.600,823.102,  4.827.702 ,36.964
Auriflama,18.769,41.736,46.567,107.218,214.289,13.620,  227.908 ,15.940
Avaí,127.251,9.834,21.287,59.240,217.613,6.080,  223.693 ,44.234
Avanhandava,49.362,26.859,40.493,63.452,180.165,10.002,  190.168 ,16.483
Avaré,105.966,308.971,285.647,1.079.411,1.779.995,175.727,  1.955.722 ,23.180
Bady Bassitt,15.012,45.640,50.595,124.397,235.644,22.035,  257.679 ,16.967
Balbinos,7.693,2.289,15.955,6.958,32.894,830,  33.725 ,9.157
Bálsamo,32.239,23.611,28.157,59.925,143.931,11.056,  154.988 ,18.716
Bananal,11.386,39.849,36.097,52.052,139.385,8.440,  147.825 ,14.295
Barão de Antonina,4.990,1.592,13.228,16.299,36.108,1.262,  37.370 ,11.704
Barbosa,23.340,4.721,23.170,37.622,88.853,4.281,  93.134 ,13.710
Bariri,43.093,227.009,102.668,366.391,739.160,85.408,  824.569 ,25.495
Barra Bonita,16.046,333.010,121.246,503.534,973.837,98.170,  1.072.008 ,30.513
Barra do Chapéu,13.860,2.524,16.970,12.574,45.928,683,  46.611 ,8.755
Barra do Turvo,3.154,4.008,29.951,26.162,63.276,5.086,  68.362 ,8.892
Barretos,157.000,790.279,401.259,1.766.694,3.115.232,306.000,  3.421.232 ,30.004
Barrinha,24.866,59.959,95.055,159.515,339.395,19.542,  358.937 ,12.108
Barueri,195,4.243.733,1.479.136,26.437.515,32.160.579,11.705.052,  43.865.631 ,176.924
Bastos,379.187,61.517,67.149,166.833,674.685,26.161,  700.846 ,34.467
Batatais,152.705,277.734,191.830,668.157,1.290.426,119.593,  1.410.020 ,24.459
Bauru,22.667,1.599.290,1.149.670,7.089.396,9.861.024,1.198.017,  11.059.040 ,31.562
Bebedouro,57.715,406.625,260.208,1.181.525,1.906.073,222.745,  2.128.817 ,28.447
Bento de Abreu,20.264,31.860,15.410,23.936,91.471,8.413,  99.884 ,36.229
Bernardino de Campos,19.728,37.769,36.028,64.732,158.258,10.667,  168.925 ,15.682
Bertioga,3.461,361.395,282.117,790.234,1.437.208,76.562,  1.513.769 ,28.987
Bilac,43.710,7.359,24.592,55.010,130.671,5.507,  136.178 ,18.670
Birigui,47.380,638.085,367.626,1.277.713,2.330.805,270.168,  2.600.973 ,23.082
Biritiba-Mirim,261.121,34.802,84.386,167.011,547.320,15.391,  562.711 ,18.963
Boa Esperança do Sul,64.862,11.870,50.349,77.369,204.449,8.209,  212.659 ,15.273
Bocaina,29.350,134.831,40.263,119.197,323.641,33.065,  356.706 ,31.707
Bofete,43.080,24.503,36.452,49.823,153.858,7.947,  161.805 ,16.089
Boituva,25.129,770.583,184.424,817.583,1.797.719,466.386,  2.264.105 ,44.267
Bom Jesus dos Perdões,9.348,128.217,75.256,172.750,385.571,49.671,  435.242 ,20.631
Bom Sucesso de Itararé,4.937,14.407,14.317,11.300,44.961,3.020,  47.981 ,13.153
Borá,11.781,28.282,6.180,16.592,62.835,6.402,  69.237 ,85.796
Boracéia,15.731,109.581,18.178,36.569,180.058,8.802,  188.860 ,42.767
Borborema,77.849,24.857,52.664,117.616,272.987,12.868,  285.855 ,19.326
Borebi,18.246,1.794,13.198,10.794,44.032,1.127,  45.159 ,18.966
Botucatu,90.097,1.189.246,384.827,1.826.785,3.490.955,449.448,  3.940.404 ,29.914
Bragança Paulista,81.332,1.160.995,502.349,2.179.163,3.923.839,584.941,  4.508.779 ,29.607
Braúna,18.231,4.804,19.464,24.968,67.467,2.366,  69.833 ,13.466
Brejo Alegre,10.260,84.575,13.844,49.838,158.517,20.724,  179.241 ,68.049
Brodowski,47.833,83.698,77.276,191.152,399.958,31.685,  431.643 ,19.601
Brotas,51.116,95.432,80.778,252.189,479.515,52.773,  532.288 ,23.878
Buri,91.838,22.611,67.319,85.838,267.606,4.470,  272.075 ,14.430
Buritama,33.072,236.695,57.824,121.313,448.904,13.118,  462.022 ,29.260
Buritizal,40.048,10.227,20.852,75.974,147.100,9.122,  156.222 ,37.799
Cabrália Paulista,32.753,7.985,17.600,20.481,78.819,3.627,  82.446 ,18.997
Cabreúva,25.814,931.632,148.312,1.007.079,2.112.837,553.075,  2.665.912 ,60.728
Caçapava,20.203,1.469.394,280.204,1.242.499,3.012.299,583.079,  3.595.378 ,41.393
Cachoeira Paulista,13.268,57.309,90.971,274.065,435.614,22.765,  458.379 ,14.904
Caconde,34.001,27.428,58.543,82.704,202.676,4.330,  207.007 ,11.114
Cafelândia,86.700,45.065,56.870,127.514,316.149,19.052,  335.201 ,19.950
Caiabu,15.054,3.085,16.023,13.349,47.511,874,  48.385 ,11.845
Caieiras,2.856,1.036.246,299.528,977.925,2.316.556,330.346,  2.646.902 ,29.193
Caiuá,22.534,3.362,23.051,14.961,63.908,1.827,  65.735 ,12.624
Cajamar,207,1.689.373,292.878,4.176.758,6.159.216,1.863.136,  8.022.352 ,117.777
Cajati,63.930,403.466,101.233,256.418,825.047,98.536,  923.583 ,32.460
Cajobi,19.370,7.610,35.012,46.698,108.691,4.252,  112.943 ,11.433
Cajuru,80.272,81.792,71.475,161.528,395.066,40.556,  435.622 ,18.110
Campina do Monte Alegre,21.076,4.963,20.735,50.139,96.913,2.917,  99.830 ,17.703
Campinas,83.833,9.665.420,3.872.484,30.824.676,44.446.412,9.917.445,  54.363.858 ,48.886
Campo Limpo Paulista,6.015,444.110,251.017,627.227,1.328.369,176.997,  1.505.366 ,19.619
Campos do Jordão,3.373,110.582,171.455,582.434,867.844,52.874,  920.718 ,18.985
Campos Novos Paulista,44.599,5.589,19.416,33.567,103.172,2.922,  106.094 ,22.964
Cananéia,15.861,241.873,44.981,139.708,442.424,7.827,  450.251 ,36.854
Canas,1.277,41.804,17.612,35.228,95.921,4.099,  100.020 ,21.800
Cândido Mota,106.225,132.766,95.262,301.483,635.736,53.866,  689.602 ,23.040
Cândido Rodrigues,19.946,6.385,12.995,21.253,60.579,3.105,  63.684 ,23.825
Canitar,8.605,40.898,18.692,27.293,95.488,9.589,  105.077 ,23.114
Capão Bonito,83.884,60.559,145.774,295.996,586.213,31.870,  618.083 ,13.392
Capela do Alto,44.561,18.461,64.844,93.431,221.297,13.506,  234.804 ,12.768
Capivari,56.881,494.574,173.583,602.443,1.327.481,217.840,  1.545.321 ,30.751
Caraguatatuba,7.080,504.317,415.637,1.400.424,2.327.459,177.476,  2.504.935 ,23.727
Carapicuíba,139,709.978,990.801,2.325.262,4.026.180,375.532,  4.401.712 ,11.656
Cardoso,24.664,10.106,44.035,68.047,146.852,4.764,  151.616 ,12.868
Casa Branca,60.982,51.947,94.863,267.258,475.051,34.225,  509.276 ,17.771
Cássia dos Coqueiros,53.677,4.215,12.356,14.447,84.694,310,  85.005 ,32.871
Castilho,58.333,71.001,86.029,185.205,400.569,31.665,  432.234 ,22.962
Catanduva,37.962,666.883,413.942,1.925.090,3.043.877,362.147,  3.406.024 ,29.807
Catiguá,23.491,6.272,24.367,47.951,102.081,6.595,  108.676 ,14.980
Cedral,26.503,60.812,30.566,95.100,212.981,25.964,  238.944 ,28.995
Cerqueira César,61.458,155.558,64.021,159.050,440.088,38.714,  478.802 ,26.550
Cerquilho,46.779,558.889,144.393,504.798,1.254.860,197.074,  1.451.934 ,34.754
Cesário Lange,27.753,44.932,53.385,123.840,249.910,23.310,  273.220 ,16.962
Charqueada,28.591,53.782,50.869,89.898,223.140,20.099,  243.239 ,15.546
Chavantes,26.075,23.273,44.284,71.551,165.183,9.736,  174.919 ,14.400
Clementina,13.759,50.729,25.671,56.633,146.791,14.203,  160.994 ,21.587
Colina,63.316,227.102,69.019,211.044,570.481,64.559,  635.039 ,36.382
Colômbia,58.803,62.891,32.772,53.317,207.783,16.503,  224.286 ,37.306
Conchal,16.081,142.780,90.156,197.466,446.482,44.251,  490.733 ,18.984
Conchas,38.722,48.956,55.629,118.977,262.284,18.735,  281.019 ,16.991
Cordeirópolis,38.176,597.957,105.590,681.750,1.423.473,178.957,  1.602.431 ,72.521
Coroados,38.706,14.950,19.804,29.815,103.275,3.919,  107.195 ,19.629
Coronel Macedo,21.250,3.506,18.694,12.946,56.396,-325,  56.071 ,11.353
Corumbataí,22.534,6.754,19.082,42.684,91.054,8.540,  99.594 ,25.537
Cosmópolis,17.960,268.522,221.999,537.156,1.045.638,111.311,  1.156.949 ,18.485
Cosmorama,27.219,74.365,27.465,65.865,194.914,33.767,  228.681 ,32.001
Cotia,14.930,2.612.762,740.777,4.295.214,7.663.683,1.870.733,  9.534.416 ,44.364
Cravinhos,63.634,250.645,112.747,380.563,807.589,134.682,  942.271 ,28.971
Cristais Paulista,45.911,9.061,30.121,48.240,133.334,837,  134.171 ,17.096
Cruzália,18.871,3.754,10.847,22.042,55.514,61,  55.576 ,25.012
Cruzeiro,8.508,607.078,252.402,833.773,1.701.762,262.587,  1.964.349 ,25.201
Cubatão,556,336.558,659.048,3.426.542,4.422.704,1.935.935,  6.358.639 ,52.185
Cunha,25.907,6.973,64.271,66.142,163.293,4.855,  168.147 ,7.725
Descalvado,74.432,312.653,116.723,394.063,897.872,143.613,  1.041.485 ,33.072
Diadema,473,4.058.724,1.357.640,5.337.920,10.754.756,2.486.716,  13.241.472 ,33.776
Dirce Reis,7.395,12.205,9.399,9.642,38.641,4.304,  42.946 ,25.262
Divinolândia,25.952,11.403,36.228,123.814,197.398,6.564,  203.962 ,18.380
Dobrada,23.461,3.955,26.135,25.986,79.536,3.085,  82.621 ,10.045
Dois Córregos,77.599,106.810,83.066,214.120,481.595,45.131,  526.726 ,20.727
Dolcinópolis,8.794,2.667,10.471,9.228,31.160,660,  31.820 ,15.298
Dourado,25.785,70.525,28.949,117.442,242.702,48.335,  291.036 ,33.968
Dracena,49.033,102.304,134.084,643.923,929.344,94.882,  1.024.226 ,23.363
Duartina,19.890,24.173,41.747,88.947,174.757,9.121,  183.878 ,15.108
Dumont,21.802,34.446,29.315,59.480,145.044,13.233,  158.276 ,18.368
Echaporã,44.757,6.225,22.386,37.043,110.410,2.792,  113.203 ,18.009
Eldorado,60.393,10.519,48.950,48.808,168.670,4.839,  173.509 ,11.762
Elias Fausto,71.784,150.263,58.729,137.102,417.878,57.017,  474.896 ,29.197
Elisiário,16.510,3.615,13.386,19.214,52.725,2.483,  55.209 ,17.050
Embaúba,14.339,4.473,11.644,10.845,41.300,753,  42.053 ,17.420
Embu das Artes,167,1.378.413,716.034,3.805.459,5.900.072,1.249.998,  7.150.071 ,28.661
Embu-Guaçu,1.213,203.972,196.177,353.390,754.753,118.034,  872.787 ,13.567
Emilianópolis,12.119,2.923,14.538,12.007,41.587,1.024,  42.611 ,14.017
Engenheiro Coelho,11.662,88.755,56.288,153.580,310.284,39.623,  349.907 ,20.320
Espírito Santo do Pinhal,60.868,314.187,126.596,539.822,1.041.473,106.703,  1.148.177 ,27.251
Espírito Santo do Turvo,13.467,20.989,19.668,23.414,77.537,6.133,  83.671 ,18.994
Estiva Gerbi,25.522,66.069,39.314,62.554,193.459,17.155,  210.613 ,20.333
Estrela do Norte,16.631,2.751,13.218,16.070,48.669,1.874,  50.543 ,19.030
Estrela d'Oeste,16.564,201.135,29.040,126.859,373.597,48.837,  422.435 ,51.661
Euclides da Cunha Paulista,24.566,6.383,31.895,30.721,93.564,3.099,  96.663 ,10.137
Fartura,40.234,38.456,49.286,119.559,247.535,10.966,  258.501 ,16.781
Fernando Prestes,47.456,12.889,22.134,41.886,124.366,8.801,  133.167 ,23.994
Fernandópolis,52.465,249.817,205.785,948.879,1.456.946,131.245,  1.588.191 ,24.360
Fernão,16.296,1.877,8.404,7.705,34.283,947,  35.230 ,22.199
Ferraz de Vasconcelos,1.365,913.861,485.465,904.261,2.304.952,267.220,  2.572.172 ,14.649
Flora Rica,15.824,1.808,9.767,7.265,34.663,490,  35.153 ,20.764
Floreal,20.062,4.252,14.057,14.938,53.309,1.716,  55.025 ,18.602
Flórida Paulista,51.457,23.585,40.857,60.473,176.372,6.596,  182.968 ,14.522
Florínia,32.888,4.779,14.013,29.461,81.141,1.493,  82.635 ,29.703
Franca,39.690,1.551.218,942.716,4.070.132,6.603.756,796.985,  7.400.741 ,22.699
Francisco Morato,218,130.955,462.178,584.148,1.177.499,61.503,  1.239.002 ,7.740
Franco da Rocha,2.062,714.431,394.470,964.475,2.075.438,250.375,  2.325.813 ,16.880
Gabriel Monteiro,11.351,5.716,11.696,14.266,43.029,1.533,  44.562 ,16.474
Gália,21.383,14.286,22.422,37.074,95.165,3.379,  98.544 ,14.401
Garça,47.584,170.828,132.185,469.808,820.405,85.398,  905.803 ,21.111
Gastão Vidigal,12.667,2.898,17.006,16.825,49.396,1.376,  50.772 ,11.592
Gavião Peixoto,26.116,11.165,22.622,18.932,78.835,25.286,  104.120 ,23.262
General Salgado,34.848,56.736,38.461,114.369,244.414,22.701,  267.115 ,25.011
Getulina,64.533,8.608,35.161,54.637,162.939,4.561,  167.499 ,15.534
Glicério,28.703,10.829,20.176,23.159,82.866,3.048,  85.915 ,18.580
Guaiçara,21.055,28.958,37.686,56.396,144.096,8.829,  152.925 ,13.829
Guaimbê,11.214,2.213,19.067,26.342,58.837,1.998,  60.835 ,11.164
Guaíra,208.405,456.968,147.926,541.076,1.354.374,137.500,  1.491.874 ,39.317
Guapiaçu,55.806,68.104,63.317,116.047,303.275,22.020,  325.295 ,17.295
Guapiara,161.749,41.732,53.518,67.498,324.497,7.988,  332.485 ,18.660
Guará,60.266,105.618,72.184,140.922,378.990,27.607,  406.597 ,20.197
Guaraçaí,73.552,8.665,30.825,60.660,173.702,5.787,  179.489 ,21.269
Guaraci,62.311,39.464,41.032,64.071,206.878,17.451,  224.329 ,21.824
Guarani d'Oeste,4.165,2.668,10.934,6.965,24.732,1.151,  25.883 ,13.233
Guarantã,30.265,14.229,22.964,40.184,107.643,6.087,  113.729 ,17.707
Guararapes,127.524,125.109,98.967,303.029,654.629,49.702,  704.331 ,22.649
Guararema,27.292,255.769,99.632,912.038,1.294.731,194.004,  1.488.735 ,55.382
Guaratinguetá,24.217,1.280.364,363.546,1.771.926,3.440.053,721.389,  4.161.442 ,36.486
Guareí,64.887,27.160,48.601,49.329,189.976,8.480,  198.456 ,13.316
Guariba,49.170,195.985,118.088,276.627,639.870,59.981,  699.851 ,19.133
Guarujá,21.222,1.353.639,1.151.268,3.411.610,5.937.738,830.889,  6.768.627 ,22.701
Guarulhos,27.106,10.894.519,4.254.827,24.312.202,39.488.654,8.357.696,  47.846.350 ,37.948
Guatapará,115.067,18.168,30.299,40.737,204.270,5.969,  210.239 ,29.586
Guzolândia,11.447,3.806,18.127,16.522,49.902,1.457,  51.360 ,10.566
Herculândia,34.558,48.320,27.788,56.616,167.282,13.413,  180.695 ,20.388
Holambra,177.030,111.552,47.799,176.333,512.714,48.687,  561.402 ,45.616
Hortolândia,1.012,3.166.970,686.537,3.212.981,7.067.500,1.950.937,  9.018.437 ,44.269
Iacanga,43.671,62.642,39.592,140.478,286.384,27.388,  313.772 ,30.130
Iacri,63.073,7.760,20.096,29.387,120.316,3.100,  123.417 ,19.344
Iaras,13.209,4.022,26.032,34.161,77.425,6.208,  83.634 ,12.853
Ibaté,41.314,145.522,104.689,222.763,514.288,44.784,  559.072 ,17.498
Ibirá,33.799,25.908,39.220,75.868,174.795,10.444,  185.239 ,16.450
Ibirarema,33.588,31.938,24.637,54.792,144.955,11.220,  156.175 ,22.452
Ibitinga,77.940,262.669,163.831,534.358,1.038.798,108.405,  1.147.203 ,20.913
Ibiúna,235.301,208.471,226.357,483.289,1.153.418,91.654,  1.245.072 ,17.111
Icém,19.755,33.660,37.553,56.029,146.997,4.767,  151.764 ,19.872
Iepê,44.481,8.652,29.585,55.959,138.677,4.751,  143.427 ,18.600
Igaraçu do Tietê,12.224,16.091,71.505,133.216,233.038,16.423,  249.460 ,10.577
Igarapava,57.647,127.172,94.397,378.852,658.068,69.659,  727.728 ,25.599
Igaratá,3.017,24.079,34.635,71.708,133.439,12.078,  145.517 ,16.215
Iguape,55.700,763.608,93.890,409.378,1.322.577,22.592,  1.345.168 ,46.417
Ilha Comprida,2.335,1.701.671,59.225,623.758,2.386.990,19.331,  2.406.320 ,256.428
Ilha Solteira,39.143,21.474,112.334,269.180,442.131,23.002,  465.134 ,18.375
Ilhabela,4.088,2.050.313,130.640,1.029.685,3.214.725,49.358,  3.264.083 ,109.397
Indaiatuba,27.014,3.128.572,742.042,4.222.591,8.120.219,2.447.581,  10.567.800 ,49.000
Indiana,11.143,3.504,17.057,17.610,49.315,1.615,  50.929 ,10.586
Indiaporã,17.753,4.011,16.030,24.090,61.884,1.362,  63.246 ,16.288
Inúbia Paulista,10.073,6.274,15.051,69.005,100.403,12.203,  112.606 ,30.336
Ipaussu,28.887,79.557,49.270,112.409,270.122,23.529,  293.652 ,21.117
Iperó,11.325,121.944,99.542,135.051,367.862,49.161,  417.024 ,13.830
Ipeúna,16.994,301.605,25.349,138.978,482.926,72.431,  555.357 ,86.008
Ipiguá,16.739,9.020,16.358,13.219,55.336,5.282,  60.618 ,12.900
Iporanga,4.096,2.475,18.738,10.929,36.238,1.003,  37.240 ,8.612
Ipuã,73.442,31.195,54.820,103.556,263.014,13.345,  276.359 ,18.843
Iracemápolis,21.032,160.587,73.243,190.949,445.810,82.436,  528.247 ,24.943
Irapuã,33.304,7.982,24.576,29.289,95.152,2.234,  97.386 ,13.130
Irapuru,14.624,2.105,23.815,28.010,68.553,2.430,  70.983 ,9.290
Itaberá,107.380,23.059,53.915,101.232,285.586,2.990,  288.576 ,16.254
Itaí,128.766,49.944,86.059,151.806,416.575,20.140,  436.716 ,17.651
Itajobi,133.846,65.174,53.908,124.063,376.991,18.831,  395.822 ,27.124
Itaju,13.025,4.171,14.682,17.036,48.913,2.024,  50.937 ,15.101
Itanhaém,43.246,109.395,347.407,746.387,1.246.436,71.687,  1.318.124 ,14.566
Itaóca,4.018,4.916,13.528,6.893,29.355,1.035,  30.391 ,9.488
Itapecerica da Serra,12.947,660.071,506.591,1.271.642,2.451.251,321.099,  2.772.350 ,17.584
Itapetininga,262.958,932.052,435.025,1.580.643,3.210.678,355.791,  3.566.470 ,23.932
Itapeva,351.904,203.224,305.375,790.163,1.650.666,117.434,  1.768.100 ,19.906
Itapevi,153,1.545.641,670.514,4.272.492,6.488.799,1.363.651,  7.852.450 ,37.166
Itapira,52.243,951.550,240.195,1.080.634,2.324.621,353.745,  2.678.366 ,38.484
Itapirapuã Paulista,3.766,1.357,14.791,7.016,26.930,578,  27.508 ,6.957
Itápolis,122.207,309.530,125.846,501.556,1.059.140,109.423,  1.168.562 ,28.844
Itaporanga,22.002,10.268,46.794,70.908,149.972,4.594,  154.566 ,10.602
Itapuí,16.462,139.840,52.707,155.764,364.773,64.101,  428.875 ,33.866
Itapura,23.534,5.398,19.810,20.714,69.456,1.196,  70.652 ,15.624
Itaquaquecetuba,7.248,1.337.845,942.697,1.962.586,4.250.375,628.531,  4.878.906 ,14.530
Itararé,61.254,79.451,152.919,335.758,629.383,40.668,  670.051 ,13.903
Itariri,54.045,9.266,49.822,58.594,171.728,5.246,  176.973 ,11.066
Itatiba,446.560,1.339.970,368.660,1.690.677,3.845.867,710.615,  4.556.482 ,42.729
Itatinga,20.894,20.949,60.629,83.619,186.091,13.485,  199.576 ,10.633
Itirapina,35.936,42.264,64.167,113.082,255.449,42.221,  297.670 ,18.586
Itirapuã,16.954,3.945,21.194,22.479,64.572,488,  65.060 ,10.807
Itobi,24.710,6.192,21.093,33.866,85.860,2.429,  88.289 ,11.671
Itu,30.210,1.963.142,526.807,3.153.444,5.673.603,1.486.149,  7.159.752 ,45.051
Itupeva,26.543,981.791,206.293,1.245.534,2.460.161,730.254,  3.190.414 ,65.030
Ituverava,130.428,179.284,133.223,479.202,922.136,95.401,  1.017.538 ,25.960
Jaborandi,43.763,8.505,26.907,37.706,116.881,3.042,  119.923 ,18.107
Jaboticabal,112.503,435.857,242.235,1.105.626,1.896.221,216.858,  2.113.079 ,29.146
Jacareí,20.903,3.114.960,657.554,2.901.961,6.695.377,1.695.343,  8.390.721 ,38.768
Jaci,23.090,121.384,21.699,104.807,270.981,36.007,  306.988 ,50.717
Jacupiranga,39.109,22.548,54.052,141.472,257.181,17.942,  275.123 ,16.018
Jaguariúna,14.096,1.727.109,203.888,2.393.787,4.338.879,1.445.754,  5.784.633 ,121.022
Jales,42.571,157.810,144.260,636.476,981.117,78.828,  1.059.945 ,22.502
Jambeiro,4.800,128.616,24.271,62.784,220.472,66.056,  286.528 ,50.848
Jandira,306,754.565,347.636,1.054.525,2.157.031,480.645,  2.637.676 ,23.376
Jardinópolis,86.321,141.084,139.703,343.534,710.642,62.459,  773.101 ,19.667
Jarinu,28.030,173.953,93.243,564.443,859.668,136.400,  996.067 ,38.848
Jaú,74.138,525.475,396.956,2.226.666,3.223.235,405.240,  3.628.475 ,26.644
Jeriquara,32.626,4.117,14.421,19.454,70.618,-602,  70.015 ,22.206
Joanópolis,16.773,12.573,40.214,77.001,146.561,7.691,  154.252 ,12.798
João Ramalho,82.208,5.512,17.234,22.867,127.822,1.940,  129.761 ,30.756
José Bonifácio,109.703,227.065,115.226,425.563,877.556,77.696,  955.253 ,28.319
Júlio Mesquita,1.672,1.860,16.591,16.556,36.680,1.401,  38.081 ,8.491
Jumirim,4.303,24.156,13.691,16.226,58.377,8.387,  66.765 ,22.563
Jundiaí,91.822,8.022.978,1.438.872,18.265.912,27.819.584,6.628.565,  34.448.150 ,90.093
Junqueirópolis,69.351,74.961,60.043,178.980,383.334,35.155,  418.488 ,21.883
Juquiá,31.699,15.735,61.241,98.286,206.961,10.963,  217.924 ,11.440
Juquitiba,485,50.284,90.338,233.031,374.138,37.062,  411.200 ,14.088
Lagoinha,5.064,3.255,17.763,18.493,44.576,1.690,  46.266 ,9.585
Laranjal Paulista,32.527,225.206,89.362,268.862,615.958,85.862,  701.820 ,26.960
Lavínia,47.176,4.687,34.158,35.034,121.055,3.364,  124.419 ,14.357
Lavrinhas,4.539,27.938,23.551,32.152,88.179,10.691,  98.871 ,14.624
Leme,67.383,563.772,321.561,1.057.409,2.010.124,295.530,  2.305.655 ,24.386
Lençóis Paulista,139.845,607.594,225.610,929.478,1.902.527,252.879,  2.155.406 ,34.245
Limeira,60.504,3.307.942,901.005,4.842.558,9.112.010,1.637.027,  10.749.037 ,38.064
Lindóia,5.675,28.001,26.812,45.205,105.692,7.222,  112.913 ,16.027
Lins,69.885,999.370,216.675,1.281.537,2.567.467,307.506,  2.874.972 ,39.581
Lorena,7.621,429.263,244.230,814.659,1.495.773,178.193,  1.673.966 ,19.980
Lourdes,9.908,2.489,10.805,7.605,30.808,380,  31.188 ,14.520
Louveira,26.720,2.977.575,211.800,4.046.697,7.262.792,1.835.896,  9.098.688 ,223.731
Lucélia,29.760,53.998,67.080,161.920,312.758,25.591,  338.349 ,16.717
Lucianópolis,8.427,1.859,11.388,10.512,32.187,643,  32.829 ,14.597
Luís Antônio,78.216,586.726,54.754,204.178,923.874,112.121,  1.035.995 ,84.765
Luiziânia,11.975,3.518,17.928,19.937,53.358,1.223,  54.581 ,10.410
Lupércio,6.570,4.589,16.905,15.121,43.184,751,  43.935 ,10.047
Lutécia,39.470,6.652,12.799,13.346,72.266,912,  73.177 ,27.285
Macatuba,40.345,59.579,58.212,160.352,318.489,22.378,  340.867 ,20.702
