MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Araçariguama,599,521.631,60.695,362.885,945.810,251.667,  1.197.477 ,68.730
Araçatuba,105.287,790.265,464.674,2.729.641,4.089.866,520.785,  4.610.651 ,25.267
Araçoiaba da Serra,19.369,84.228,70.400,161.667,335.662,35.747,  371.410 ,13.388
Aramina,25.634,4.377,15.861,32.059,77.931,4.902,  82.833 ,15.972
Arandu,28.446,7.483,17.950,16.164,70.043,1.243,  71.286 ,11.637
Arapeí,1.961,1.172,10.458,5.401,18.992,1.760,  20.752 ,8.337
Araraquara,81.774,1.550.427,599.295,3.154.850,5.386.347,730.213,  6.116.560 ,29.040
Araras,72.133,1.154.719,327.920,1.643.278,3.198.051,472.957,  3.671.008 ,30.597
Arco-Íris,16.511,1.881,7.496,4.997,30.884,552,  31.436 ,16.433
Arealva,43.729,10.875,21.632,40.172,116.408,4.253,  120.661 ,15.324
Areias,4.429,718,12.965,6.515,24.627,743,  25.370 ,6.846
Areiópolis,10.449,6.434,29.949,30.320,77.153,4.024,  81.176 ,7.659
Ariranha,21.287,174.005,27.825,136.088,359.205,129.894,  489.099 ,56.747
Artur Nogueira,64.428,151.943,114.681,268.587,599.639,62.487,  662.126 ,14.715
Arujá,11.232,721.729,202.215,844.374,1.779.550,379.345,  2.158.895 ,28.319
Aspásia,7.401,1.175,6.385,4.029,18.990,508,  19.498 ,10.808
Assis,44.845,313.593,252.476,1.099.555,1.710.468,191.826,  1.902.294 ,19.871
Atibaia,92.052,1.116.135,361.797,2.021.823,3.591.807,693.668,  4.285.476 ,33.524
Auriflama,24.722,38.670,36.318,86.472,186.182,13.569,  199.751 ,14.037
Avaí,90.689,6.112,16.716,33.794,147.312,5.460,  152.772 ,30.622
Avanhandava,41.940,23.268,32.750,47.523,145.481,8.756,  154.237 ,13.566
Avaré,87.822,223.013,223.627,789.701,1.324.162,139.189,  1.463.351 ,17.552
Bady Bassitt,14.719,71.408,38.410,88.487,213.024,23.424,  236.448 ,16.003
Balbinos,4.514,2.185,10.820,4.693,22.212,559,  22.771 ,6.198
Bálsamo,36.503,21.388,22.135,46.201,126.228,9.155,  135.382 ,16.520
Bananal,5.216,38.761,29.037,41.833,114.847,8.420,  123.267 ,12.014
Barão de Antonina,4.821,1.267,10.332,12.605,29.025,560,  29.585 ,9.422
Barbosa,20.529,4.581,18.230,26.642,69.982,3.980,  73.961 ,11.114
Bariri,67.496,246.820,78.551,299.998,692.865,84.767,  777.632 ,24.438
Barra Bonita,24.959,432.322,94.129,418.825,970.234,127.549,  1.097.784 ,31.178
Barra do Chapéu,11.081,1.434,13.985,8.647,35.146,562,  35.708 ,6.777
Barra do Turvo,3.231,2.506,26.707,20.401,52.845,5.714,  58.558 ,7.588
Barretos,157.838,700.933,311.012,1.332.704,2.502.488,240.323,  2.742.810 ,24.339
Barrinha,29.003,45.157,75.095,115.667,264.922,17.584,  282.506 ,9.793
Barueri,135,4.314.691,1.109.146,19.833.855,25.257.827,9.204.877,  34.462.704 ,141.865
Bastos,221.658,50.259,55.730,121.632,449.280,20.201,  469.480 ,23.004
Batatais,121.479,361.824,149.798,567.997,1.201.098,121.336,  1.322.434 ,23.269
Bauru,21.411,1.872.730,907.747,5.309.539,8.111.427,996.584,  9.108.011 ,26.330
Bebedouro,71.219,372.683,214.673,894.679,1.553.254,175.784,  1.729.038 ,23.064
Bento de Abreu,37.341,30.515,12.285,22.669,102.810,7.083,  109.894 ,40.701
Bernardino de Campos,16.549,27.663,26.117,49.760,120.089,7.834,  127.923 ,11.873
Bertioga,2.394,643.843,198.977,675.270,1.520.484,70.568,  1.591.053 ,32.471
Bilac,34.122,6.220,19.277,38.547,98.166,3.989,  102.155 ,14.342
Birigui,45.319,619.808,278.702,906.639,1.850.469,241.723,  2.092.192 ,19.030
Biritiba-Mirim,141.028,23.735,65.274,123.985,354.023,13.833,  367.856 ,12.723
Boa Esperança do Sul,78.117,15.079,38.881,64.828,196.905,8.817,  205.722 ,14.982
Bocaina,43.634,96.341,33.399,93.106,266.480,24.303,  290.782 ,26.488
Bofete,42.113,20.900,28.036,34.830,125.879,7.198,  133.077 ,13.652
Boituva,18.971,721.665,138.837,662.570,1.542.043,297.616,  1.839.659 ,37.432
Bom Jesus dos Perdões,6.436,93.142,53.126,117.733,270.437,38.249,  308.686 ,15.345
Bom Sucesso de Itararé,5.568,13.477,11.264,8.804,39.114,2.898,  42.012 ,11.686
Borá,11.634,13.906,4.984,10.560,41.084,3.211,  44.295 ,55.025
Boracéia,20.374,118.007,14.973,24.323,177.677,7.401,  185.078 ,42.912
Borborema,75.223,24.117,41.727,92.538,233.605,11.435,  245.040 ,16.776
Borebi,27.622,2.658,10.916,10.663,51.858,1.087,  52.945 ,22.821
Botucatu,128.868,1.092.291,311.871,1.425.546,2.958.576,370.183,  3.328.759 ,25.873
Bragança Paulista,60.492,1.129.178,402.632,1.697.824,3.290.126,461.884,  3.752.011 ,25.277
Braúna,15.010,4.038,15.256,19.338,53.643,2.076,  55.718 ,10.988
Brejo Alegre,9.107,53.214,9.937,30.165,102.423,11.985,  114.408 ,44.139
Brodowski,26.491,65.932,61.288,151.679,305.389,27.530,  332.919 ,15.570
Brotas,90.048,92.393,61.989,188.747,433.177,42.604,  475.781 ,21.827
Buri,71.289,23.291,54.493,69.418,218.491,7.554,  226.045 ,12.118
Buritama,32.361,190.425,42.973,95.067,360.825,14.622,  375.447 ,24.172
Buritizal,34.134,5.201,16.052,59.979,115.364,6.223,  121.587 ,29.823
Cabrália Paulista,58.348,8.653,13.584,15.750,96.335,3.394,  99.729 ,22.884
Cabreúva,16.859,782.731,111.852,619.059,1.530.501,377.903,  1.908.403 ,45.115
Caçapava,19.296,1.380.868,221.607,1.043.583,2.665.353,502.946,  3.168.298 ,37.100
Cachoeira Paulista,7.170,36.365,69.690,208.522,321.747,22.067,  343.815 ,11.349
Caconde,20.468,56.976,46.921,56.173,180.538,5.354,  185.893 ,10.013
Cafelândia,93.505,36.205,42.760,95.524,267.994,14.936,  282.930 ,16.975
Caiabu,18.920,3.749,12.129,10.053,44.851,810,  45.661 ,11.202
Caieiras,2.318,804.183,220.351,746.903,1.773.755,268.590,  2.042.344 ,23.263
Caiuá,23.503,3.272,17.615,12.083,56.473,2.103,  58.576 ,11.510
Cajamar,671,1.715.309,222.886,2.818.909,4.757.774,1.444.181,  6.201.955 ,94.924
Cajati,130.865,383.735,83.163,209.751,807.514,105.150,  912.664 ,32.133
Cajobi,25.505,5.696,27.688,36.752,95.641,3.996,  99.636 ,10.165
Cajuru,43.056,69.910,59.772,116.471,289.209,31.203,  320.411 ,13.588
Campina do Monte Alegre,35.594,5.444,16.704,41.001,98.744,2.007,  100.751 ,18.027
Campinas,57.361,8.569.150,3.121.156,24.481.384,36.229.051,8.384.697,  44.613.748 ,40.930
Campo Limpo Paulista,3.639,501.276,189.164,507.799,1.201.878,174.342,  1.376.221 ,18.378
Campos do Jordão,1.964,108.441,145.875,459.905,716.185,43.857,  760.042 ,15.833
Campos Novos Paulista,42.072,3.874,15.108,26.092,87.146,1.707,  88.853 ,19.473
Cananéia,14.634,567.486,36.017,213.031,831.168,10.036,  841.203 ,68.821
Canas,1.689,25.930,13.873,24.179,65.671,2.527,  68.198 ,15.336
Cândido Mota,97.023,108.374,69.902,206.918,482.217,39.314,  521.531 ,17.445
Cândido Rodrigues,18.548,4.962,9.731,16.258,49.499,2.070,  51.569 ,19.322
Canitar,6.117,56.062,14.891,28.864,105.935,11.345,  117.280 ,26.528
Capão Bonito,117.719,69.815,115.467,217.262,520.262,25.938,  546.200 ,11.829
Capela do Alto,24.497,14.289,52.363,65.882,157.032,12.094,  169.125 ,9.505
Capivari,50.575,477.086,133.175,473.277,1.134.112,183.897,  1.318.009 ,26.851
Caraguatatuba,3.376,394.120,304.210,973.691,1.675.398,154.746,  1.830.143 ,17.898
Carapicuíba,96,608.055,790.087,1.701.443,3.099.681,320.521,  3.420.202 ,9.192
Cardoso,31.089,8.397,33.359,48.988,121.833,4.110,  125.942 ,10.677
Casa Branca,118.773,48.090,79.053,218.348,464.265,29.359,  493.624 ,17.372
Cássia dos Coqueiros,41.759,3.241,9.937,10.690,65.627,70,  65.697 ,25.075
Castilho,104.417,61.815,65.874,135.607,367.713,28.001,  395.714 ,21.678
Catanduva,37.427,679.044,304.183,1.523.780,2.544.435,329.029,  2.873.464 ,25.370
Catiguá,22.726,4.801,18.756,33.835,80.118,5.460,  85.578 ,11.942
Cedral,27.424,43.856,23.078,56.208,150.566,18.184,  168.750 ,20.958
Cerqueira César,62.732,100.759,48.186,109.564,321.241,27.184,  348.424 ,19.704
Cerquilho,40.224,585.712,111.796,434.243,1.171.975,178.209,  1.350.183 ,33.537
Cesário Lange,19.340,50.021,40.454,95.554,205.368,23.163,  228.532 ,14.546
Charqueada,33.209,96.164,37.012,87.366,253.750,31.623,  285.373 ,18.703
Chavantes,15.500,19.997,34.692,51.926,122.114,7.612,  129.726 ,10.698
Clementina,14.329,68.179,19.596,51.854,153.958,15.877,  169.835 ,23.644
Colina,52.586,208.706,54.977,167.985,484.254,87.254,  571.508 ,32.855
Colômbia,72.324,55.067,23.717,45.302,196.410,13.812,  210.222 ,35.037
Conchal,37.165,87.613,70.207,142.907,337.891,30.882,  368.773 ,14.508
Conchas,35.123,40.207,45.148,92.730,213.208,13.698,  226.906 ,13.867
Cordeirópolis,36.158,516.424,81.697,606.980,1.241.259,150.308,  1.391.567 ,65.051
Coroados,32.929,25.186,16.140,23.240,97.496,3.012,  100.508 ,18.942
Coronel Macedo,19.635,2.957,15.595,10.285,48.472,-1.407,  47.064 ,9.443
Corumbataí,19.776,5.083,14.600,32.010,71.468,7.507,  78.975 ,20.344
Cosmópolis,16.792,244.625,161.249,422.569,845.235,94.111,  939.345 ,15.666
Cosmorama,47.000,70.292,20.194,64.197,201.683,22.536,  224.219 ,31.176
Cotia,8.128,2.286.670,519.900,3.610.654,6.425.352,1.545.979,  7.971.332 ,38.829
Cravinhos,38.020,224.284,83.538,269.399,615.240,97.435,  712.675 ,22.308
Cristais Paulista,32.167,9.759,22.830,36.671,101.427,1.382,  102.808 ,13.409
Cruzália,16.365,2.142,8.510,16.203,43.220,-441,  42.779 ,18.937
Cruzeiro,5.341,505.865,204.936,667.073,1.383.215,263.463,  1.646.678 ,21.297
Cubatão,385,2.274.746,539.199,2.798.053,5.612.383,1.732.226,  7.344.609 ,61.362
Cunha,13.414,4.821,50.668,47.785,116.688,4.623,  121.312 ,5.555
Descalvado,93.443,288.243,91.250,309.283,782.220,111.383,  893.603 ,28.652
Diadema,327,4.110.979,1.032.573,4.411.179,9.555.058,2.108.216,  11.663.274 ,30.068
Dirce Reis,3.560,10.007,7.126,7.021,27.714,3.586,  31.299 ,18.498
Divinolândia,13.062,8.256,29.052,69.593,119.962,4.837,  124.799 ,11.168
Dobrada,13.583,3.539,20.472,24.022,61.616,2.743,  64.359 ,8.017
Dois Córregos,107.224,120.494,64.457,178.614,470.790,42.274,  513.064 ,20.553
Dolcinópolis,6.857,2.558,7.702,7.169,24.286,837,  25.123 ,12.020
Dourado,22.520,35.164,23.613,93.606,174.903,24.922,  199.825 ,23.249
Dracena,32.534,95.696,105.681,479.711,713.623,77.159,  790.782 ,18.206
Duartina,10.774,23.372,32.930,67.012,134.088,8.481,  142.569 ,11.662
Dumont,24.610,20.819,23.523,41.413,110.365,9.267,  119.631 ,14.436
Echaporã,40.025,4.811,18.190,26.925,89.951,2.439,  92.390 ,14.642
Eldorado,75.563,8.038,39.473,47.475,170.550,4.666,  175.216 ,11.940
Elias Fausto,42.749,160.510,45.863,115.922,365.044,64.887,  429.931 ,26.997
Elisiário,11.484,2.925,10.209,15.857,40.474,2.211,  42.685 ,13.525
Embaúba,14.558,2.668,8.811,9.384,35.420,681,  36.101 ,14.918
Embu das Artes,115,1.125.280,557.662,2.691.044,4.374.101,803.189,  5.177.290 ,21.299
Embu-Guaçu,681,192.148,159.701,262.575,615.105,93.842,  708.947 ,11.208
Emilianópolis,13.262,2.443,11.579,9.905,37.190,1.085,  38.276 ,12.649
Engenheiro Coelho,19.317,112.197,44.687,126.548,302.750,36.164,  338.914 ,20.966
Espírito Santo do Pinhal,71.555,261.682,103.703,414.768,851.707,75.306,  927.012 ,22.085
Espírito Santo do Turvo,12.233,17.528,14.757,18.338,62.857,5.494,  68.351 ,15.918
Estiva Gerbi,19.132,86.021,30.213,54.033,189.398,17.396,  206.794 ,20.392
Estrela do Norte,16.048,3.606,10.876,9.185,39.715,1.062,  40.778 ,15.347
Estrela d'Oeste,21.841,110.033,24.086,79.634,235.595,26.486,  262.081 ,31.973
Euclides da Cunha Paulista,13.440,4.149,25.865,19.587,63.041,2.390,  65.432 ,6.836
Fartura,26.389,23.519,40.107,88.450,178.465,8.011,  186.476 ,12.151
Fernando Prestes,32.563,11.334,16.218,36.345,96.461,8.601,  105.063 ,18.971
Fernandópolis,38.530,191.755,161.664,699.589,1.091.539,106.383,  1.197.922 ,18.473
Fernão,10.643,1.157,6.750,5.771,24.321,539,  24.860 ,15.834
Ferraz de Vasconcelos,799,1.006.179,387.270,721.339,2.115.587,237.956,  2.353.543 ,13.801
Flora Rica,7.202,1.115,8.034,4.830,21.182,422,  21.604 ,12.459
Floreal,24.755,4.213,11.014,11.691,51.672,1.490,  53.163 ,17.786
Flórida Paulista,44.229,15.407,33.033,46.119,138.788,5.845,  144.633 ,11.340
Florínia,34.515,4.571,10.640,25.721,75.445,881,  76.327 ,27.124
Franca,37.715,1.360.845,742.369,3.065.622,5.206.550,686.884,  5.893.434 ,18.365
Francisco Morato,134,86.854,361.518,493.471,941.977,67.884,  1.009.861 ,6.465
Franco da Rocha,1.148,584.977,310.562,706.677,1.603.364,187.622,  1.790.985 ,13.417
Gabriel Monteiro,11.541,14.526,9.160,13.985,49.212,2.554,  51.766 ,19.123
Gália,19.272,11.963,18.655,30.380,80.271,2.011,  82.281 ,11.822
Garça,53.919,141.417,107.163,383.545,686.043,64.275,  750.318 ,17.431
Gastão Vidigal,11.872,2.402,12.889,12.204,39.367,1.333,  40.700 ,9.574
Gavião Peixoto,15.920,6.017,17.311,15.019,54.267,6.399,  60.665 ,13.676
General Salgado,42.710,41.952,31.821,86.241,202.724,16.798,  219.522 ,20.568
Getulina,59.244,7.396,28.003,43.721,138.364,4.377,  142.740 ,13.255
Glicério,19.408,8.377,15.278,17.712,60.775,3.264,  64.039 ,13.970
Guaiçara,18.217,19.960,28.851,43.622,110.650,6.269,  116.919 ,10.837
Guaimbê,14.681,2.031,15.571,20.813,53.096,2.288,  55.384 ,10.196
Guaíra,159.859,355.367,115.185,386.682,1.017.093,92.507,  1.109.600 ,29.537
Guapiaçu,64.889,50.380,50.600,89.828,255.696,16.883,  272.579 ,15.015
Guapiara,68.725,39.542,44.770,47.308,200.347,7.023,  207.370 ,11.555
Guará,49.685,87.251,56.813,100.128,293.877,25.435,  319.312 ,16.011
Guaraçaí,86.302,9.233,24.850,50.117,170.501,6.370,  176.871 ,20.959
Guaraci,55.648,44.475,32.347,54.538,187.007,22.735,  209.743 ,20.831
Guarani d'Oeste,2.454,2.122,8.961,5.089,18.626,455,  19.081 ,9.710
Guarantã,35.864,11.717,17.220,31.286,96.088,5.590,  101.677 ,15.865
Guararapes,153.359,130.152,78.131,232.089,593.731,45.676,  639.407 ,20.792
Guararema,18.351,318.483,76.610,639.315,1.052.760,194.930,  1.247.690 ,47.693
Guaratinguetá,20.025,1.010.021,289.430,1.306.430,2.625.906,469.651,  3.095.558 ,27.471
Guareí,69.763,23.520,36.820,34.864,164.968,8.855,  173.823 ,11.867
Guariba,63.938,198.647,99.624,225.031,587.240,55.309,  642.549 ,17.938
Guarujá,14.611,950.475,891.456,2.518.252,4.374.794,618.536,  4.993.330 ,17.039
Guarulhos,15.232,10.573.338,3.294.881,18.504.896,32.388.348,6.694.276,  39.082.624 ,31.674
Guatapará,56.702,6.598,23.845,27.883,115.028,6.385,  121.413 ,17.322
Guzolândia,17.410,3.509,14.596,13.938,49.454,1.780,  51.234 ,10.703
Herculândia,32.698,36.551,21.563,41.161,131.973,9.493,  141.467 ,16.173
Holambra,134.320,96.342,37.209,130.920,398.791,40.558,  439.350 ,37.885
Hortolândia,973,3.505.612,516.426,3.401.340,7.424.352,1.683.927,  9.108.279 ,46.460
Iacanga,50.612,52.224,28.001,108.858,239.695,27.960,  267.655 ,26.412
Iacri,51.014,6.948,15.213,23.116,96.291,2.609,  98.900 ,15.434
Iaras,24.244,3.459,19.302,20.590,67.596,3.975,  71.571 ,11.193
Ibaté,37.652,162.209,82.800,188.886,471.547,44.539,  516.086 ,16.590
Ibirá,25.413,18.971,30.514,48.938,123.836,6.543,  130.378 ,11.844
Ibirarema,36.233,40.247,20.159,47.232,143.872,11.891,  155.762 ,22.923
Ibitinga,80.048,270.859,115.206,415.919,882.033,93.203,  975.236 ,18.168
Ibiúna,127.613,176.143,163.062,338.963,805.781,74.244,  880.026 ,12.276
Icém,19.035,28.211,24.909,38.008,110.164,3.580,  113.744 ,15.134
Iepê,42.831,7.113,24.124,41.673,115.741,3.599,  119.340 ,15.594
Igaraçu do Tietê,17.959,18.487,60.199,91.507,188.151,12.835,  200.987 ,8.577
Igarapava,58.134,115.593,76.195,282.222,532.144,46.882,  579.025 ,20.607
Igaratá,6.469,18.047,27.662,49.203,101.381,13.391,  114.772 ,12.931
Iguape,41.732,454.873,69.274,253.173,819.052,15.976,  835.028 ,28.914
Ilha Comprida,1.616,9.245,35.210,43.204,89.275,3.478,  92.753 ,10.160
Ilha Solteira,48.002,22.177,90.676,203.245,364.100,23.060,  387.160 ,15.400
Ilhabela,1.331,346.373,100.258,352.154,800.117,29.450,  829.567 ,28.921
Indaiatuba,22.023,2.856.871,574.143,2.982.853,6.435.890,1.700.981,  8.136.871 ,39.531
Indiana,8.423,3.408,13.622,14.243,39.696,1.829,  41.525 ,8.613
Indiaporã,12.902,3.214,13.313,18.092,47.521,985,  48.506 ,12.447
Inúbia Paulista,8.808,5.130,12.059,47.975,73.972,10.836,  84.808 ,23.203
Ipaussu,22.505,52.685,38.016,83.530,196.737,21.052,  217.788 ,15.854
Iperó,7.717,136.498,77.068,112.123,333.406,52.067,  385.473 ,13.368
Ipeúna,10.385,85.510,19.661,47.879,163.435,19.974,  183.409 ,29.832
Ipiguá,16.403,7.085,12.010,9.243,44.742,2.995,  47.737 ,10.529
Iporanga,1.254,1.282,14.901,7.598,25.035,664,  25.699 ,5.964
Ipuã,64.367,54.146,44.994,83.350,246.857,17.317,  264.174 ,18.467
Iracemápolis,21.423,152.869,56.243,159.084,389.619,62.233,  451.852 ,22.176
Irapuã,31.213,6.471,18.830,22.258,78.772,2.025,  80.797 ,11.041
Irapuru,25.384,3.514,18.772,22.432,70.102,1.946,  72.048 ,9.312
Itaberá,54.970,15.983,44.802,72.687,188.442,1.072,  189.515 ,10.630
Itaí,96.412,50.124,65.040,111.602,323.178,19.430,  342.608 ,14.138
Itajobi,79.095,39.074,41.074,84.550,243.792,12.666,  256.458 ,17.607
Itaju,27.085,4.158,11.759,15.282,58.285,2.197,  60.482 ,18.417
Itanhaém,23.160,84.041,248.157,536.160,891.518,68.897,  960.415 ,10.902
Itaóca,3.354,4.127,10.166,5.931,23.578,984,  24.563 ,7.630
Itapecerica da Serra,7.015,635.134,388.275,1.247.319,2.277.742,321.184,  2.598.926 ,16.861
Itapetininga,389.291,782.773,342.930,1.175.424,2.690.418,286.466,  2.976.884 ,20.418
Itapeva,191.699,179.637,244.527,602.524,1.218.387,109.733,  1.328.120 ,15.078
Itapevi,106,1.356.482,507.418,3.026.670,4.890.675,1.025.637,  5.916.312 ,29.005
Itapira,56.586,819.719,194.282,812.949,1.883.536,293.696,  2.177.232 ,31.620
Itapirapuã Paulista,2.901,970,12.324,5.092,21.288,521,  21.809 ,5.588
Itápolis,116.212,324.499,94.283,407.385,942.378,101.246,  1.043.624 ,25.967
Itaporanga,17.434,8.410,37.072,55.249,118.165,3.787,  121.952 ,8.377
Itapuí,25.485,119.383,38.181,124.393,307.443,47.271,  354.713 ,28.782
Itapura,41.791,5.064,16.466,17.830,81.151,953,  82.104 ,18.626
Itaquaquecetuba,4.122,1.143.864,728.949,1.342.755,3.219.691,468.875,  3.688.565 ,11.312
Itararé,52.694,62.341,118.528,259.276,492.840,41.326,  534.167 ,11.126
Itariri,28.224,7.778,38.082,38.490,112.574,4.824,  117.398 ,7.510
Itatiba,233.892,1.324.022,289.090,1.316.876,3.163.880,632.123,  3.796.003 ,36.841
Itatinga,56.530,21.021,47.394,62.392,187.337,14.366,  201.703 ,11.038
Itirapina,33.732,92.860,48.000,97.373,271.965,45.522,  317.487 ,20.262
Itirapuã,8.855,3.237,16.683,16.420,45.195,1.213,  46.408 ,7.804
Itobi,13.189,4.653,17.643,24.412,59.897,2.340,  62.237 ,8.242
Itu,26.429,1.585.613,402.822,2.712.837,4.727.700,875.946,  5.603.646 ,36.011
Itupeva,20.509,941.834,141.294,826.530,1.930.167,530.499,  2.460.666 ,53.400
Ituverava,103.907,133.120,97.752,346.884,681.663,59.439,  741.101 ,19.077
Jaborandi,36.639,7.505,19.873,29.431,93.447,3.493,  96.941 ,14.684
Jaboticabal,160.058,452.096,191.367,870.715,1.674.237,183.291,  1.857.528 ,25.829
Jacareí,19.394,3.094.748,527.286,2.302.041,5.943.469,1.380.071,  7.323.540 ,34.412
Jaci,22.282,116.710,16.632,88.543,244.168,34.993,  279.160 ,48.331
Jacupiranga,60.763,22.550,43.496,104.429,231.238,15.551,  246.788 ,14.351
Jaguariúna,12.582,1.089.446,168.500,1.897.802,3.168.329,1.121.733,  4.290.063 ,94.616
Jales,41.524,128.296,111.881,458.153,739.855,66.978,  806.833 ,17.153
Jambeiro,10.575,106.789,19.155,48.656,185.174,41.428,  226.602 ,41.701
Jandira,212,735.269,283.050,802.299,1.820.829,419.600,  2.240.429 ,20.419
Jardinópolis,50.131,118.932,105.642,248.596,523.301,52.174,  575.475 ,15.081
Jarinu,22.363,191.512,70.310,259.679,543.864,79.060,  622.923 ,25.545
Jaú,110.842,494.573,317.888,1.700.827,2.624.129,344.923,  2.969.053 ,22.388
Jeriquara,14.348,2.873,11.866,12.283,41.370,339,  41.709 ,13.203
Joanópolis,11.784,11.302,30.986,55.398,109.471,6.500,  115.971 ,9.783
João Ramalho,67.573,5.452,13.824,18.822,105.670,2.239,  107.909 ,25.871
José Bonifácio,92.305,185.951,86.725,306.736,671.717,64.224,  735.941 ,22.261
Júlio Mesquita,5.189,1.570,13.662,13.904,34.324,1.047,  35.372 ,7.954
Jumirim,4.340,21.225,9.733,11.229,46.528,6.884,  53.412 ,18.767
Jundiaí,59.973,7.264.371,1.093.924,13.149.113,21.567.381,5.004.484,  26.571.865 ,71.070
Junqueirópolis,57.591,49.536,46.843,129.128,283.098,36.487,  319.585 ,16.957
Juquiá,44.745,15.656,49.263,74.851,184.515,10.470,  194.984 ,10.163
Juquitiba,338,37.810,72.700,181.517,292.366,35.274,  327.640 ,11.348
Lagoinha,4.191,1.876,14.040,14.200,34.308,1.557,  35.865 ,7.415
Laranjal Paulista,24.208,225.736,69.390,214.640,533.973,80.984,  614.958 ,24.125
Lavínia,66.610,4.877,24.487,24.351,120.326,2.781,  123.107 ,14.126
Lavrinhas,2.450,26.067,18.951,25.284,72.752,9.636,  82.387 ,12.402
Leme,63.983,565.260,224.713,811.901,1.665.857,223.175,  1.889.032 ,20.397
Lençóis Paulista,149.219,501.494,183.458,742.636,1.576.807,206.541,  1.783.348 ,28.815
Limeira,82.842,3.027.476,679.502,3.583.006,7.372.826,1.257.543,  8.630.369 ,31.048
Lindóia,4.649,16.503,20.539,32.478,74.169,7.073,  81.241 ,11.926
Lins,41.634,936.119,171.310,998.243,2.147.305,259.748,  2.407.052 ,33.525
Lorena,10.522,416.767,199.275,645.540,1.272.104,167.242,  1.439.347 ,17.357
Lourdes,12.270,1.908,8.530,6.203,28.911,473,  29.385 ,13.770
Louveira,16.893,2.701.796,135.827,2.807.675,5.662.192,1.371.311,  7.033.503 ,184.234
Lucélia,19.880,59.675,50.549,129.317,259.421,24.004,  283.426 ,14.178
Lucianópolis,6.648,2.096,8.880,8.090,25.714,716,  26.430 ,11.757
Luís Antônio,39.591,516.379,42.566,163.244,761.780,116.280,  878.060 ,75.957
Luiziânia,11.961,2.792,13.968,15.553,44.274,1.221,  45.495 ,8.929
Lupércio,9.720,2.584,13.105,11.627,37.036,274,  37.310 ,8.559
Lutécia,23.208,3.798,9.919,8.916,45.840,886,  46.726 ,17.280
Macatuba,37.697,43.008,45.982,142.308,268.995,20.796,  289.791 ,17.751
Macaubal,34.185,7.339,18.524,37.799,97.848,5.502,  103.350 ,13.464
Macedônia,11.949,7.522,11.185,10.433,41.089,1.826,  42.915 ,11.738
Magda,32.406,4.001,11.885,16.602,64.894,2.370,  67.264 ,21.086
