MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Avaré,79.033,116.661,100.375,316.038,612.108,56.551,668.659,8.462
Bady Bassitt,8.407,16.656,16.294,34.829,76.186,8.458,84.644,6.639
Balbinos,1.671,933,2.891,2.142,7.638,418,8.055,3.556
Bálsamo,11.417,16.497,9.520,19.103,56.537,6.021,62.558,8.166
Bananal,3.018,21.261,13.560,22.085,59.924,4.397,64.321,6.457
Barão de Antonina,3.888,412,4.851,7.543,16.696,791,17.487,5.954
Barbosa,9.433,2.553,8.058,10.438,30.482,1.475,31.957,5.193
Bariri,28.018,70.789,33.963,131.305,264.075,29.055,293.129,9.891
Barra Bonita,10.934,198.345,46.576,202.219,458.074,47.268,505.342,14.243
Barra do Chapéu,8.935,696,6.422,5.154,21.206,345,21.552,4.291
Barra do Turvo,1.851,777,11.261,10.740,24.628,2.035,26.663,3.332
Barretos,113.299,345.456,158.898,658.321,1.275.975,133.124,1.409.099,13.153
Barrinha,16.627,24.157,30.862,39.959,111.604,5.229,116.833,4.521
Barueri,53,2.529.994,490.992,8.818.062,11.839.100,4.202.611,16.041.711,72.509
Bastos,192.063,31.385,27.009,59.629,310.085,42.925,353.010,17.087
Batatais,58.668,166.981,70.065,277.472,573.187,72.597,645.784,12.117
Bauru,16.507,721.442,409.468,2.122.217,3.269.634,413.645,3.683.279,11.239
Bebedouro,74.897,285.296,94.980,467.393,922.567,109.925,1.032.493,13.733
Bento de Abreu,19.201,14.220,5.349,10.274,49.044,2.841,51.885,20.905
Bernardino de Campos,8.214,11.660,12.432,24.286,56.591,5.060,61.651,5.718
Bertioga,943,199.861,80.958,207.464,489.227,23.949,513.176,13.990
Bilac,21.243,5.429,9.141,24.166,59.979,3.936,63.915,9.816
Birigui,26.082,284.665,127.395,383.765,821.907,94.724,916.632,9.162
Biritiba-Mirim,90.666,11.396,32.804,59.116,193.982,6.467,200.449,7.637
Boa Esperança do Sul,81.228,7.218,18.978,37.802,145.226,4.042,149.268,11.456
Bocaina,21.382,46.800,13.234,39.360,120.776,11.837,132.614,13.288
Bofete,31.507,4.824,9.890,12.224,58.445,2.412,60.857,7.370
Boituva,14.032,208.912,54.168,208.045,485.158,90.462,575.620,14.501
Bom Jesus dos Perdões,5.244,31.555,19.360,34.842,91.002,11.111,102.113,6.462
Bom Sucesso de Itararé,2.370,6.806,5.126,4.217,18.519,1.186,19.705,5.861
Borá,3.567,831,2.101,2.496,8.996,698,9.694,12.117
Boracéia,10.260,70.399,5.284,12.123,98.066,3.243,101.309,25.733
Borborema,50.793,7.059,16.293,41.488,115.633,4.784,120.417,8.747
Borebi,27.098,1.482,4.474,5.089,38.144,885,39.028,18.755
Botucatu,101.311,567.368,134.862,566.351,1.369.893,174.879,1.544.771,13.330
Bragança Paulista,29.457,594.884,165.874,671.272,1.461.486,253.392,1.714.879,12.804
Braúna,11.456,4.467,5.554,8.612,30.089,1.216,31.305,6.776
Brejo Alegre,6.272,961,3.991,4.675,15.899,682,16.581,6.840
Brodowski,21.755,14.068,23.827,45.471,105.122,9.154,114.276,6.079
Brotas,57.431,26.436,27.868,75.976,187.712,14.981,202.693,10.164
Buri,44.427,7.366,28.577,32.394,112.764,4.114,116.878,6.485
Buritama,12.227,140.564,19.298,44.272,216.362,4.799,221.161,15.258
Buritizal,28.318,6.017,5.739,20.468,60.541,2.933,63.475,16.638
Cabrália Paulista,20.625,6.811,6.881,7.407,41.723,1.546,43.269,9.476
Cabreúva,6.444,259.725,51.670,177.751,495.589,199.428,695.017,19.090
Caçapava,8.993,748.901,92.975,440.968,1.291.837,239.658,1.531.495,19.234
Cachoeira Paulista,5.618,20.452,32.201,93.049,151.319,8.615,159.934,5.628
Caconde,28.108,30.668,21.615,34.328,114.718,3.920,118.638,6.374
Cafelândia,26.843,9.122,18.097,45.092,99.155,6.263,105.418,6.536
Caiabu,11.259,910,6.159,5.322,23.650,407,24.057,5.863
Caieiras,2.871,447.042,96.425,246.717,793.055,104.521,897.575,11.630
Caiuá,10.002,3.703,8.078,6.732,28.515,1.791,30.306,6.690
Cajamar,540,951.182,97.248,441.843,1.490.813,585.941,2.076.754,37.106
Cajati,38.736,183.597,41.516,103.133,366.982,234.713,601.695,20.707
Cajobi,23.686,7.829,12.572,20.882,64.968,2.352,67.320,7.107
Cajuru,32.371,28.618,26.424,56.125,143.538,11.750,155.288,7.114
Campina do Monte Alegre,12.614,4.915,8.136,67.722,93.387,6.556,99.943,18.608
Campinas,43.996,4.818.707,1.428.298,9.402.221,15.693.222,3.130.030,18.823.251,18.578
Campo Limpo Paulista,2.036,329.864,87.090,222.335,641.325,93.659,734.984,10.843
Campos do Jordão,1.734,47.559,70.554,231.129,350.976,26.155,377.131,8.205
Campos Novos Paulista,19.003,3.341,6.468,16.234,45.046,2.612,47.658,11.065
Cananéia,6.000,162.256,18.652,55.371,242.279,3.241,245.520,20.000
Canas,597,2.618,6.484,5.721,15.421,1.191,16.612,4.255
Cândido Mota,64.335,61.135,35.572,130.083,291.124,35.349,326.474,11.036
Cândido Rodrigues,13.006,1.441,4.331,8.003,26.780,780,27.560,10.412
Canitar,3.767,1.815,5.951,4.305,15.838,617,16.454,4.236
Capão Bonito,85.675,27.229,55.938,110.355,279.197,17.370,296.568,6.302
Capela do Alto,23.646,8.980,19.234,31.220,83.080,5.035,88.114,5.651
Capivari,36.641,205.481,55.776,185.533,483.430,74.095,557.526,12.573
Caraguatatuba,2.834,62.174,121.524,358.372,544.904,49.288,594.192,6.783
Carapicuíba,38,281.994,366.511,727.937,1.376.481,139.312,1.515.793,4.275
Cardoso,11.559,4.579,16.186,27.158,59.483,3.066,62.549,5.324
Casa Branca,103.216,20.151,31.143,94.740,249.250,12.582,261.832,9.551
Cássia dos Coqueiros,24.210,1.767,5.027,6.659,37.664,305,37.969,13.469
Castilho,17.478,20.588,28.064,67.474,133.604,14.204,147.808,9.161
Catanduva,23.731,308.816,153.397,687.935,1.173.879,145.462,1.319.340,12.144
Catiguá,14.272,5.805,8.569,17.297,45.944,3.157,49.101,7.238
Cedral,14.648,14.694,9.698,19.521,58.561,9.599,68.160,9.467
Cerqueira César,26.402,45.619,20.698,47.898,140.617,10.984,151.601,9.369
Cerquilho,13.990,268.529,44.722,184.320,511.560,94.523,606.083,18.119
Cesário Lange,13.213,13.752,17.997,37.272,82.234,7.398,89.632,6.450
Charqueada,16.441,7.714,16.359,29.348,69.862,6.198,76.060,5.492
Chavantes,12.150,8.038,16.642,29.723,66.553,3.765,70.318,5.774
Clementina,7.039,5.498,8.022,13.899,34.457,1.683,36.140,5.993
Colina,49.771,103.793,23.938,86.073,263.576,25.452,289.028,17.020
Colômbia,40.877,10.176,10.700,16.326,78.079,2.211,80.290,13.503
Conchal,30.831,68.490,29.964,68.848,198.132,18.888,217.020,9.122
Conchas,27.029,41.957,20.143,76.297,165.425,10.072,175.497,11.400
Cordeirópolis,21.421,197.215,32.506,287.852,538.993,72.576,611.569,32.290
Coroados,15.864,5.907,6.595,13.997,42.363,2.774,45.137,9.521
Coronel Macedo,25.195,1.629,7.175,5.939,39.939,373,40.312,7.525
Corumbataí,17.256,4.049,6.806,17.159,45.271,4.371,49.642,12.985
Cosmópolis,17.796,128.270,69.135,193.333,408.534,69.553,478.087,9.551
Cosmorama,16.627,2.392,9.268,18.863,47.150,5.192,52.341,7.134
Cotia,5.195,1.057.065,190.706,1.198.551,2.451.517,682.308,3.133.826,18.442
Cravinhos,30.604,65.203,38.783,106.038,240.628,34.209,274.837,9.234
Cristais Paulista,27.816,5.414,9.710,18.010,60.950,2.129,63.079,9.023
Cruzália,11.098,1.239,3.915,8.478,24.730,530,25.260,10.112
Cruzeiro,3.909,339.145,89.722,311.760,744.536,121.905,866.441,11.553
Cubatão,151,3.760.981,339.443,1.503.219,5.603.795,1.122.246,6.726.040,59.643
Cunha,10.054,6.396,24.761,23.260,64.471,2.194,66.665,2.925
Descalvado,93.983,143.705,40.270,146.170,424.128,59.469,483.598,16.223
Diadema,128,2.380.037,479.788,1.880.412,4.740.364,1.125.966,5.866.330,15.856
Dirce Reis,2.418,1.525,3.255,2.272,9.470,1.395,10.864,6.600
Divinolândia,15.849,3.523,13.952,40.300,73.623,2.870,76.493,6.496
Dobrada,15.339,4.428,8.371,11.591,39.729,1.372,41.102,5.582
Dois Córregos,45.123,47.430,28.478,77.364,198.395,14.914,213.309,9.146
Dolcinópolis,2.058,784,3.628,3.023,9.494,303,9.797,4.606
Dourado,21.094,10.991,10.949,19.109,62.143,2.841,64.984,7.541
Dracena,16.389,35.498,49.596,207.298,308.781,34.414,343.195,8.230
Duartina,6.997,17.306,14.832,37.789,76.924,4.507,81.431,6.542
Dumont,12.837,12.527,8.511,17.705,51.579,4.777,56.356,7.987
Echaporã,17.845,5.089,8.469,18.430,49.832,1.740,51.572,7.747
Eldorado,30.150,4.707,16.080,27.370,78.307,2.799,81.105,5.623
Elias Fausto,48.657,90.837,18.286,61.412,219.192,36.063,255.254,17.400
Elisiário,6.668,2.256,4.620,5.574,19.117,813,19.931,7.157
Embaúba,5.827,2.652,4.372,4.767,17.617,670,18.287,7.434
Embu das Artes,45,475.819,258.929,591.446,1.326.239,271.244,1.597.483,7.245
Embu-Guaçu,350,111.084,72.684,106.737,290.855,49.750,340.605,5.744
Emilianópolis,6.337,1.371,5.235,4.823,17.766,666,18.432,6.233
Engenheiro Coelho,15.792,44.268,14.405,45.777,120.242,14.101,134.343,11.005
Espírito Santo do Pinhal,32.582,85.799,50.247,205.124,373.752,38.219,411.970,9.985
Espírito Santo do Turvo,7.724,7.818,6.162,8.106,29.811,4.011,33.821,8.690
Estiva Gerbi,13.490,58.847,14.474,28.634,115.445,17.121,132.566,14.195
Estrela do Norte,6.062,382,4.113,3.253,13.810,427,14.237,5.411
Estrela d'Oeste,14.760,103.079,10.191,49.889,177.918,20.330,198.249,23.908
Euclides da Cunha Paulista,10.235,2.997,14.477,9.911,37.621,1.416,39.037,3.904
Fartura,26.534,10.408,18.078,42.761,97.782,4.089,101.870,6.738
Fernando Prestes,23.988,4.542,7.291,16.146,51.967,2.555,54.522,9.984
Fernandópolis,33.940,141.317,74.532,343.573,593.362,59.907,653.269,10.355
Fernão,6.641,838,2.491,3.082,13.052,301,13.353,8.968
Ferraz de Vasconcelos,482,258.065,151.725,221.887,632.159,65.518,697.677,4.561
Flora Rica,5.139,1.251,3.587,3.481,13.459,312,13.770,6.851
Floreal,5.261,2.379,4.871,6.320,18.832,1.031,19.863,6.292
Flórida Paulista,30.163,19.909,12.450,32.653,95.176,7.864,103.040,8.734
Florínia,23.383,4.142,5.412,15.151,48.088,1.483,49.572,16.393
Franca,26.861,758.667,364.471,1.257.652,2.407.651,307.401,2.715.053,9.029
Francisco Morato,63,33.835,166.131,152.879,352.909,43.471,396.380,2.792
Franco da Rocha,665,350.422,126.739,276.701,754.526,117.361,871.887,7.413
Gabriel Monteiro,5.594,2.638,4.384,5.662,18.279,787,19.066,7.012
Gália,6.168,4.017,8.242,14.367,32.794,1.768,34.563,4.578
Garça,44.717,51.488,47.872,178.878,322.954,29.053,352.007,8.131
Gastão Vidigal,7.803,3.007,4.814,5.889,21.513,841,22.355,5.889
Gavião Peixoto,26.632,2.861,6.545,8.854,44.893,39.683,84.575,19.891
General Salgado,20.281,18.315,14.627,32.695,85.918,7.657,93.575,8.684
Getulina,18.367,11.432,12.173,19.564,61.535,2.569,64.104,6.081
Glicério,11.794,3.566,6.743,9.800,31.903,1.785,33.688,7.528
Guaiçara,16.575,11.001,12.304,16.165,56.045,3.037,59.082,6.047
Guaimbê,4.980,1.781,6.652,11.145,24.559,1.228,25.787,4.851
Guaíra,114.819,132.511,52.022,194.694,494.047,43.752,537.799,15.035
Guapiaçu,72.490,104.338,20.269,49.921,247.017,20.344,267.361,17.207
Guapiara,29.796,12.021,23.309,22.285,87.412,3.750,91.162,4.735
Guará,34.925,63.002,24.518,58.250,180.695,15.997,196.692,10.198
Guaraçaí,35.276,3.279,11.793,26.956,77.304,3.152,80.456,9.169
Guaraci,25.198,16.602,12.747,27.385,81.932,6.907,88.839,9.609
Guarani d'Oeste,2.611,1.024,3.575,2.291,9.501,307,9.808,4.939
Guarantã,16.744,3.296,7.618,16.262,43.919,1.747,45.667,7.168
Guararapes,100.336,192.901,34.694,158.221,486.152,46.200,532.353,17.995
Guararema,14.692,137.457,27.238,315.061,494.448,107.289,601.737,25.522
Guaratinguetá,14.424,663.526,135.775,541.910,1.355.634,245.941,1.601.575,14.870
Guareí,29.942,8.986,13.187,14.839,66.955,3.110,70.065,5.880
Guariba,28.593,81.591,41.926,104.997,257.108,20.627,277.734,8.467
Guarujá,5.760,662.985,427.929,1.084.634,2.181.307,335.806,2.517.113,9.137
Guarulhos,8.616,5.831.467,1.504.950,6.832.921,14.177.954,2.599.635,16.777.589,14.806
Guatapará,62.672,2.653,10.329,14.035,89.689,1.090,90.779,13.715
Guzolândia,10.565,2.407,5.451,6.712,25.135,928,26.062,5.801
Herculândia,17.609,13.952,9.257,19.525,60.343,4.507,64.849,7.826
Holambra,87.001,57.923,15.513,61.620,222.058,20.836,242.894,27.492
Hortolândia,7.172,892.894,231.733,876.363,2.008.162,848.222,2.856.384,16.962
Iacanga,17.879,11.703,10.627,19.447,59.656,5.470,65.126,7.270
Iacri,27.901,3.447,7.809,12.700,51.857,1.722,53.579,8.086
Iaras,7.045,1.619,5.879,8.341,22.885,1.835,24.720,5.695
Ibaté,47.021,39.861,37.901,75.985,200.768,15.644,216.411,7.706
Ibirá,17.109,7.660,12.941,24.833,62.542,3.086,65.628,6.571
Ibirarema,22.243,5.891,8.086,25.583,61.803,3.678,65.481,10.743
Ibitinga,38.070,148.469,57.419,169.434,413.392,35.635,449.027,9.136
Ibiúna,91.765,93.369,80.193,148.242,413.569,36.952,450.521,6.676
Icém,11.323,13.755,12.876,26.596,64.551,4.371,68.922,9.784
Iepê,23.613,7.130,10.411,21.462,62.616,3.170,65.786,8.855
Igaraçu do Tietê,10.773,12.659,24.125,41.165,88.721,7.730,96.452,4.201
Igarapava,31.647,49.296,35.993,156.135,273.071,29.179,302.250,11.308
Igaratá,12.730,6.362,12.637,18.727,50.456,3.921,54.376,6.360
Iguape,21.087,10.052,36.064,65.883,133.086,6.078,139.164,4.930
Ilha Comprida,633,4.063,21.804,21.671,48.171,2.085,50.256,6.629
Ilha Solteira,14.549,12.263,51.285,115.494,193.591,13.272,206.863,8.447
Ilhabela,538,16.601,39.821,108.914,165.874,13.860,179.734,7.598
Indaiatuba,19.491,1.464.398,233.504,1.010.254,2.727.648,909.816,3.637.465,21.616
Indiana,5.134,2.648,6.521,6.991,21.294,1.326,22.619,4.603
Indiaporã,9.476,2.420,5.313,10.587,27.797,889,28.685,7.137
Inúbia Paulista,5.069,2.773,5.260,21.704,34.806,4.684,39.490,11.493
Ipaussu,22.109,31.085,15.923,42.915,112.032,8.266,120.299,9.227
Iperó,7.030,75.281,28.160,44.886,155.356,31.722,187.078,8.424
Ipeúna,9.156,30.083,7.727,17.307,64.273,9.657,73.930,14.801
Ipiguá,18.549,1.833,5.945,4.198,30.525,591,31.116,8.072
Iporanga,1.221,1.323,8.540,4.786,15.870,443,16.313,3.649
Ipuã,60.621,24.163,18.692,51.533,155.010,9.443,164.453,12.854
Iracemápolis,17.050,71.783,22.798,79.658,191.290,23.823,215.113,12.500
Irapuã,17.121,6.785,8.945,13.113,45.964,2.118,48.082,6.971
Irapuru,6.130,2.358,8.092,11.106,27.686,1.415,29.101,3.817
Itaberá,57.165,7.375,21.010,40.153,125.704,4.272,129.976,6.978
Itaí,60.576,22.712,27.067,56.632,166.988,9.682,176.669,7.953
Itajobi,45.847,19.305,17.438,41.892,124.482,6.072,130.554,9.075
Itaju,12.415,1.997,4.051,6.045,24.508,763,25.271,8.775
Itanhaém,30.568,49.600,122.762,231.000,433.930,26.664,460.594,5.896
Itaóca,3.564,484,4.149,3.383,11.581,202,11.782,3.619
Itapecerica da Serra,4.025,279.742,184.203,520.924,988.894,215.757,1.204.651,8.613
Itapetininga,269.302,445.437,152.262,535.912,1.402.913,155.146,1.558.060,11.675
Itapeva,147.978,140.356,117.042,286.774,692.150,70.379,762.529,8.921
Itapevi,41,422.740,221.583,628.028,1.272.392,305.056,1.577.449,8.892
Itapira,56.355,420.178,95.687,376.564,948.784,119.783,1.068.567,16.296
Itapirapuã Paulista,4.797,606,5.002,3.928,14.333,294,14.626,3.923
Itápolis,101.989,47.717,39.943,163.456,353.105,24.682,377.786,9.740
Itaporanga,13.365,5.399,16.352,24.827,59.943,2.291,62.235,4.291
Itapuí,14.607,33.578,12.064,31.669,91.919,10.194,102.112,9.213
Itapura,4.294,2.986,6.634,7.322,21.235,1.872,23.107,5.757
Itaquaquecetuba,2.368,466.654,321.552,469.564,1.260.138,182.761,1.442.899,4.931
Itararé,43.051,59.119,59.698,145.040,306.908,30.700,337.608,7.112
Itariri,40.596,4.235,17.766,23.745,86.342,1.806,88.149,6.136
Itatiba,139.304,667.601,121.166,645.875,1.573.945,286.612,1.860.557,20.830
Itatinga,28.037,6.165,20.916,29.706,84.824,6.315,91.139,5.535
Itirapina,37.571,53.026,21.424,43.909,155.931,13.039,168.970,12.108
Itirapuã,9.024,2.522,7.177,8.122,26.846,1.012,27.858,4.937
Itobi,10.612,6.598,8.494,12.465,38.170,1.472,39.642,5.259
Itu,29.036,765.884,182.097,1.028.658,2.005.676,536.188,2.541.865,17.770
Itupeva,19.929,382.076,47.662,204.464,654.131,180.646,834.777,25.132
Ituverava,60.436,30.827,46.545,208.236,346.044,37.720,383.764,10.271
Jaborandi,35.540,3.932,9.055,21.215,69.742,1.941,71.683,11.052
Jaboticabal,62.701,178.641,92.813,412.070,746.224,87.782,834.007,12.020
Jacareí,13.822,1.981.097,274.476,1.059.018,3.328.414,804.884,4.133.298,20.711
Jaci,7.614,60.189,5.926,28.276,102.005,12.727,114.732,24.261
Jacupiranga,22.347,4.872,23.237,45.507,95.964,5.685,101.649,5.927
Jaguariúna,10.238,821.364,57.890,588.748,1.478.239,1.055.294,2.533.533,71.808
Jales,17.683,115.229,54.527,227.199,414.638,41.517,456.155,9.780
Jambeiro,2.071,59.448,7.589,18.593,87.701,22.911,110.613,24.262
Jandira,83,386.736,122.310,339.686,848.815,246.765,1.095.581,11.100
Jardinópolis,43.405,46.082,46.493,114.828,250.809,28.618,279.426,8.367
Jarinu,12.049,31.703,27.166,86.052,156.970,26.056,183.026,9.293
Jaú,44.368,265.057,135.894,688.709,1.134.029,148.020,1.282.049,10.721
Jeriquara,13.337,3.276,5.520,6.950,29.083,939,30.022,9.229
Joanópolis,9.236,6.993,14.234,22.868,53.331,3.328,56.659,5.173
João Ramalho,24.066,4.317,6.530,9.020,43.934,1.476,45.410,11.482
José Bonifácio,37.156,153.746,36.090,116.243,343.236,35.582,378.818,12.462
Júlio Mesquita,2.293,624,5.707,6.918,15.542,663,16.205,3.751
Jumirim,4.265,8.175,4.035,4.650,21.126,2.637,23.763,9.755
Jundiaí,32.327,3.071.047,511.699,4.988.966,8.604.039,2.195.977,10.800.016,31.565
Junqueirópolis,20.637,13.074,19.355,50.980,104.045,7.274,111.320,6.289
Juquiá,34.672,7.883,23.608,37.551,103.714,3.797,107.511,5.314
Juquitiba,269,26.968,39.589,163.296,230.122,33.137,263.259,9.535
Lagoinha,2.929,1.453,7.081,6.308,17.772,817,18.589,3.784
Laranjal Paulista,22.188,102.548,30.409,85.887,241.032,42.134,283.166,12.089
Lavínia,15.203,4.417,7.743,11.429,38.792,1.934,40.725,6.186
Lavrinhas,3.231,13.583,8.944,11.359,37.117,5.089,42.206,6.776
Leme,49.534,130.421,103.789,315.880,599.624,80.838,680.462,7.983
Lençóis Paulista,76.247,244.798,78.128,252.090,651.263,89.162,740.426,12.821
Limeira,68.060,1.694.020,320.002,1.503.745,3.585.827,540.353,4.126.180,15.869
Lindóia,2.146,7.360,8.452,15.386,33.344,3.391,36.735,6.268
Lins,30.271,364.170,77.465,388.123,860.029,91.701,951.730,13.936
Lorena,5.570,304.597,87.841,327.813,725.820,92.540,818.360,10.242
Lourdes,5.303,1.591,3.727,2.891,13.512,341,13.854,6.758
Louveira,12.392,386.972,46.073,523.849,969.286,387.464,1.356.749,47.101
Lucélia,17.593,10.890,23.231,61.753,113.466,8.626,122.092,6.425
Lucianópolis,4.321,2.051,3.584,4.349,14.305,573,14.878,6.714
Luís Antônio,35.096,346.285,20.547,95.500,497.428,58.381,555.809,63.441
Luiziânia,8.810,3.511,5.687,7.095,25.103,802,25.905,5.691
Lupércio,5.942,1.665,6.221,5.654,19.481,465,19.946,4.653
Lutécia,11.303,2.123,4.616,5.713,23.755,688,24.443,8.616
Macatuba,23.743,14.663,21.939,39.247,99.591,3.827,103.418,6.458
Macaubal,12.200,3.362,8.242,18.570,42.374,2.331,44.706,5.987
Macedônia,9.601,4.997,5.759,5.739,26.096,878,26.974,7.205
Magda,11.990,2.954,5.191,7.886,28.021,1.146,29.167,8.754
Mairinque,7.696,460.346,60.006,218.519,746.567,247.162,993.729,24.096
Mairiporã,168,143.468,92.742,242.660,479.038,75.955,554.993,8.123
Manduri,8.947,7.113,10.760,16.135,42.955,3.390,46.345,5.412
Marabá Paulista,16.250,3.736,5.823,7.472,33.281,1.646,34.926,8.416
Maracaí,45.995,22.704,18.236,54.264,141.199,40.276,181.475,13.799
Marapoama,10.860,4.638,3.733,7.623,26.853,1.251,28.104,11.695
Mariápolis,5.254,882,5.113,4.557,15.805,347,16.152,4.163
Marília,48.984,473.632,278.679,1.212.431,2.013.726,268.496,2.282.223,11.108
Marinópolis,6.632,549,4.113,3.273,14.567,228,14.796,6.756
Martinópolis,41.477,21.064,29.885,61.108,153.535,14.415,167.950,7.270
Matão,81.631,666.135,92.786,450.079,1.290.631,168.924,1.459.555,19.707
Mauá,359,2.164.565,445.505,1.588.189,4.198.618,949.326,5.147.944,13.335
Mendonça,7.294,1.996,5.749,7.801,22.840,883,23.722,5.772
Meridiano,8.526,4.262,5.941,21.908,40.638,5.271,45.909,11.532
Mesópolis,6.321,462,3.669,2.597,13.049,216,13.265,6.905
Miguelópolis,69.532,148.787,28.669,80.443,327.430,12.353,339.783,17.339
Mineiros do Tietê,13.212,12.343,14.583,20.996,61.135,3.311,64.446,5.506
Mira Estrela,5.336,1.631,4.475,6.170,17.612,891,18.502,6.832
Miracatu,33.852,5.961,29.014,53.830,122.657,7.297,129.954,5.949
Mirandópolis,40.509,17.324,30.823,78.559,167.215,12.340,179.554,6.759
Mirante do Paranapanema,20.902,6.287,19.845,25.933,72.968,4.326,77.293,4.658
Mirassol,10.391,125.122,62.052,192.914,390.479,50.831,441.310,8.739
Mirassolândia,13.103,2.791,5.486,5.807,27.188,684,27.872,7.054
Mococa,80.324,179.115,81.216,263.689,604.343,61.096,665.439,10.056
Mogi das Cruzes,95.901,1.761.122,410.033,1.595.835,3.862.891,609.799,4.472.689,12.653
Mogi Guaçu,148.537,1.031.904,176.772,687.815,2.045.028,334.358,2.379.386,18.342
Mogi Mirim,72.452,458.625,117.516,546.586,1.195.179,242.958,1.438.138,17.222
Mombuca,8.823,1.113,5.043,6.224,21.204,656,21.860,6.881
Monções,3.199,3.090,3.654,3.494,13.438,663,14.101,6.731
Mongaguá,4.552,27.745,59.383,98.710,190.390,10.468,200.858,5.085
Monte Alegre do Sul,16.649,10.514,9.859,20.237,57.259,6.890,64.149,9.660
Monte Alto,54.588,131.892,54.610,197.758,438.849,66.503,505.352,11.251
Monte Aprazível,20.979,83.029,22.990,87.898,214.896,22.791,237.688,12.073
