MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Barão de Antonina,2.874,725,8.517,8.522,20.638,920,  21.558 ,7.155
Barbosa,8.504,5.121,14.822,16.189,44.636,2.388,  47.025 ,7.299
Bariri,30.905,133.197,62.874,188.553,415.529,51.924,  467.452 ,15.112
Barra Bonita,8.248,210.088,75.500,272.053,565.888,64.516,  630.404 ,17.831
Barra do Chapéu,12.008,1.153,12.165,7.683,33.008,596,  33.604 ,6.472
Barra do Turvo,2.476,1.335,21.471,11.794,37.076,2.318,  39.393 ,5.027
Barretos,107.333,573.048,269.657,925.282,1.875.321,186.336,  2.061.657 ,18.698
Barrinha,17.342,31.172,55.723,75.197,179.435,13.859,  193.293 ,7.008
Barueri,75,3.524.705,742.041,16.271.508,20.538.329,6.851.910,  27.390.239 ,117.093
Bastos,212.213,35.343,44.495,87.555,379.606,20.302,  399.907 ,19.440
Batatais,102.722,174.733,123.435,374.080,774.971,73.176,  848.147 ,15.306
Bauru,22.254,960.477,661.471,3.473.420,5.117.621,836.593,  5.954.214 ,17.582
Bebedouro,71.306,262.678,161.971,597.731,1.093.686,132.600,  1.226.286 ,16.317
Bento de Abreu,26.791,10.859,11.421,14.135,63.206,2.457,  65.663 ,25.255
Bernardino de Campos,15.763,16.377,20.835,39.455,92.430,7.859,  100.289 ,9.305
Bertioga,1.342,110.170,146.981,307.231,565.723,42.433,  608.156 ,13.870
Bilac,23.882,4.131,16.365,35.815,80.194,3.815,  84.008 ,12.228
Birigui,32.872,416.872,208.019,577.340,1.235.103,154.491,  1.389.594 ,13.146
Biritiba-Mirim,103.147,12.553,52.971,79.523,248.194,10.295,  258.489 ,9.296
Boa Esperança do Sul,41.110,6.027,32.047,52.525,131.709,8.859,  140.569 ,10.461
Bocaina,18.271,60.064,26.246,57.074,161.655,14.545,  176.199 ,16.660
Bofete,25.384,16.793,22.838,25.646,90.661,5.656,  96.316 ,10.548
Boituva,21.060,428.882,102.682,438.091,990.715,169.265,  1.159.980 ,25.616
Bom Jesus dos Perdões,5.440,50.897,34.583,55.262,146.183,20.434,  166.616 ,9.079
Bom Sucesso de Itararé,2.222,10.849,9.066,6.269,28.406,1.862,  30.268 ,8.633
Borá,8.827,2.965,4.193,5.326,21.310,2.267,  23.578 ,29.072
Boracéia,8.150,73.510,10.429,18.077,110.166,5.860,  116.026 ,27.904
Borborema,76.244,11.814,31.271,62.506,181.835,6.722,  188.557 ,13.214
Borebi,15.529,2.032,8.317,7.678,33.556,899,  34.456 ,15.479
Botucatu,81.542,811.282,237.280,941.658,2.071.763,288.212,  2.359.975 ,19.117
Bragança Paulista,51.173,807.885,299.163,1.110.283,2.268.504,308.841,  2.577.345 ,18.102
Braúna,11.410,5.430,12.365,14.340,43.545,2.236,  45.782 ,9.412
Brejo Alegre,8.280,2.301,8.037,9.269,27.888,3.660,  31.548 ,12.470
Brodowski,30.778,27.636,42.174,79.359,179.947,14.121,  194.068 ,9.537
Brotas,83.052,46.906,51.445,126.891,308.294,26.301,  334.594 ,15.885
Buri,51.261,12.725,47.170,54.096,165.252,6.967,  172.218 ,9.363
Buritama,14.083,136.030,31.169,60.143,241.426,7.704,  249.130 ,16.538
Buritizal,25.114,7.469,13.400,16.458,62.440,2.525,  64.966 ,16.290
Cabrália Paulista,51.649,9.816,10.950,12.089,84.503,2.055,  86.558 ,19.513
Cabreúva,23.375,491.233,85.640,306.383,906.630,272.508,  1.179.138 ,29.640
Caçapava,7.278,1.044.319,174.564,701.747,1.927.909,401.283,  2.329.191 ,28.085
Cachoeira Paulista,6.063,48.725,63.398,142.830,261.017,13.276,  274.292 ,9.284
Caconde,25.581,53.375,39.069,49.697,167.722,6.516,  174.238 ,9.362
Cafelândia,31.220,13.304,32.229,63.938,140.691,10.207,  150.898 ,9.170
Caiabu,10.666,1.389,10.850,7.630,30.536,778,  31.314 ,7.673
Caieiras,3.324,557.347,174.856,413.088,1.148.614,179.398,  1.328.012 ,15.932
Caiuá,16.184,10.954,13.282,11.940,52.359,3.969,  56.328 ,11.604
Cajamar,291,1.761.734,159.873,1.219.399,3.141.297,1.066.620,  4.207.917 ,68.616
Cajati,47.529,360.656,68.516,160.697,637.398,212.151,  849.550 ,29.571
Cajobi,26.179,10.247,22.626,31.634,90.686,4.121,  94.807 ,9.806
Cajuru,47.843,43.706,49.549,83.151,224.249,21.545,  245.794 ,10.756
Campina do Monte Alegre,16.669,6.429,13.007,33.277,69.382,3.951,  73.333 ,13.278
Campinas,41.056,6.058.878,2.426.987,15.381.326,23.908.248,6.259.871,  30.168.119 ,28.561
Campo Limpo Paulista,2.193,385.641,149.972,325.450,863.257,124.824,  988.081 ,13.729
Campos do Jordão,1.715,54.888,119.049,307.900,483.552,36.885,  520.436 ,11.006
Campos Novos Paulista,23.327,4.586,12.900,19.789,60.602,2.764,  63.366 ,14.176
Cananéia,7.183,70.112,32.330,47.776,157.401,3.876,  161.278 ,13.145
Canas,786,2.044,12.614,10.917,26.361,1.937,  28.298 ,6.739
Cândido Mota,80.988,74.665,61.721,163.295,380.670,45.982,  426.651 ,14.308
Cândido Rodrigues,15.779,2.517,7.512,11.067,36.874,1.240,  38.114 ,14.334
Canitar,5.055,13.633,12.046,10.952,41.686,3.018,  44.704 ,10.581
Capão Bonito,116.783,43.776,94.752,165.279,420.590,22.101,  442.691 ,9.506
Capela do Alto,31.183,14.653,36.903,44.062,126.802,7.156,  133.958 ,7.940
Capivari,29.579,271.257,99.527,279.373,679.735,127.293,  807.028 ,17.127
Caraguatatuba,3.293,113.562,197.461,557.748,872.064,97.932,  969.996 ,10.082
Carapicuíba,54,404.454,626.650,1.025.596,2.056.754,220.476,  2.277.230 ,6.246
Cardoso,22.227,5.062,25.158,36.023,88.470,3.452,  91.922 ,7.781
Casa Branca,145.636,29.217,57.363,146.569,378.786,21.063,  399.849 ,14.290
Cássia dos Coqueiros,27.349,5.929,8.423,9.046,50.747,601,  51.348 ,19.018
Castilho,36.170,45.937,49.388,95.332,226.827,19.864,  246.691 ,14.227
Catanduva,29.080,430.955,262.223,1.012.643,1.734.901,205.898,  1.940.799 ,17.427
Catiguá,14.969,4.809,15.797,24.828,60.403,4.365,  64.768 ,9.251
Cedral,17.633,24.726,18.664,48.750,109.773,15.016,  124.789 ,16.160
Cerqueira César,41.338,40.593,33.558,76.457,191.945,15.002,  206.947 ,12.131
Cerquilho,46.023,431.281,80.563,300.313,858.180,126.383,  984.563 ,26.291
Cesário Lange,24.296,26.442,32.276,60.579,143.592,14.055,  157.648 ,10.521
Charqueada,20.256,56.347,28.644,58.107,163.354,19.365,  182.719 ,12.482
Chavantes,20.292,13.881,29.195,42.643,106.010,6.505,  112.516 ,9.291
Clementina,10.385,16.919,14.715,23.399,65.417,4.337,  69.754 ,10.477
Colina,30.570,139.178,43.710,124.260,337.718,41.412,  379.130 ,21.944
Colômbia,61.048,47.646,20.450,37.585,166.729,13.737,  180.465 ,30.138
Conchal,32.146,82.514,54.838,105.674,275.171,25.663,  300.834 ,12.175
Conchas,15.294,75.324,40.802,87.116,218.536,17.176,  235.712 ,14.722
Cordeirópolis,24.142,373.777,57.651,420.652,876.221,142.218,  1.018.439 ,50.024
Coroados,25.234,7.257,12.156,17.904,62.552,2.624,  65.176 ,12.830
Coronel Macedo,17.779,2.753,11.641,7.774,39.948,767,  40.715 ,7.954
Corumbataí,29.225,5.243,12.257,28.012,74.737,7.668,  82.404 ,21.337
Cosmópolis,11.998,191.173,126.403,252.547,582.121,67.259,  649.380 ,11.648
Cosmorama,25.275,22.217,15.954,33.315,96.762,10.366,  107.128 ,14.732
Cotia,5.420,1.542.288,412.568,2.402.151,4.362.427,1.081.503,  5.443.930 ,28.630
Cravinhos,48.832,148.894,66.677,180.015,444.418,68.526,  512.944 ,16.490
Cristais Paulista,35.699,3.597,17.625,28.246,85.167,3.064,  88.231 ,11.928
Cruzália,14.456,3.817,6.807,13.345,38.425,1.248,  39.673 ,16.832
Cruzeiro,4.540,425.894,164.917,431.145,1.026.495,181.482,  1.207.977 ,15.801
Cubatão,216,5.092.433,439.749,2.391.513,7.923.911,1.856.870,  9.780.781 ,83.712
Cunha,13.083,2.875,39.495,36.419,91.872,3.127,  94.999 ,4.271
Descalvado,98.669,251.437,74.382,234.726,659.214,106.986,  766.200 ,25.007
Diadema,183,3.397.783,853.458,3.220.150,7.471.573,1.727.616,  9.199.189 ,24.154
Dirce Reis,3.036,5.843,5.529,4.580,18.988,4.482,  23.470 ,14.028
Divinolândia,15.859,5.560,22.174,51.689,95.281,3.951,  99.232 ,8.669
Dobrada,18.031,3.009,16.317,16.019,53.377,1.728,  55.105 ,7.143
Dois Córregos,44.031,66.213,48.602,116.586,275.433,24.182,  299.615 ,12.365
Dolcinópolis,2.281,1.814,6.431,4.853,15.379,656,  16.035 ,7.596
Dourado,19.969,16.866,19.601,28.307,84.743,6.340,  91.083 ,10.570
Dracena,28.933,73.349,86.834,320.331,509.446,55.780,  565.226 ,13.225
Duartina,9.520,20.863,26.466,49.061,105.910,9.964,  115.874 ,9.379
Dumont,15.333,17.468,17.849,31.780,82.430,8.151,  90.582 ,11.652
Echaporã,20.465,11.455,14.622,21.282,67.823,2.688,  70.511 ,10.954
Eldorado,37.140,4.386,30.610,34.538,106.673,2.695,  109.368 ,7.477
Elias Fausto,45.134,93.924,33.124,80.684,252.865,49.009,  301.874 ,19.619
Elisiário,10.426,3.569,8.895,9.036,31.925,1.401,  33.326 ,11.079
Embaúba,14.638,3.524,7.871,9.258,35.291,931,  36.222 ,14.869
Embu das Artes,65,826.903,447.360,1.034.824,2.309.152,411.275,  2.720.427 ,11.651
Embu-Guaçu,429,146.387,112.364,163.623,422.803,63.418,  486.221 ,7.884
Emilianópolis,7.512,3.568,10.020,7.823,28.923,1.229,  30.152 ,10.037
Engenheiro Coelho,22.145,101.281,31.493,87.388,242.307,27.785,  270.092 ,18.654
Espírito Santo do Pinhal,43.143,192.131,84.190,288.286,607.750,62.894,  670.643 ,16.089
Espírito Santo do Turvo,10.980,16.124,12.138,15.603,54.844,4.599,  59.443 ,14.407
Estiva Gerbi,18.422,64.907,24.352,37.967,145.648,24.604,  170.252 ,17.378
Estrela do Norte,3.263,2.613,9.035,5.269,20.179,654,  20.833 ,7.879
Estrela d'Oeste,21.870,175.803,18.437,87.739,303.849,34.489,  338.338 ,41.090
Euclides da Cunha Paulista,9.811,5.259,22.613,18.451,56.134,2.326,  58.460 ,5.992
Fartura,22.141,10.306,29.865,54.545,116.857,5.701,  122.558 ,8.032
Fernando Prestes,29.232,10.656,13.893,24.222,78.003,4.613,  82.616 ,14.997
Fernandópolis,37.211,150.950,128.253,481.399,797.813,77.457,  875.270 ,13.628
Fernão,9.394,1.246,4.818,4.774,20.232,676,  20.908 ,13.533
Ferraz de Vasconcelos,563,517.930,284.158,417.341,1.219.993,133.562,  1.353.555 ,8.298
Flora Rica,7.092,4.327,4.959,4.561,20.940,778,  21.718 ,11.645
Floreal,8.387,6.201,7.605,9.262,31.455,1.760,  33.215 ,10.865
Flórida Paulista,46.326,38.494,24.642,49.713,159.175,11.643,  170.818 ,13.692
Florínia,28.972,7.795,9.489,19.218,65.474,2.310,  67.785 ,23.422
Franca,39.257,752.720,580.482,1.960.912,3.333.371,451.068,  3.784.439 ,12.095
Francisco Morato,80,51.316,271.419,310.609,633.424,65.934,  699.358 ,4.652
Franco da Rocha,772,422.987,222.916,438.427,1.085.102,148.609,  1.233.711 ,9.733
Gabriel Monteiro,9.341,7.065,7.610,9.596,33.611,1.858,  35.470 ,13.045
Gália,6.346,6.388,13.865,19.136,45.735,5.249,  50.984 ,7.074
Garça,54.448,84.828,81.343,257.529,478.149,49.850,  527.999 ,12.233
Gastão Vidigal,11.582,7.643,8.681,9.435,37.341,1.480,  38.821 ,9.566
Gavião Peixoto,17.388,2.918,11.872,12.041,44.220,4.379,  48.599 ,11.141
General Salgado,27.691,25.540,25.869,46.717,125.817,13.050,  138.867 ,12.979
Getulina,20.203,18.976,21.632,30.563,91.373,4.974,  96.347 ,8.995
Glicério,14.483,5.695,12.352,12.807,45.337,1.767,  47.104 ,10.362
Guaiçara,27.145,23.068,23.201,28.738,102.152,5.864,  108.016 ,10.433
Guaimbê,5.959,2.981,10.632,13.145,32.717,1.746,  34.463 ,6.370
Guaíra,134.840,187.935,90.550,254.692,668.018,73.137,  741.155 ,20.086
Guapiaçu,78.198,129.131,37.352,82.786,327.467,24.065,  351.533 ,20.621
Guapiara,50.175,23.242,40.732,35.172,149.322,6.424,  155.746 ,8.411
Guará,37.341,86.405,43.815,79.928,247.489,21.808,  269.297 ,13.646
Guaraçaí,45.949,3.965,19.462,38.266,107.642,3.877,  111.519 ,13.046
Guaraci,32.830,23.825,24.723,37.955,119.333,9.669,  129.002 ,13.254
Guarani d'Oeste,3.484,1.806,6.899,4.062,16.251,600,  16.852 ,8.515
Guarantã,25.759,3.895,12.992,21.670,64.316,2.825,  67.141 ,10.499
Guararapes,114.116,124.220,60.609,175.440,474.385,39.277,  513.662 ,16.991
Guararema,10.078,275.296,52.933,588.596,926.902,168.976,  1.095.878 ,43.655
Guaratinguetá,15.349,796.388,234.045,892.435,1.938.218,354.736,  2.292.953 ,20.712
Guareí,49.475,13.645,27.613,22.331,113.063,4.756,  117.819 ,8.614
Guariba,30.193,130.173,80.811,154.633,395.809,36.703,  432.513 ,12.520
Guarujá,8.214,769.042,716.825,1.690.382,3.184.463,456.641,  3.641.104 ,12.733
Guarulhos,10.059,8.337.664,2.505.891,13.156.283,24.009.898,5.184.092,  29.193.990 ,24.492
Guatapará,62.281,2.854,17.627,20.640,103.402,2.900,  106.303 ,15.460
Guzolândia,7.241,7.232,11.687,9.821,35.981,1.816,  37.797 ,8.097
Herculândia,28.785,33.077,16.352,33.809,112.022,8.080,  120.102 ,13.978
Holambra,104.310,71.520,28.351,93.667,297.849,31.302,  329.151 ,31.540
Hortolândia,4.680,2.160.434,406.579,2.399.115,4.970.809,1.059.552,  6.030.361 ,32.710
Iacanga,52.546,19.493,20.151,48.068,140.258,10.517,  150.775 ,15.623
Iacri,37.390,7.183,12.361,17.877,74.811,2.898,  77.709 ,11.983
Iaras,13.924,3.477,14.515,24.975,56.891,4.851,  61.742 ,10.916
Ibaté,40.748,78.315,64.072,124.041,307.176,28.629,  335.804 ,11.250
Ibirá,20.359,7.980,27.130,33.352,88.822,4.681,  93.503 ,8.820
Ibirarema,26.383,13.410,15.849,28.387,84.029,5.928,  89.957 ,13.820
Ibitinga,61.643,192.197,98.172,273.936,625.947,61.121,  687.068 ,13.285
Ibiúna,92.299,134.885,134.589,227.309,589.083,56.394,  645.477 ,9.202
Icém,14.701,24.275,22.354,37.580,98.911,6.003,  104.914 ,14.297
Iepê,27.130,9.327,17.424,31.983,85.865,4.344,  90.209 ,11.943
Igaraçu do Tietê,6.211,16.936,43.797,60.885,127.828,12.716,  140.544 ,6.050
Igarapava,47.629,66.433,59.783,215.284,389.129,34.385,  423.514 ,15.380
Igaratá,2.780,9.000,21.471,27.130,60.382,6.431,  66.814 ,7.610
Iguape,25.072,10.674,65.292,88.380,189.418,9.588,  199.006 ,6.927
Ilha Comprida,905,5.306,37.320,33.405,76.936,3.242,  80.177 ,9.394
Ilha Solteira,36.204,10.684,69.581,141.526,257.995,18.552,  276.547 ,11.119
Ilhabela,749,27.485,71.307,172.962,272.503,19.394,  291.897 ,10.957
Indaiatuba,17.538,2.448.483,404.230,1.926.275,4.796.526,1.267.868,  6.064.394 ,31.912
Indiana,8.120,3.257,11.165,11.333,33.876,1.500,  35.376 ,7.286
Indiaporã,12.795,4.397,9.797,14.149,41.138,1.446,  42.584 ,10.819
Inúbia Paulista,7.330,5.487,9.488,34.320,56.624,9.173,  65.798 ,18.488
Ipaussu,22.289,36.575,29.478,57.601,145.944,10.611,  156.554 ,11.623
Iperó,8.336,139.368,56.692,79.802,284.199,56.252,  340.451 ,13.010
Ipeúna,9.993,68.429,14.803,35.906,129.131,17.416,  146.547 ,25.960
Ipiguá,20.613,2.168,9.724,6.870,39.375,1.143,  40.518 ,9.543
Iporanga,1.645,3.512,12.591,6.291,24.039,962,  25.001 ,5.710
Ipuã,55.438,28.327,37.606,58.899,180.269,11.907,  192.176 ,13.999
Iracemápolis,13.343,109.604,45.127,111.589,279.663,47.017,  326.680 ,17.118
Irapuã,24.202,12.840,16.259,20.350,73.650,3.567,  77.218 ,10.800
Irapuru,18.412,5.600,14.435,17.681,56.128,1.931,  58.059 ,7.497
Itaberá,108.532,14.352,33.004,71.385,227.274,7.470,  234.744 ,12.944
Itaí,60.888,30.474,48.838,80.924,221.123,17.553,  238.676 ,10.182
Itajobi,67.839,18.501,33.371,57.781,177.491,7.750,  185.241 ,12.778
Itaju,13.530,2.152,8.684,9.671,34.036,1.425,  35.461 ,11.301
Itanhaém,24.101,65.744,202.676,350.452,642.972,49.220,  692.192 ,8.233
Itaóca,2.743,2.174,7.873,5.315,18.105,686,  18.791 ,5.780
Itapecerica da Serra,4.655,433.412,308.982,891.944,1.638.992,232.865,  1.871.858 ,12.602
Itapetininga,275.194,657.504,261.535,793.436,1.987.669,241.184,  2.228.853 ,15.827
Itapeva,186.375,152.333,200.158,444.669,983.535,113.754,  1.097.289 ,12.576
Itapevi,59,637.626,385.407,1.259.597,2.282.689,512.506,  2.795.195 ,14.501
Itapira,67.717,631.703,161.306,554.995,1.415.721,219.650,  1.635.371 ,24.199
Itapirapuã Paulista,4.813,631,9.518,3.974,18.937,456,  19.393 ,5.015
Itápolis,125.117,95.216,72.672,249.206,542.211,44.225,  586.436 ,14.777
Itaporanga,14.618,6.073,29.115,37.834,87.640,3.829,  91.469 ,6.286
Itapuí,11.341,70.975,26.353,68.572,177.241,24.658,  201.899 ,17.093
Itapura,9.197,4.774,11.370,10.154,35.495,1.917,  37.411 ,8.855
Itaquaquecetuba,2.705,750.282,584.781,807.891,2.145.659,306.798,  2.452.457 ,7.864
Itararé,53.267,61.443,98.434,213.985,427.129,43.224,  470.353 ,9.818
Itariri,32.825,4.759,32.486,28.070,98.140,2.511,  100.651 ,6.669
Itatiba,156.711,832.967,216.571,857.404,2.063.653,415.403,  2.479.056 ,25.487
Itatinga,40.422,8.425,39.742,50.007,138.596,10.588,  149.184 ,8.493
Itirapina,37.585,146.209,38.107,81.940,303.842,37.927,  341.769 ,22.800
Itirapuã,11.773,3.275,14.067,12.866,41.980,1.565,  43.545 ,7.465
Itobi,10.829,4.850,14.714,15.683,46.075,2.405,  48.480 ,6.415
Itu,31.363,1.246.553,313.740,1.643.405,3.235.060,727.806,  3.962.866 ,26.351
Itupeva,14.612,560.999,101.281,382.003,1.058.895,281.608,  1.340.503 ,32.978
Ituverava,100.910,35.279,83.639,237.919,457.747,35.959,  493.705 ,12.873
Jaborandi,24.307,2.936,16.598,22.162,66.003,2.073,  68.076 ,10.420
Jaboticabal,72.584,280.163,142.922,626.278,1.121.947,136.920,  1.258.867 ,17.737
Jacareí,13.909,2.562.925,428.155,1.582.807,4.587.795,1.091.611,  5.679.406 ,27.385
Jaci,13.326,63.459,12.763,61.494,151.041,17.046,  168.086 ,31.530
Jacupiranga,23.245,11.734,35.814,76.781,147.574,12.009,  159.583 ,9.262
Jaguariúna,10.805,1.052.432,126.599,1.185.038,2.374.874,721.326,  3.096.200 ,75.222
Jales,19.032,80.466,90.398,313.565,503.461,46.982,  550.443 ,11.729
Jambeiro,4.113,79.187,14.421,30.089,127.810,34.860,  162.670 ,32.059
Jandira,119,544.969,218.344,584.041,1.347.473,355.178,  1.702.651 ,16.208
Jardinópolis,65.041,70.142,84.725,165.197,385.106,35.692,  420.798 ,11.628
Jarinu,12.710,90.476,50.574,170.176,323.936,51.513,  375.449 ,16.733
Jaú,43.172,283.038,245.232,1.073.878,1.645.320,230.799,  1.876.119 ,14.748
Jeriquara,16.731,5.243,10.388,11.177,43.540,1.547,  45.088 ,14.165
Joanópolis,10.411,5.619,24.010,40.947,80.987,5.033,  86.020 ,7.474
João Ramalho,33.064,6.320,10.955,13.551,63.889,2.145,  66.034 ,16.249
José Bonifácio,51.433,179.919,67.533,188.757,487.642,48.614,  536.256 ,16.794
Júlio Mesquita,2.285,890,10.430,9.454,23.060,1.052,  24.112 ,5.501
Jumirim,2.046,8.531,6.926,10.497,28.000,4.040,  32.039 ,11.968
Jundiaí,34.595,4.942.353,851.938,9.167.668,14.996.554,3.485.615,  18.482.169 ,51.312
Junqueirópolis,36.110,34.797,36.684,86.513,194.105,13.832,  207.937 ,11.323
Juquiá,22.159,8.987,39.863,49.930,120.939,5.297,  126.236 ,6.428
Juquitiba,268,22.194,61.542,179.557,263.560,23.581,  287.142 ,10.091
Lagoinha,5.722,3.275,12.025,12.078,33.098,1.457,  34.555 ,7.103
Laranjal Paulista,25.125,160.091,59.536,142.657,387.410,63.786,  451.196 ,18.307
Lavínia,35.234,8.366,20.318,18.015,81.933,2.481,  84.414 ,10.532
Lavrinhas,2.558,20.207,16.607,20.210,59.582,9.762,  69.344 ,10.693
Leme,63.007,301.454,175.816,519.640,1.059.916,151.681,  1.211.597 ,13.514
Lençóis Paulista,99.047,463.347,130.342,506.392,1.199.128,168.881,  1.368.010 ,22.738
Limeira,68.076,2.583.566,519.541,2.451.532,5.622.715,1.071.401,  6.694.116 ,24.713
Lindóia,2.950,7.555,15.385,27.684,53.574,4.538,  58.112 ,9.056
Lins,35.938,1.029.504,139.154,817.535,2.022.131,227.062,  2.249.193 ,31.993
Lorena,6.298,383.381,158.089,471.178,1.018.945,146.090,  1.165.035 ,14.269
Lourdes,10.579,2.667,7.000,5.732,25.978,706,  26.684 ,12.677
Louveira,14.751,1.703.258,91.896,1.407.990,3.217.895,879.146,  4.097.041 ,119.828
Lucélia,17.648,45.795,41.348,92.032,196.822,20.188,  217.010 ,11.070
Lucianópolis,7.286,4.406,6.892,7.285,25.869,1.006,  26.875 ,12.052
Luís Antônio,55.777,369.767,38.348,120.891,584.783,81.855,  666.638 ,63.989
Luiziânia,8.032,5.971,11.313,11.118,36.433,1.562,  37.995 ,7.800
Lupércio,7.778,1.973,10.805,9.087,29.642,936,  30.579 ,7.038
Lutécia,20.645,6.372,8.447,9.344,44.807,1.463,  46.270 ,16.777
Macatuba,34.637,18.743,37.038,92.078,182.497,10.819,  193.316 ,11.953
Macaubal,17.062,3.473,14.892,26.230,61.656,3.295,  64.951 ,8.539
Macedônia,11.916,7.487,9.691,8.513,37.607,1.134,  38.741 ,10.488
Magda,11.595,5.318,8.304,12.338,37.555,2.301,  39.855 ,12.351
Mairinque,9.061,524.867,97.338,297.137,928.402,224.319,  1.152.722 ,27.088
Mairiporã,192,196.511,156.625,333.455,686.784,114.403,  801.187 ,10.452
Manduri,8.689,7.755,19.927,24.203,60.575,5.223,  65.797 ,7.446
