MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Barra do Turvo,4.141,3.897,34.275,26.472,68.785,5.277,  74.062 ,9.662
Barretos,218.969,1.045.199,472.805,2.197.683,3.934.656,316.734,  4.251.390 ,36.679
Barrinha,26.169,99.693,110.390,220.892,457.144,28.594,  485.739 ,15.756
Barueri,316,4.018.308,1.746.475,28.265.833,34.030.932,13.032.241,  47.063.173 ,184.362
Bastos,404.635,81.466,79.236,243.770,809.106,37.107,  846.213 ,41.753
Batatais,162.656,233.514,224.981,782.665,1.403.816,110.232,  1.514.049 ,25.740
Bauru,35.376,2.509.073,1.324.041,8.238.341,12.106.831,1.160.672,  13.267.503 ,37.188
Bebedouro,95.889,522.323,309.754,1.947.299,2.875.265,379.219,  3.254.483 ,43.630
Bento de Abreu,31.389,52.383,16.466,36.819,137.057,11.171,  148.228 ,52.193
Bernardino de Campos,25.071,42.674,41.292,99.707,208.744,17.513,  226.257 ,21.002
Bertioga,5.615,140.430,346.479,903.556,1.396.081,90.822,  1.486.903 ,26.036
Bilac,66.789,9.462,29.830,75.884,181.964,8.103,  190.067 ,25.218
Birigui,65.731,609.818,443.526,1.641.595,2.760.669,282.875,  3.043.544 ,26.094
Biritiba-Mirim,366.047,39.074,105.173,227.205,737.498,23.305,  760.804 ,24.684
Boa Esperança do Sul,117.796,135.153,59.380,155.623,467.952,35.035,  502.986 ,35.394
Bocaina,37.201,26.159,47.383,95.689,206.433,15.690,  222.123 ,19.073
Bofete,23.065,22.628,43.947,54.697,144.337,7.933,  152.270 ,14.485
Boituva,19.490,776.871,232.489,1.072.193,2.101.044,354.558,  2.455.602 ,45.460
Bom Jesus dos Perdões,9.665,197.570,89.783,255.974,552.992,82.985,  635.978 ,28.214
Bom Sucesso de Itararé,5.291,11.920,17.051,14.799,49.061,2.363,  51.424 ,13.772
Borá,11.950,32.534,7.492,20.379,72.355,6.615,  78.970 ,97.614
Boracéia,17.129,182.042,21.450,92.015,312.636,28.004,  340.640 ,74.571
Borborema,112.172,24.404,61.349,155.975,353.900,16.893,  370.793 ,24.646
Borebi,22.778,2.380,15.635,19.945,60.738,3.219,  63.957 ,25.893
Botucatu,115.789,1.081.510,441.029,2.150.065,3.788.392,369.546,  4.157.938 ,30.553
Bragança Paulista,60.169,1.401.137,580.104,2.661.366,4.702.776,612.760,  5.315.536 ,33.694
Braúna,26.566,7.021,22.822,32.397,88.806,3.254,  92.060 ,17.198
Brejo Alegre,11.960,91.950,16.865,53.107,173.882,18.655,  192.537 ,71.442
Brodowski,47.474,157.376,94.501,272.811,572.161,52.740,  624.901 ,27.256
Brotas,89.037,215.416,96.225,362.213,762.891,78.081,  840.972 ,36.559
Buri,121.605,31.383,78.701,133.883,365.572,15.209,  380.781 ,19.852
Buritama,41.796,279.992,66.557,191.055,579.400,28.606,  608.006 ,37.624
Buritizal,44.935,56.073,23.578,35.234,159.819,6.746,  166.565 ,39.555
Cabrália Paulista,20.858,14.590,20.060,23.944,79.453,4.334,  83.787 ,19.400
Cabreúva,25.785,1.063.795,190.710,2.071.464,3.351.754,891.090,  4.242.844 ,91.626
Caçapava,17.656,1.434.554,331.099,1.411.225,3.194.535,555.764,  3.750.299 ,42.179
Cachoeira Paulista,15.810,66.546,117.502,342.426,542.283,28.697,  570.980 ,18.171
Caconde,66.886,51.062,65.696,121.565,305.209,7.447,  312.656 ,16.703
Cafelândia,115.691,42.811,70.316,167.349,396.167,23.049,  419.216 ,24.660
Caiabu,17.846,4.022,17.777,16.928,56.573,1.335,  57.908 ,14.141
Caieiras,2.432,1.012.738,345.467,1.278.784,2.639.421,416.812,  3.056.233 ,32.173
Caiuá,27.728,2.946,26.427,17.800,74.901,3.588,  78.489 ,14.586
Cajamar,2.357,2.061.262,348.236,8.016.728,10.428.583,2.956.695,  13.385.278 ,185.163
Cajati,204.624,522.696,112.967,370.281,1.210.569,135.663,  1.346.232 ,47.069
Cajobi,27.341,8.413,39.981,69.316,145.051,7.325,  152.376 ,15.257
Cajuru,112.114,90.242,90.628,228.670,521.655,51.130,  572.785 ,23.135
Campina do Monte Alegre,33.944,11.299,24.569,37.878,107.690,3.501,  111.190 ,19.459
Campinas,118.529,9.675.653,4.457.496,33.771.368,48.023.046,9.755.107,  57.778.152 ,50.566
Campo Limpo Paulista,7.865,439.678,287.840,833.976,1.569.360,194.889,  1.764.249 ,22.207
Campos do Jordão,4.557,123.271,216.164,744.297,1.088.289,69.921,  1.158.210 ,23.532
Campos Novos Paulista,57.266,8.162,22.253,39.938,127.619,4.323,  131.942 ,28.043
Cananéia,29.198,26.729,53.041,87.305,196.273,7.598,  203.871 ,16.662
Canas,5.053,49.786,22.968,140.182,217.990,22.876,  240.866 ,50.212
Cândido Mota,106.385,176.271,116.382,458.809,857.847,82.746,  940.593 ,31.378
Cândido Rodrigues,33.268,11.675,14.431,32.069,91.442,5.395,  96.837 ,36.201
Canitar,9.280,76.689,21.886,45.939,153.794,14.960,  168.755 ,35.632
Capão Bonito,158.101,61.602,168.473,381.141,769.317,41.810,  811.127 ,17.561
Capela do Alto,51.559,26.381,79.660,116.883,274.483,15.689,  290.173 ,15.032
Capivari,62.426,511.219,218.021,708.216,1.499.882,217.916,  1.717.799 ,33.039
Caraguatatuba,13.612,264.644,514.643,1.647.949,2.440.848,196.603,  2.637.451 ,23.893
Carapicuíba,226,794.010,1.059.513,2.918.902,4.772.651,450.849,  5.223.500 ,13.551
Cardoso,46.994,11.783,48.633,96.237,203.647,7.451,  211.098 ,17.952
Casa Branca,238.563,60.288,112.540,368.156,779.546,56.223,  835.770 ,28.807
Cássia dos Coqueiros,100.068,5.689,13.698,21.879,141.335,1.077,  142.412 ,56.024
Castilho,76.161,360.301,99.672,318.720,854.855,85.593,  940.448 ,47.816
Catanduva,52.129,795.463,464.105,2.221.494,3.533.190,350.374,  3.883.565 ,33.575
Catiguá,18.253,6.100,28.491,46.564,99.408,5.935,  105.343 ,14.270
Cedral,41.590,83.400,37.365,105.676,268.031,27.658,  295.689 ,34.734
Cerqueira César,81.966,229.422,76.778,247.941,636.108,49.753,  685.861 ,36.968
Cerquilho,60.651,607.461,172.570,693.960,1.534.642,222.422,  1.757.065 ,39.980
Cesário Lange,43.540,65.164,63.910,178.385,350.999,37.590,  388.589 ,23.326
Charqueada,23.275,87.858,60.969,135.474,307.576,27.984,  335.561 ,20.692
Chavantes,33.763,16.988,48.840,88.141,187.733,11.680,  199.412 ,16.373
Clementina,21.407,83.835,30.378,92.177,227.796,22.002,  249.798 ,31.797
Colina,82.860,352.166,78.717,324.394,838.136,90.858,  928.994 ,52.985
Colômbia,126.079,84.557,35.995,78.438,325.069,22.047,  347.116 ,57.574
Conchal,45.165,156.803,108.784,259.481,570.233,55.751,  625.985 ,23.636
Conchas,47.089,35.814,64.869,149.577,297.348,21.005,  318.353 ,18.951
Cordeirópolis,53.145,681.661,130.827,1.168.409,2.034.043,342.133,  2.376.176 ,102.762
Coroados,50.378,25.173,22.374,44.904,142.829,6.547,  149.376 ,26.299
Coronel Macedo,32.123,7.193,21.239,19.397,79.952,893,  80.845 ,16.553
Corumbataí,25.374,9.194,22.681,109.070,166.319,30.103,  196.422 ,50.006
Cosmópolis,24.070,554.198,229.232,626.942,1.434.442,147.715,  1.582.157 ,23.800
Cosmorama,46.368,45.883,31.525,63.713,187.489,18.305,  205.794 ,29.071
Cotia,22.251,2.612.412,894.706,5.328.822,8.858.191,2.087.923,  10.946.114 ,47.737
Cravinhos,70.202,241.569,131.077,456.135,898.982,125.975,  1.024.957 ,30.713
Cristais Paulista,66.965,11.986,34.878,67.736,181.565,5.862,  187.427 ,23.114
Cruzália,10.316,5.469,12.419,79.874,108.077,13.227,  121.304 ,55.849
Cruzeiro,8.134,558.934,298.383,953.403,1.818.854,226.380,  2.045.234 ,25.939
Cubatão,902,7.205.470,794.940,3.735.568,11.736.880,1.563.734,  13.300.614 ,106.365
Cunha,27.417,13.693,76.058,97.788,214.957,7.756,  222.713 ,10.266
Descalvado,123.339,437.681,129.045,617.166,1.307.231,226.543,  1.533.774 ,48.046
Diadema,767,3.694.499,1.541.098,5.955.709,11.192.072,2.227.318,  13.419.390 ,33.728
Dirce Reis,7.685,15.981,12.056,14.305,50.027,4.571,  54.598 ,31.928
Divinolândia,44.818,11.948,41.692,161.103,259.561,11.110,  270.671 ,24.622
Dobrada,25.573,14.946,30.531,32.311,103.361,8.020,  111.381 ,13.071
Dois Córregos,106.571,120.212,93.177,279.910,599.871,51.456,  651.327 ,24.967
Dolcinópolis,15.208,2.920,11.587,13.743,43.458,1.078,  44.536 ,21.588
Dourado,30.219,94.996,32.309,207.000,364.525,107.159,  471.684 ,55.310
Dracena,46.258,114.307,159.565,721.663,1.041.794,85.449,  1.127.243 ,25.391
Duartina,15.619,25.340,46.878,118.126,205.963,10.368,  216.331 ,17.896
Dumont,22.683,99.778,33.341,98.291,254.093,30.666,  284.759 ,31.365
Echaporã,48.043,6.203,25.765,42.480,122.491,3.793,  126.284 ,20.196
Eldorado,80.253,10.413,61.519,71.121,223.305,7.581,  230.886 ,15.486
Elias Fausto,85.979,192.567,67.124,191.449,537.119,74.305,  611.424 ,36.490
Elisiário,16.182,5.669,16.351,24.701,62.903,3.272,  66.175 ,19.701
Embaúba,15.335,4.620,13.306,14.039,47.301,1.392,  48.693 ,20.221
Embu das Artes,271,1.210.162,843.593,5.661.712,7.715.737,1.831.909,  9.547.647 ,36.875
Embu-Guaçu,1.797,192.684,234.009,451.464,879.954,129.767,  1.009.721 ,15.310
Emilianópolis,21.250,3.545,17.153,15.623,57.571,1.193,  58.764 ,19.223
Engenheiro Coelho,24.137,81.603,71.184,231.971,408.895,44.959,  453.854 ,24.191
Espírito Santo do Pinhal,101.854,332.034,150.458,648.639,1.232.984,117.981,  1.350.966 ,31.900
Espírito Santo do Turvo,21.450,4.871,21.088,20.619,68.028,3.105,  71.133 ,15.555
Estiva Gerbi,49.383,72.211,43.981,86.106,251.680,20.660,  272.340 ,25.505
Estrela do Norte,22.279,20.243,16.773,14.749,74.044,2.321,  76.365 ,28.752
Estrela d'Oeste,44.067,188.885,32.945,181.037,446.933,49.741,  496.674 ,60.987
Euclides da Cunha Paulista,25.805,6.380,38.414,32.919,103.518,3.088,  106.606 ,11.213
Fartura,65.734,38.753,59.018,167.519,331.025,14.970,  345.995 ,22.327
Fernando Prestes,63.068,14.715,23.483,58.022,159.288,9.199,  168.487 ,30.287
Fernandópolis,70.991,255.544,243.316,1.078.222,1.648.074,134.905,  1.782.979 ,27.153
Fernão,24.246,3.042,10.342,9.178,46.807,1.422,  48.229 ,29.900
Ferraz de Vasconcelos,2.093,760.451,588.044,1.204.374,2.554.962,247.660,  2.802.622 ,15.301
Flora Rica,14.771,1.595,10.693,8.363,35.422,668,  36.090 ,21.993
Floreal,14.517,4.876,17.169,16.245,52.808,1.480,  54.287 ,18.643
Flórida Paulista,41.861,20.139,47.259,69.602,178.860,6.890,  185.751 ,15.004
Florínia,32.802,6.705,16.183,130.661,186.351,20.928,  207.279 ,75.649
Franca,75.980,1.688.970,1.105.846,5.211.828,8.082.625,820.783,  8.903.408 ,26.704
Francisco Morato,718,121.275,512.351,668.926,1.303.271,66.998,  1.370.268 ,8.251
Franco da Rocha,3.721,867.820,448.876,1.273.785,2.594.202,261.196,  2.855.398 ,19.807
Gabriel Monteiro,14.684,19.782,14.242,24.707,73.415,3.567,  76.982 ,28.533
Gália,28.231,15.253,25.838,51.118,120.440,5.695,  126.135 ,18.837
Garça,74.673,181.475,154.724,588.592,999.465,92.814,  1.092.279 ,25.573
Gastão Vidigal,16.144,2.793,19.636,20.311,58.884,2.101,  60.985 ,13.365
Gavião Peixoto,30.306,630.376,26.231,171.914,858.827,120.733,  979.560 ,216.000
General Salgado,34.014,22.238,45.689,122.497,224.439,15.440,  239.879 ,22.463
Getulina,52.397,7.607,39.508,59.656,159.167,4.894,  164.062 ,15.181
Glicério,31.483,16.210,23.280,32.222,103.195,4.573,  107.768 ,23.022
Guaiçara,32.500,23.760,41.680,65.102,163.043,11.022,  174.065 ,15.197
Guaimbê,17.641,2.412,21.824,27.017,68.894,2.537,  71.431 ,13.037
Guaíra,259.281,1.454.996,173.106,1.114.920,3.002.303,341.145,  3.343.448 ,86.904
Guapiaçu,66.714,128.958,73.089,183.194,451.955,38.285,  490.240 ,24.819
Guapiara,320.897,43.577,62.371,98.188,525.034,12.306,  537.340 ,30.346
Guará,64.268,64.548,87.515,170.704,387.034,17.244,  404.279 ,19.797
Guaraçaí,118.657,12.412,36.764,90.093,257.926,10.634,  268.560 ,31.843
Guaraci,122.417,58.688,46.722,91.289,319.115,21.697,  340.812 ,32.185
Guarani d'Oeste,5.723,3.387,12.655,10.304,32.069,1.017,  33.086 ,17.037
Guarantã,44.011,25.284,27.359,54.454,151.108,8.412,  159.520 ,24.751
Guararapes,180.460,178.506,115.778,395.589,870.334,60.551,  930.885 ,29.486
Guararema,39.903,252.434,113.209,392.708,798.254,152.739,  950.994 ,33.997
Guaratinguetá,32.543,1.533.396,409.380,2.119.512,4.094.832,696.848,  4.791.680 ,41.300
Guareí,50.142,37.988,57.055,67.246,212.431,11.633,  224.064 ,14.665
Guariba,58.673,215.751,138.259,651.733,1.064.416,70.241,  1.134.657 ,30.114
Guarujá,34.357,1.398.225,1.313.965,4.298.582,7.045.128,1.005.226,  8.050.354 ,26.314
Guarulhos,40.226,9.896.239,4.839.483,29.846.731,44.622.679,8.472.806,  53.095.485 ,40.820
Guatapará,104.714,8.231,35.661,51.765,200.371,11.492,  211.864 ,29.223
Guzolândia,15.993,3.711,21.491,17.200,58.395,1.366,  59.761 ,12.024
Herculândia,74.979,52.034,32.887,76.871,236.771,14.852,  251.623 ,27.847
Holambra,315.915,135.841,64.598,320.214,836.568,72.680,  909.248 ,68.185
Hortolândia,1.117,3.657.275,841.296,5.018.475,9.518.164,1.727.570,  11.245.733 ,52.237
Iacanga,104.526,69.088,47.442,186.029,407.085,40.070,  447.155 ,41.327
Iacri,75.385,10.994,24.194,44.187,154.760,6.304,  161.063 ,25.416
Iaras,45.512,7.602,30.877,39.057,123.048,6.616,  129.664 ,19.419
Ibaté,51.065,218.597,117.830,324.130,711.622,61.970,  773.593 ,23.307
Ibirá,42.680,34.400,46.146,91.336,214.561,12.356,  226.917 ,19.516
Ibirarema,36.017,16.105,26.933,71.364,150.418,13.617,  164.036 ,22.792
Ibitinga,118.975,321.776,194.480,644.845,1.280.077,106.460,  1.386.536 ,24.524
Ibiúna,325.959,232.469,263.587,655.301,1.477.316,131.827,  1.609.143 ,21.639
Icém,37.714,255.930,35.144,93.571,422.359,5.160,  427.520 ,54.712
Iepê,60.319,13.309,33.936,114.693,222.257,20.967,  243.225 ,31.187
Igaraçu do Tietê,15.066,17.073,83.892,153.297,269.329,15.884,  285.213 ,11.975
Igarapava,74.859,136.793,101.853,631.154,944.658,132.850,  1.077.508 ,37.285
Igaratá,2.195,28.954,42.777,94.278,168.205,22.615,  190.819 ,20.919
Iguape,83.209,146.878,122.404,252.014,604.505,18.131,  622.636 ,21.354
Ilha Comprida,3.789,268.254,83.994,187.037,543.075,8.871,  551.946 ,56.471
Ilha Solteira,60.350,30.576,127.142,337.318,555.386,28.452,  583.838 ,22.861
Ilhabela,3.016,1.571.958,202.549,1.080.417,2.857.941,54.606,  2.912.547 ,92.438
Indaiatuba,29.986,3.802.595,942.867,5.125.871,9.901.319,2.381.062,  12.282.381 ,53.575
Indiana,10.780,3.894,20.462,22.176,57.311,2.602,  59.913 ,12.492
Indiaporã,19.948,3.745,18.090,33.064,74.848,3.018,  77.866 ,20.141
Inúbia Paulista,9.237,4.447,17.698,60.902,92.284,9.857,  102.141 ,26.929
Ipaussu,35.340,81.952,56.681,143.248,317.220,25.352,  342.572 ,24.188
Iperó,17.975,136.135,119.042,181.720,454.871,57.497,  512.368 ,15.973
Ipeúna,16.635,369.195,29.119,182.728,597.677,73.759,  671.436 ,96.860
Ipiguá,21.093,21.834,20.755,24.213,87.896,8.548,  96.444 ,19.523
Iporanga,4.934,2.227,22.083,16.444,45.689,1.597,  47.286 ,10.863
Ipuã,88.622,36.960,64.800,143.455,333.836,17.740,  351.576 ,23.135
Iracemápolis,25.951,326.333,84.954,353.384,790.623,628.118,  1.418.741 ,63.532
Irapuã,60.161,10.071,29.232,46.220,145.683,3.762,  149.445 ,19.768
Irapuru,16.863,3.075,27.301,34.703,81.942,3.312,  85.254 ,11.364
Itaberá,197.947,29.333,64.482,247.819,539.582,33.175,  572.757 ,32.423
Itaí,193.936,48.179,98.932,218.043,559.091,33.094,  592.185 ,23.218
Itajobi,199.279,146.130,63.256,221.522,630.187,42.863,  673.051 ,46.039
Itaju,43.148,6.457,18.093,35.471,103.169,5.975,  109.144 ,31.166
Itanhaém,45.488,124.032,413.543,939.384,1.522.448,85.847,  1.608.296 ,17.094
Itaóca,4.116,6.973,15.451,9.711,36.251,1.470,  37.720 ,11.839
Itapecerica da Serra,19.190,583.152,563.757,1.641.717,2.807.816,335.697,  3.143.513 ,19.296
Itapetininga,312.056,922.680,537.851,1.996.898,3.769.485,417.882,  4.187.367 ,27.215
Itapeva,672.837,244.146,362.413,1.029.544,2.308.939,138.825,  2.447.764 ,27.200
Itapevi,248,2.413.317,806.209,6.089.213,9.308.987,1.963.560,  11.272.547 ,50.663
Itapira,71.168,1.215.122,282.793,1.334.668,2.903.750,399.023,  3.302.774 ,46.801
Itapirapuã Paulista,3.809,1.677,18.082,11.861,35.428,1.097,  36.525 ,9.041
Itápolis,137.034,229.815,148.850,579.916,1.095.615,102.518,  1.198.133 ,29.238
Itaporanga,52.329,11.633,52.248,149.426,265.636,19.040,  284.676 ,19.476
Itapuí,22.558,151.526,51.144,243.201,468.430,86.883,  555.313 ,42.187
Itapura,40.294,5.905,24.935,24.613,95.749,2.229,  97.977 ,20.873
Itaquaquecetuba,10.995,1.389.239,1.162.636,3.212.929,5.775.799,745.078,  6.520.878 ,18.599
Itararé,92.913,82.339,167.736,480.706,823.695,62.929,  886.623 ,18.279
Itariri,75.669,9.853,56.930,82.560,225.013,9.416,  234.429 ,14.175
Itatiba,630.076,1.476.078,435.032,2.008.291,4.549.478,837.568,  5.387.046 ,48.170
Itatinga,49.349,25.780,74.468,110.118,259.715,16.740,  276.455 ,14.157
Itirapina,51.404,38.664,74.194,161.095,325.357,51.329,  376.687 ,22.796
Itirapuã,19.751,7.181,24.140,26.879,77.952,2.717,  80.669 ,13.158
Itobi,38.684,8.768,25.326,51.566,124.344,5.946,  130.290 ,17.180
Itu,35.007,1.952.468,649.587,3.564.399,6.201.461,1.349.750,  7.551.211 ,46.107
Itupeva,39.555,1.803.212,268.015,1.939.802,4.050.584,992.073,  5.042.657 ,94.166
Ituverava,151.677,320.495,155.706,625.692,1.253.570,236.406,  1.489.976 ,37.542
Jaborandi,58.666,7.173,27.106,41.510,134.455,3.102,  137.557 ,20.682
Jaboticabal,175.596,513.932,297.514,1.376.355,2.363.397,231.020,  2.594.417 ,35.387
Jacareí,29.037,3.950.085,763.949,3.948.911,8.691.982,1.843.724,  10.535.706 ,47.533
Jaci,31.249,98.802,26.761,97.522,254.335,37.948,  292.282 ,45.217
Jacupiranga,148.626,30.891,62.880,241.183,483.580,34.134,  517.714 ,30.154
Jaguariúna,16.779,2.600.767,258.850,4.411.499,7.287.895,2.388.741,  9.676.636 ,188.820
Jales,62.822,168.678,164.904,775.568,1.171.972,93.713,  1.265.685 ,26.823
Jambeiro,4.992,73.281,30.298,54.630,163.201,44.813,  208.014 ,35.161
Jandira,496,915.541,398.501,1.604.071,2.918.609,641.474,  3.560.083 ,30.294
Jardinópolis,87.463,138.648,165.137,490.255,881.503,87.273,  968.776 ,23.651
Jarinu,41.414,293.646,123.150,1.355.465,1.813.674,327.242,  2.140.916 ,77.823
Jaú,93.095,676.761,507.867,2.633.941,3.911.664,382.351,  4.294.014 ,30.380
Jeriquara,48.632,5.923,16.792,29.965,101.312,382,  101.694 ,32.325
Joanópolis,27.862,14.965,47.857,102.276,192.960,10.237,  203.196 ,16.472
João Ramalho,98.992,5.064,21.468,28.985,154.509,2.534,  157.043 ,36.607
José Bonifácio,139.110,312.181,136.658,555.784,1.143.733,97.990,  1.241.724 ,35.758
Júlio Mesquita,6.803,2.199,20.452,19.932,49.386,1.665,  51.051 ,11.227
Jumirim,5.114,33.969,16.334,27.402,82.819,11.996,  94.815 ,30.389
Jundiaí,130.551,7.786.451,1.842.203,23.271.414,33.030.620,7.286.397,  40.317.016 ,102.279
Junqueirópolis,60.481,101.242,71.499,272.364,505.586,55.761,  561.346 ,28.737
Juquiá,121.914,22.266,67.442,126.792,338.413,13.157,  351.570 ,18.606
Juquitiba,772,47.822,108.055,255.646,412.295,38.658,  450.954 ,15.192
Lagoinha,8.190,3.271,20.091,22.972,54.525,1.705,  56.230 ,11.671
Laranjal Paulista,35.943,297.129,104.402,353.760,791.234,132.227,  923.461 ,34.419
Lavínia,57.718,4.183,40.916,38.911,141.728,5.299,  147.027 ,17.108
Lavrinhas,4.883,27.743,28.035,35.099,95.760,11.774,  107.535 ,15.499
Leme,83.234,788.723,371.064,1.399.340,2.642.363,361.866,  3.004.229 ,30.843
Lençóis Paulista,94.399,726.059,248.892,1.200.764,2.270.114,296.397,  2.566.511 ,39.809
Limeira,92.204,3.437.511,1.078.640,5.559.929,10.168.284,1.612.949,  11.781.232 ,40.802
Lindóia,5.857,38.933,32.383,68.763,145.936,14.344,  160.280 ,21.748
Lins,100.867,1.318.536,252.692,1.633.169,3.305.263,332.599,  3.637.863 ,49.293
Lorena,11.409,695.732,286.712,1.170.069,2.163.921,243.614,  2.407.535 ,28.309
Lourdes,12.551,2.186,12.878,10.431,38.047,769,  38.816 ,17.921
Louveira,29.487,3.117.719,280.274,6.459.144,9.886.623,2.545.499,  12.432.122 ,280.831
Lucélia,25.100,75.631,76.956,189.949,367.635,32.501,  400.136 ,19.428
Lucianópolis,20.776,2.485,13.621,15.144,52.025,1.284,  53.309 ,23.682
Luís Antônio,68.552,688.219,64.919,277.945,1.099.634,124.101,  1.223.735 ,92.982
Luiziânia,19.325,3.545,20.609,25.217,68.696,2.062,  70.758 ,12.948
