MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Cafelândia,95.217,29.934,38.317,86.307,249.775,12.189,261.964,15.781
Caiabu,26.643,3.746,11.689,10.526,52.605,874,53.478,13.133
Caieiras,6.049,927.330,199.888,626.993,1.760.261,238.616,1.998.876,23.138
Caiuá,23.977,3.017,16.502,11.322,54.819,2.574,57.394,11.408
Cajamar,226,1.721.080,200.323,2.307.740,4.229.370,1.231.432,5.460.802,85.340
Cajati,138.504,339.765,76.548,184.435,739.252,96.140,835.391,29.437
Cajobi,25.521,5.596,25.854,32.162,89.133,3.250,92.383,9.463
Cajuru,54.869,62.642,55.145,106.639,279.295,26.724,306.019,13.107
Campina do Monte Alegre,22.220,3.629,15.892,38.555,80.295,807,81.102,14.576
Campinas,43.156,7.585.553,2.802.884,20.454.383,30.885.975,7.309.047,38.195.022,35.394
Campo Limpo Paulista,3.033,427.536,175.676,432.111,1.038.356,151.084,1.189.440,16.078
Campos do Jordão,2.010,90.168,131.214,415.674,639.067,42.849,681.916,14.279
Campos Novos Paulista,36.969,3.528,13.603,23.571,77.670,1.236,78.906,17.396
Cananéia,16.337,263.996,31.680,111.411,423.424,6.757,430.181,35.183
Canas,790,3.548,13.022,9.953,27.313,1.461,28.774,6.572
Cândido Mota,81.085,94.964,72.094,185.763,433.906,32.252,466.158,15.602
Cândido Rodrigues,20.843,4.558,8.567,15.407,49.376,1.909,51.285,19.222
Canitar,6.695,49.727,13.593,25.876,95.892,11.112,107.004,24.537
Capão Bonito,131.879,50.817,108.795,200.065,491.557,14.289,505.846,10.953
Capela do Alto,25.394,13.159,44.143,55.510,138.206,8.610,146.816,8.389
Capivari,51.614,377.332,122.997,396.700,948.642,158.515,1.107.157,22.822
Caraguatatuba,3.028,354.695,269.202,829.336,1.456.261,152.917,1.609.177,15.990
Carapicuíba,97,564.574,716.528,1.449.482,2.730.681,269.404,3.000.085,8.122
Cardoso,33.475,7.959,29.555,43.880,114.869,3.643,118.513,10.041
Casa Branca,105.962,45.775,70.656,184.286,406.678,23.605,430.283,15.208
Cássia dos Coqueiros,38.056,3.139,9.048,9.475,59.719,-173,59.546,22.590
Castilho,69.730,51.261,59.269,122.709,302.969,24.608,327.577,18.224
Catanduva,43.093,536.076,283.473,1.302.171,2.164.813,279.289,2.444.102,21.675
Catiguá,26.022,4.815,17.833,32.809,81.479,4.677,86.156,12.097
Cedral,20.479,36.057,20.662,44.328,121.526,15.933,137.460,17.269
Cerqueira César,52.643,101.072,42.968,100.052,296.736,23.262,319.998,18.274
Cerquilho,50.154,486.335,102.812,367.317,1.006.618,159.408,1.166.025,29.505
Cesário Lange,23.529,39.850,37.511,89.428,190.319,19.508,209.827,13.523
Charqueada,30.139,93.330,34.348,85.609,243.426,31.916,275.341,18.274
Chavantes,17.159,18.873,31.180,47.411,114.622,6.956,121.578,10.035
Clementina,17.811,72.506,17.812,51.143,159.272,18.221,177.493,25.180
Colina,62.670,169.618,50.303,155.562,438.153,78.127,516.280,29.731
Colômbia,90.675,52.482,22.274,44.852,210.283,13.887,224.171,37.399
Conchal,34.598,81.926,64.866,130.755,312.146,29.278,341.424,13.545
Conchas,41.345,25.862,41.692,91.994,200.893,11.326,212.219,13.039
Cordeirópolis,28.982,413.515,74.487,572.961,1.089.945,137.263,1.227.208,58.305
Coroados,36.907,17.043,14.268,21.979,90.197,2.049,92.246,17.634
Coronel Macedo,15.567,2.356,13.829,8.320,40.072,-1.648,38.424,7.676
Corumbataí,21.981,5.620,13.278,28.424,69.302,6.738,76.040,19.633
Cosmópolis,1.170,245.155,151.083,372.420,769.827,89.426,859.253,14.641
Cosmorama,42.742,60.888,18.500,54.004,176.134,18.635,194.769,26.995
Cotia,6.793,2.088.390,471.422,2.891.409,5.458.014,1.338.189,6.796.203,33.871
Cravinhos,45.653,186.265,76.886,233.761,542.566,85.160,627.725,19.826
Cristais Paulista,58.199,8.329,20.966,38.413,125.908,-3.914,121.994,16.096
Cruzália,11.813,1.813,7.759,13.667,35.052,-1.427,33.624,14.767
Cruzeiro,5.320,454.553,186.565,576.814,1.223.251,226.763,1.450.013,18.829
Cubatão,387,4.824.853,470.895,2.545.132,7.841.268,1.624.733,9.466.000,79.795
Cunha,14.269,4.278,47.073,43.442,109.062,3.163,112.225,5.130
Descalvado,86.069,220.012,85.978,254.044,646.103,91.239,737.342,23.756
Diadema,329,3.782.401,966.807,4.031.440,8.780.977,1.918.807,10.699.784,27.731
Dirce Reis,4.241,8.507,6.665,6.213,25.627,3.267,28.893,17.117
Divinolândia,11.229,6.868,27.476,61.658,107.230,3.656,110.885,9.887
Dobrada,16.613,2.659,18.932,18.356,56.561,2.009,58.570,7.385
Dois Córregos,56.176,97.360,59.281,151.987,364.804,37.436,402.240,16.258
Dolcinópolis,6.452,2.286,7.006,6.269,22.013,740,22.753,10.855
Dourado,19.377,23.510,22.194,43.046,108.128,17.911,126.039,14.640
Dracena,38.976,85.567,97.365,411.638,633.546,66.343,699.889,16.188
Duartina,10.919,15.089,30.365,59.842,116.215,7.282,123.497,10.079
Dumont,20.219,17.341,20.879,34.913,93.352,7.861,101.213,12.455
Echaporã,31.364,4.126,16.628,24.263,76.381,2.014,78.395,12.400
Eldorado,94.174,8.846,37.397,47.869,188.286,4.308,192.594,13.158
Elias Fausto,43.515,164.789,41.418,112.133,361.855,65.496,427.351,27.120
Elisiário,14.271,3.242,9.835,12.032,39.381,1.557,40.938,13.142
Embaúba,13.445,2.268,8.248,8.833,32.794,549,33.343,13.761
Embu das Artes,116,984.951,516.296,2.198.535,3.699.897,673.524,4.373.421,18.227
Embu-Guaçu,607,171.919,148.161,226.065,546.753,84.224,630.977,10.061
Emilianópolis,13.544,2.331,10.978,9.138,35.991,972,36.963,12.244
Engenheiro Coelho,17.381,94.477,39.188,101.679,252.725,30.902,283.627,18.109
Espírito Santo do Pinhal,55.434,230.171,96.238,371.441,753.285,70.963,824.248,19.674
Espírito Santo do Turvo,11.906,24.191,13.411,20.088,69.596,6.682,76.278,17.994
Estiva Gerbi,17.615,77.340,28.195,47.745,170.895,16.520,187.415,18.680
Estrela do Norte,15.328,2.937,9.862,7.776,35.903,777,36.680,13.800
Estrela d'Oeste,24.042,113.349,22.165,76.954,236.510,28.227,264.737,32.254
Euclides da Cunha Paulista,9.475,3.687,24.229,16.787,54.179,1.765,55.944,5.834
Fartura,25.750,15.564,36.610,79.474,157.398,5.124,162.522,10.611
Fernando Prestes,25.203,9.970,15.445,28.557,79.174,7.445,86.619,15.655
Fernandópolis,52.290,164.984,148.282,615.244,980.799,88.681,1.069.481,16.538
Fernão,10.848,1.115,6.055,5.096,23.114,216,23.330,14.936
Ferraz de Vasconcelos,729,930.038,345.843,630.849,1.907.459,225.804,2.133.263,12.693
Flora Rica,8.229,1.113,7.323,4.543,21.208,323,21.531,12.268
Floreal,16.023,4.046,9.633,9.988,39.688,1.179,40.868,13.600
Flórida Paulista,48.593,13.942,30.038,45.291,137.865,5.329,143.194,11.159
Florínia,24.279,3.330,10.096,22.543,60.248,689,60.937,21.525
Franca,60.979,1.083.655,681.571,2.635.361,4.461.565,595.353,5.056.918,15.884
Francisco Morato,127,77.422,327.441,418.217,823.207,60.415,883.621,5.727
Franco da Rocha,993,544.120,274.463,616.668,1.436.244,177.629,1.613.873,12.283
Gabriel Monteiro,12.104,5.783,8.119,10.742,36.749,1.432,38.181,14.099
Gália,26.385,7.869,17.505,29.072,80.830,-192,80.639,11.490
Garça,83.235,135.981,100.805,341.967,661.988,49.007,710.995,16.491
Gastão Vidigal,11.761,2.312,11.755,11.197,37.025,1.184,38.209,9.123
Gavião Peixoto,23.280,5.627,15.635,13.198,57.740,6.072,63.812,14.450
General Salgado,29.484,38.652,29.667,62.826,160.629,14.145,174.774,16.380
Getulina,68.986,7.570,25.302,41.147,143.006,3.801,146.807,13.641
Glicério,22.345,7.155,14.123,15.508,59.131,2.778,61.909,13.565
Guaiçara,21.111,28.448,26.050,44.421,120.029,7.333,127.362,11.951
Guaimbê,18.110,2.041,14.202,18.093,52.447,2.195,54.642,10.076
Guaíra,168.948,313.620,106.062,354.562,943.192,91.263,1.034.455,27.674
Guapiaçu,54.061,48.952,45.664,73.035,221.712,15.810,237.522,13.318
Guapiara,61.353,35.435,41.287,44.079,182.155,7.439,189.594,10.526
Guará,41.769,78.942,52.901,87.316,260.928,23.444,284.371,14.326
Guaraçaí,50.186,6.834,21.765,40.059,118.844,5.113,123.957,14.689
Guaraci,56.424,35.953,29.967,48.427,170.771,19.543,190.313,19.096
Guarani d'Oeste,3.029,2.056,8.027,4.384,17.496,403,17.899,9.086
Guarantã,40.967,11.341,15.749,30.316,98.373,5.045,103.419,16.152
Guararapes,174.988,99.105,72.089,203.823,550.005,38.119,588.124,19.231
Guararema,15.481,301.328,66.936,561.168,944.913,166.492,1.111.405,43.064
Guaratinguetá,17.445,1.013.672,270.881,1.180.754,2.482.751,444.933,2.927.684,26.139
Guareí,57.247,19.594,32.758,28.849,138.448,7.371,145.819,10.041
Guariba,46.615,213.166,89.147,210.817,559.745,59.086,618.831,17.458
Guarujá,14.676,842.753,804.197,2.245.261,3.906.887,536.255,4.443.142,15.293
Guarulhos,13.076,10.107.857,2.919.896,16.583.338,29.624.167,6.047.344,35.671.510,29.223
Guatapará,81.008,4.365,21.380,25.667,132.420,5.351,137.771,19.792
Guzolândia,14.319,3.388,13.306,11.962,42.976,1.371,44.347,9.336
Herculândia,22.370,30.680,19.443,36.455,108.948,8.526,117.474,13.518
Holambra,119.963,79.905,31.476,114.461,345.805,36.188,381.993,33.934
Hortolândia,444,3.413.926,496.714,3.247.880,7.158.964,1.604.482,8.763.446,45.568
Iacanga,35.198,43.263,25.050,73.310,176.821,22.701,199.522,19.958
Iacri,48.692,6.003,14.172,20.021,88.887,2.301,91.189,14.199
Iaras,32.467,3.861,16.713,21.157,74.197,3.396,77.593,12.244
Ibaté,40.742,126.381,73.588,156.106,396.817,38.117,434.934,14.169
Ibirá,22.256,18.998,27.909,41.743,110.906,5.497,116.403,10.696
Ibirarema,29.343,35.937,18.106,40.838,124.224,9.187,133.411,19.865
Ibitinga,66.915,246.975,103.553,358.989,776.431,85.373,861.804,16.230
Ibiúna,107.476,153.740,160.981,299.198,721.395,64.564,785.959,11.045
Icém,29.897,24.712,23.650,35.686,113.944,2.687,116.631,15.643
Iepê,35.805,6.782,22.207,34.768,99.562,3.826,103.388,13.559
Igaraçu do Tietê,9.555,23.906,55.300,81.896,170.657,12.070,182.728,7.824
Igarapava,53.060,101.754,70.562,240.279,465.655,41.100,506.756,18.141
Igaratá,7.294,12.655,24.896,42.219,87.064,11.260,98.324,11.140
Iguape,54.093,18.620,67.391,118.184,258.288,11.178,269.466,9.347
Ilha Comprida,1.626,8.578,35.173,38.754,84.131,3.271,87.402,9.708
Ilha Solteira,35.046,18.544,80.846,172.759,307.194,18.342,325.537,12.993
Ilhabela,1.326,31.111,86.858,231.031,350.326,22.626,372.952,13.261
Indaiatuba,25.646,2.929.318,518.685,2.603.973,6.077.622,1.573.670,7.651.292,38.049
Indiana,8.064,3.268,13.276,13.583,38.190,1.585,39.776,8.242
Indiaporã,16.644,3.285,11.144,16.755,47.828,1.105,48.933,12.534
Inúbia Paulista,8.847,4.836,10.843,44.781,69.307,8.682,77.988,21.502
Ipaussu,26.052,65.381,34.985,84.319,210.737,20.212,230.949,16.916
Iperó,9.244,113.961,67.615,94.254,285.073,46.000,331.074,11.741
Ipeúna,10.593,97.563,17.320,51.185,176.661,24.009,200.670,33.445
Ipiguá,21.280,8.047,11.207,8.402,48.935,2.844,51.780,11.625
Iporanga,1.239,1.899,13.255,6.595,22.987,727,23.715,5.514
Ipuã,61.062,28.934,39.970,66.274,196.240,12.569,208.809,14.781
Iracemápolis,20.660,120.368,52.202,134.941,328.170,53.361,381.531,19.089
Irapuã,28.859,5.881,17.518,19.886,72.143,1.807,73.950,10.172
Irapuru,23.447,2.385,17.501,21.048,64.382,1.624,66.006,8.478
Itaberá,89.429,14.738,41.631,69.130,214.928,-15.088,199.840,11.185
Itaí,87.008,49.824,57.061,98.314,292.207,15.967,308.174,12.850
Itajobi,75.697,34.222,38.468,80.985,229.372,11.411,240.782,16.545
Itaju,18.792,3.482,10.986,12.278,45.539,1.682,47.221,14.574
Itanhaém,27.051,72.612,230.047,477.439,807.148,62.725,869.873,10.008
Itaóca,2.377,1.205,9.389,5.153,18.123,665,18.788,5.820
Itapecerica da Serra,5.891,600.042,355.798,1.115.736,2.077.466,289.147,2.366.613,15.528
Itapetininga,315.150,702.530,312.497,994.643,2.324.820,249.186,2.574.007,17.849
Itapeva,186.096,166.759,223.132,518.914,1.094.901,80.116,1.175.017,13.396
Itapevi,106,1.012.369,456.376,2.884.943,4.353.795,866.364,5.220.158,26.047
Itapira,45.887,732.228,178.734,702.089,1.658.937,265.317,1.924.254,28.095
Itapirapuã Paulista,2.832,1.041,11.086,4.308,19.267,419,19.686,5.078
Itápolis,108.202,215.187,87.282,360.762,771.434,79.126,850.560,21.248
Itaporanga,16.724,6.210,34.545,48.567,106.047,1.604,107.650,7.400
Itapuí,16.153,103.547,28.797,107.387,255.885,43.043,298.928,24.589
Itapura,24.980,3.271,14.051,13.851,56.153,748,56.901,13.075
Itaquaquecetuba,3.491,993.887,662.377,1.146.008,2.805.764,416.628,3.222.392,10.028
Itararé,53.065,60.997,109.655,232.160,455.877,31.691,487.568,10.174
Itariri,33.310,7.202,35.708,29.398,105.618,3.341,108.959,7.050
Itatiba,196.475,1.219.438,259.648,1.148.333,2.823.895,570.736,3.394.630,33.516
Itatinga,49.488,16.773,45.467,58.088,169.816,12.757,182.573,10.127
Itirapina,37.026,122.868,44.266,88.925,293.084,46.026,339.110,21.880
Itirapuã,11.780,2.866,15.284,14.371,44.300,191,44.491,7.528
Itobi,13.662,4.345,16.288,18.550,52.845,1.155,53.999,7.157
Itu,27.220,1.460.800,372.873,1.977.904,3.838.798,794.959,4.633.757,30.093
Itupeva,18.210,977.791,122.213,703.078,1.821.293,482.743,2.304.036,51.593
Ituverava,95.686,92.963,92.353,299.444,580.446,48.705,629.152,16.268
Jaborandi,46.920,7.784,18.945,28.979,102.628,2.998,105.625,16.026
Jaboticabal,118.860,408.595,183.082,757.903,1.468.440,169.251,1.637.690,22.865
Jacareí,17.448,2.883.293,489.349,2.015.627,5.405.716,1.277.103,6.682.819,31.666
Jaci,18.634,102.053,14.450,79.676,214.814,31.548,246.362,43.666
Jacupiranga,98.243,23.295,39.782,100.492,261.812,13.118,274.930,15.978
Jaguariúna,8.838,1.061.455,161.973,1.843.648,3.075.914,1.028.998,4.104.913,92.951
Jales,44.995,121.053,104.623,418.854,689.524,58.820,748.345,15.921
Jambeiro,4.989,100.184,16.806,41.568,163.547,39.833,203.380,38.115
Jandira,213,728.935,262.897,682.142,1.674.187,374.863,2.049.050,18.938
Jardinópolis,63.195,100.263,93.177,220.266,476.901,44.570,521.471,13.870
Jarinu,19.824,138.570,61.874,210.014,430.282,66.348,496.630,20.884
Jaú,71.006,399.184,283.296,1.488.229,2.241.716,306.300,2.548.016,19.470
Jeriquara,20.137,2.928,10.664,12.353,46.082,-467,45.615,14.431
Joanópolis,11.165,10.106,28.709,47.837,97.817,5.406,103.223,8.780
João Ramalho,52.555,4.609,12.571,15.735,85.469,1.814,87.283,21.047
José Bonifácio,84.777,155.344,80.031,261.831,581.983,54.137,636.119,19.437
Júlio Mesquita,4.678,1.392,12.445,10.990,29.506,773,30.279,6.838
Jumirim,5.165,14.163,8.933,9.426,37.687,5.862,43.549,15.598
Jundiaí,53.170,6.531.719,999.551,11.302.712,18.887.152,4.268.343,23.155.495,62.632
Junqueirópolis,69.236,54.937,42.366,120.580,287.118,33.221,320.339,17.120
Juquiá,69.138,16.911,46.266,74.209,206.524,9.650,216.173,11.226
Juquitiba,307,33.033,67.850,169.292,270.482,29.342,299.824,10.441
Lagoinha,6.375,1.835,13.383,17.196,38.789,1.279,40.068,8.275
Laranjal Paulista,30.506,198.915,64.960,190.299,484.680,73.668,558.348,22.136
Lavínia,49.696,3.727,20.828,19.413,93.665,2.380,96.045,10.989
Lavrinhas,6.298,21.806,17.521,20.985,66.609,10.187,76.796,11.662
Leme,61.563,455.199,204.659,713.091,1.434.513,200.010,1.634.523,17.833
Lençóis Paulista,93.512,488.738,165.439,634.508,1.382.197,191.793,1.573.990,25.647
Limeira,80.425,2.770.975,604.035,3.037.338,6.492.773,1.137.140,7.629.913,27.666
Lindóia,4.017,14.093,18.869,27.107,64.086,6.015,70.101,10.464
Lins,44.919,899.342,157.831,963.383,2.065.476,260.350,2.325.825,32.581
Lorena,7.567,420.566,180.712,586.320,1.195.166,161.439,1.356.605,16.444
Lourdes,12.942,1.535,7.655,5.780,27.912,496,28.408,13.356
Louveira,18.226,2.318.830,116.743,2.380.147,4.833.946,1.193.410,6.027.356,162.950
Lucélia,23.719,58.726,47.357,115.524,245.327,22.014,267.341,13.456
Lucianópolis,7.084,1.343,7.521,6.971,22.920,594,23.514,10.460
Luís Antônio,56.079,429.047,38.789,144.126,668.042,107.181,775.223,68.952
Luiziânia,9.870,2.439,12.553,13.507,38.369,1.123,39.492,7.862
Lupércio,12.034,2.520,12.232,11.050,37.836,-360,37.476,8.611
Lutécia,21.530,3.596,9.399,8.586,43.111,909,44.020,16.214
Macatuba,28.300,34.222,44.400,129.436,236.357,18.690,255.047,15.690
Macaubal,38.717,6.197,16.988,33.063,94.966,4.198,99.163,12.944
Macedônia,20.588,9.234,11.265,10.724,51.811,1.720,53.531,14.606
Magda,21.972,2.992,9.512,13.438,47.914,1.207,49.121,15.341
Mairinque,10.537,484.184,111.649,334.885,941.255,230.741,1.171.996,27.133
Mairiporã,238,298.228,186.835,482.880,968.181,147.947,1.116.128,13.821
Manduri,9.206,12.490,15.389,27.891,64.976,5.892,70.868,7.887
Marabá Paulista,48.287,14.952,14.754,18.577,96.570,3.737,100.308,20.893
Maracaí,58.894,91.280,32.796,98.735,281.704,33.473,315.178,23.646
Marapoama,14.508,38.646,9.031,22.381,84.567,10.220,94.787,36.055
Mariápolis,17.688,2.653,10.694,11.248,42.283,454,42.737,10.916
Marília,49.102,966.560,596.936,2.427.294,4.039.892,511.177,4.551.069,21.014
Marinópolis,6.218,1.345,7.507,5.016,20.085,366,20.451,9.674
Martinópolis,42.664,32.830,62.189,105.686,243.370,16.326,259.696,10.730
Matão,67.127,791.210,167.877,802.540,1.828.754,281.973,2.110.727,27.504
Mauá,932,3.607.277,862.760,3.329.124,7.800.093,1.523.332,9.323.424,22.381
Mendonça,15.417,43.661,14.334,32.911,106.322,10.716,117.038,25.267
Meridiano,19.173,45.889,12.565,31.128,108.755,14.337,123.092,31.922
Mesópolis,30.194,2.589,8.182,7.773,48.739,565,49.304,26.142
Miguelópolis,96.905,230.077,61.459,95.421,483.861,8.154,492.015,24.072
Mineiros do Tietê,19.529,11.334,28.615,35.450,94.928,5.202,100.130,8.321
Mira Estrela,6.477,1.770,10.318,9.173,27.737,625,28.362,10.065
Miracatu,149.021,17.303,52.736,111.240,330.300,15.059,345.359,16.760
Mirandópolis,47.847,52.328,61.828,140.906,302.909,25.907,328.816,11.970
Mirante do Paranapanema,33.209,38.772,41.631,54.101,167.712,13.150,180.862,10.606
Mirassol,20.110,289.269,125.378,419.109,853.867,123.314,977.181,18.182
Mirassolândia,25.261,2.152,11.652,10.968,50.034,734,50.768,11.834
Mococa,77.913,272.420,150.387,482.162,982.883,106.864,1.089.746,16.441
Mogi das Cruzes,143.174,3.035.153,833.747,4.007.638,8.019.712,1.370.197,9.389.909,24.247
