MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Apiaí,107.502,25.089,42.544,71.865,247.000,13.044,  260.044 ,9.989
Araçariguama,1.230,321.041,37.081,177.222,536.573,155.963,  692.536 ,45.379
Araçatuba,96.390,426.562,335.704,1.586.589,2.445.246,295.604,  2.740.849 ,15.393
Araçoiaba da Serra,10.697,27.299,44.255,84.701,166.951,18.003,  184.954 ,7.396
Aramina,22.563,6.479,11.775,23.557,64.375,4.008,  68.383 ,13.644
Arandu,14.875,4.316,13.161,10.836,43.188,1.378,  44.566 ,7.230
Arapeí,1.846,707,6.779,3.249,12.581,673,  13.254 ,5.243
Araraquara,89.544,931.956,401.569,1.769.794,3.192.863,429.871,  3.622.734 ,18.061
Araras,102.367,831.784,227.625,1.049.967,2.211.742,288.330,  2.500.072 ,21.885
Arco-Íris,14.281,4.298,5.528,5.404,29.511,796,  30.307 ,15.041
Arealva,50.404,6.194,14.761,29.904,101.262,3.010,  104.272 ,13.609
Areias,3.363,1.027,9.648,5.139,19.176,979,  20.155 ,5.456
Areiópolis,19.822,7.951,19.491,22.007,69.270,2.197,  71.467 ,6.796
Ariranha,23.136,87.482,19.866,73.172,203.656,52.047,  255.704 ,31.043
Artur Nogueira,53.836,100.284,70.099,155.139,379.358,39.069,  418.427 ,10.247
Arujá,8.889,479.765,130.669,373.490,992.814,168.492,  1.161.306 ,16.558
Aspásia,5.523,1.440,4.520,2.857,14.340,397,  14.738 ,8.049
Assis,25.703,147.628,171.147,686.058,1.030.535,115.737,  1.146.272 ,12.367
Atibaia,75.114,620.129,248.334,1.049.175,1.992.752,355.340,  2.348.092 ,19.211
Auriflama,15.771,29.559,25.586,52.726,123.642,8.531,  132.173 ,9.417
Avaí,65.820,10.314,11.237,18.111,105.482,3.292,  108.774 ,22.428
Avanhandava,39.813,23.565,21.161,34.392,118.931,9.556,  128.487 ,12.175
Avaré,78.942,153.652,142.415,418.533,793.542,71.326,  864.869 ,10.678
Bady Bassitt,12.310,39.662,23.067,55.793,130.832,13.060,  143.892 ,10.542
Balbinos,1.618,2.375,7.208,3.000,14.201,666,  14.866 ,4.992
Bálsamo,13.916,21.127,14.693,28.121,77.857,7.152,  85.008 ,10.751
Bananal,5.537,24.725,20.641,30.789,81.691,6.649,  88.340 ,8.732
Barão de Antonina,3.867,738,7.379,6.073,18.056,703,  18.759 ,6.274
Barbosa,11.466,5.053,12.363,13.642,42.524,1.923,  44.447 ,6.960
Bariri,66.236,114.302,52.215,181.054,413.806,42.414,  456.221 ,14.893
Barra Bonita,21.805,213.822,65.643,259.564,560.833,59.030,  619.863 ,17.513
Barra do Chapéu,15.795,1.158,10.398,7.408,34.759,448,  35.207 ,6.824
Barra do Turvo,2.325,1.396,18.818,13.249,35.788,3.138,  38.926 ,4.934
Barretos,142.695,480.288,241.731,875.400,1.740.114,159.244,  1.899.358 ,17.342
Barrinha,20.592,24.529,47.655,60.047,152.823,10.027,  162.850 ,6.001
Barueri,75,3.207.064,670.099,18.333.481,22.210.719,6.269.681,  28.480.399 ,123.286
Bastos,238.781,34.535,28.451,78.685,380.452,18.561,  399.013 ,19.349
Batatais,115.393,166.755,106.329,358.780,747.257,66.402,  813.659 ,14.830
Bauru,24.572,894.525,579.648,3.104.857,4.603.602,670.708,  5.274.310 ,15.693
Bebedouro,88.004,212.670,129.472,552.898,983.044,104.455,  1.087.498 ,14.458
Bento de Abreu,36.031,10.726,9.453,13.744,69.953,1.877,  71.830 ,27.982
Bernardino de Campos,14.394,15.979,17.896,33.962,82.231,6.448,  88.679 ,8.218
Bertioga,1.340,108.553,111.156,267.556,488.604,34.476,  523.080 ,12.437
Bilac,27.835,4.797,13.918,28.363,74.913,3.492,  78.404 ,11.564
Birigui,23.459,389.328,176.234,518.861,1.107.881,130.626,  1.238.507 ,11.882
Biritiba-Mirim,123.621,12.930,45.509,74.371,256.431,9.146,  265.577 ,9.687
Boa Esperança do Sul,93.044,7.655,28.258,63.976,192.931,8.771,  201.702 ,15.102
Bocaina,33.314,54.294,22.323,50.910,160.841,12.475,  173.315 ,16.638
Bofete,30.229,11.266,17.642,19.769,78.907,4.593,  83.500 ,9.374
Boituva,9.816,363.040,86.725,323.324,782.905,127.364,  910.268 ,20.750
Bom Jesus dos Perdões,6.773,42.927,31.401,49.822,130.923,16.525,  147.448 ,8.316
Bom Sucesso de Itararé,4.438,7.194,8.024,5.271,24.927,1.597,  26.524 ,7.653
Borá,11.666,1.521,3.440,4.868,21.496,1.350,  22.845 ,28.239
Boracéia,20.273,75.266,8.630,17.865,122.034,4.510,  126.544 ,30.827
Borborema,59.673,9.034,26.854,58.354,153.915,6.546,  160.461 ,11.332
Borebi,17.122,1.908,6.910,6.914,32.854,547,  33.401 ,15.238
Botucatu,129.464,921.091,202.615,878.718,2.131.888,267.829,  2.399.717 ,19.745
Bragança Paulista,56.660,837.473,258.938,1.031.220,2.184.291,281.334,  2.465.625 ,17.565
Braúna,19.881,5.897,10.638,13.723,50.139,1.773,  51.912 ,10.808
Brejo Alegre,13.488,2.261,6.659,7.518,29.926,1.218,  31.145 ,12.423
Brodowski,30.712,17.822,34.390,65.151,148.075,11.877,  159.952 ,8.012
Brotas,103.096,39.038,43.398,114.625,300.157,21.912,  322.070 ,15.492
Buri,67.103,12.337,40.740,51.618,171.797,6.523,  178.320 ,9.725
Buritama,15.768,157.267,27.412,53.273,253.720,6.584,  260.305 ,17.450
Buritizal,34.087,9.212,11.005,17.015,71.318,2.432,  73.750 ,18.666
Cabrália Paulista,43.678,9.002,9.967,10.988,73.636,1.766,  75.401 ,16.838
Cabreúva,8.746,410.523,74.480,259.704,753.453,299.049,  1.052.502 ,27.020
Caçapava,9.335,1.002.755,149.641,653.726,1.815.457,322.054,  2.137.511 ,26.031
Cachoeira Paulista,6.337,48.938,52.856,141.490,249.622,11.512,  261.134 ,8.929
Caconde,23.607,42.366,33.175,40.783,139.932,5.115,  145.046 ,7.786
Cafelândia,32.045,12.308,27.679,60.312,132.344,9.642,  141.986 ,8.665
Caiabu,14.281,1.603,9.293,7.246,32.423,636,  33.059 ,8.075
Caieiras,6.963,532.870,139.789,366.200,1.045.822,147.911,  1.193.734 ,14.585
Caiuá,16.872,9.912,11.357,13.140,51.280,2.503,  53.783 ,11.271
Cajamar,1.448,1.594.535,136.022,1.034.866,2.766.871,906.480,  3.673.351 ,61.220
Cajati,50.245,223.249,60.897,115.620,450.011,164.325,  614.336 ,21.288
Cajobi,30.936,11.977,18.883,31.548,93.345,3.968,  97.313 ,10.110
Cajuru,65.004,40.347,43.198,78.700,227.249,19.097,  246.346 ,10.912
Campina do Monte Alegre,25.588,5.667,11.007,40.488,82.750,3.952,  86.703 ,15.770
Campinas,57.382,5.530.185,2.104.633,13.945.199,21.637.398,5.175.354,  26.812.752 ,25.648
Campo Limpo Paulista,2.593,376.098,132.700,303.572,814.963,109.217,  924.180 ,13.030
Campos do Jordão,1.915,56.230,101.002,297.868,457.014,37.014,  494.028 ,10.501
Campos Novos Paulista,20.984,3.649,10.828,19.058,54.519,2.504,  57.024 ,12.861
Cananéia,8.183,69.309,28.285,44.886,150.663,3.740,  154.402 ,12.568
Canas,772,1.859,10.964,8.800,22.395,2.151,  24.547 ,5.954
Cândido Mota,78.988,70.031,53.930,147.798,350.748,44.495,  395.243 ,13.273
Cândido Rodrigues,17.139,2.398,6.519,10.660,36.716,1.055,  37.771 ,14.227
Canitar,6.218,7.253,10.003,7.965,31.438,1.818,  33.257 ,8.023
Capão Bonito,103.216,38.116,84.276,145.882,371.490,20.094,  391.584 ,8.366
Capela do Alto,32.110,14.040,30.648,40.587,117.385,6.559,  123.944 ,7.488
Capivari,49.197,250.080,83.868,262.773,645.918,99.761,  745.679 ,16.056
Caraguatatuba,3.461,80.945,170.074,482.093,736.573,74.531,  811.104 ,8.620
Carapicuíba,54,351.628,545.742,939.153,1.836.577,185.029,  2.021.606 ,5.580
Cardoso,32.424,5.308,22.230,33.872,93.833,3.240,  97.074 ,8.217
Casa Branca,205.088,26.842,46.539,143.864,422.334,17.178,  439.512 ,15.788
Cássia dos Coqueiros,32.644,3.005,7.732,8.802,52.183,442,  52.625 ,19.277
Castilho,38.693,40.713,41.754,75.525,196.685,14.199,  210.884 ,12.382
Catanduva,32.064,371.154,226.867,928.984,1.559.069,183.009,  1.742.078 ,15.732
Catiguá,18.120,5.060,13.115,21.941,58.236,3.802,  62.039 ,8.929
Cedral,21.687,21.089,15.621,31.378,89.775,8.759,  98.534 ,12.987
Cerqueira César,42.314,35.964,29.058,66.298,173.634,11.855,  185.489 ,11.006
Cerquilho,41.219,399.688,67.739,271.301,779.947,104.967,  884.914 ,24.284
Cesário Lange,24.594,31.725,26.991,58.008,141.317,15.765,  157.082 ,10.665
Charqueada,19.871,29.669,23.966,45.336,118.843,12.696,  131.539 ,9.114
Chavantes,15.180,11.368,25.841,39.056,91.445,5.684,  97.130 ,7.999
Clementina,11.812,14.409,12.190,21.159,59.570,3.250,  62.821 ,9.683
Colina,48.643,128.000,37.324,112.178,326.144,31.477,  357.621 ,20.774
Colômbia,76.576,29.127,17.438,30.972,154.113,8.704,  162.817 ,27.168
Conchal,72.210,104.692,45.740,108.385,331.027,25.873,  356.900 ,14.566
Conchas,41.629,102.494,32.808,85.893,262.824,17.824,  280.648 ,17.688
Cordeirópolis,28.478,330.640,51.914,383.463,794.494,110.727,  905.221 ,45.232
Coroados,31.625,6.797,10.548,16.240,65.209,1.997,  67.206 ,13.455
Coronel Macedo,19.770,2.685,10.340,7.519,40.314,674,  40.988 ,7.896
Corumbataí,26.960,4.968,10.621,23.261,65.810,6.051,  71.861 ,18.656
Cosmópolis,33.001,152.915,108.425,226.184,520.525,59.378,  579.903 ,10.678
Cosmorama,28.702,20.254,13.883,31.162,94.001,10.169,  104.170 ,14.293
Cotia,8.273,1.412.338,317.544,1.820.049,3.558.204,845.273,  4.403.478 ,23.792
Cravinhos,45.814,118.189,55.298,154.448,373.749,53.431,  427.181 ,13.874
Cristais Paulista,38.315,3.335,14.760,23.763,80.174,2.353,  82.526 ,11.324
Cruzália,12.088,2.734,5.729,12.593,33.144,972,  34.115 ,14.232
Cruzeiro,5.773,365.914,129.852,382.245,883.784,136.263,  1.020.047 ,13.398
Cubatão,215,4.604.740,442.506,2.158.047,7.205.508,1.441.036,  8.646.544 ,74.615
Cunha,15.525,5.937,34.534,34.379,90.374,3.072,  93.447 ,4.172
Descalvado,130.888,214.362,61.965,209.289,616.504,87.823,  704.327 ,23.141
Diadema,183,3.250.274,719.411,2.945.592,6.915.460,1.511.476,  8.426.936 ,22.279
Dirce Reis,3.315,6.250,4.774,4.237,18.577,3.274,  21.851 ,13.084
Divinolândia,12.366,5.857,19.649,48.909,86.782,3.720,  90.502 ,7.839
Dobrada,26.542,3.095,13.460,15.251,58.348,1.517,  59.866 ,7.852
Dois Córregos,91.015,62.860,42.247,114.933,311.056,21.602,  332.658 ,13.865
Dolcinópolis,2.477,2.438,5.667,4.403,14.984,596,  15.580 ,7.338
Dourado,28.802,18.686,17.293,29.520,94.301,5.930,  100.231 ,11.620
Dracena,31.607,59.451,74.782,291.990,457.831,48.274,  506.105 ,11.912
Duartina,8.729,15.978,22.732,45.160,92.599,6.457,  99.056 ,7.992
Dumont,15.812,13.497,14.109,25.315,68.733,6.076,  74.809 ,9.845
Echaporã,18.895,9.182,12.843,15.691,56.611,2.056,  58.668 ,9.024
Eldorado,40.707,4.741,26.125,35.420,106.992,3.021,  110.013 ,7.524
Elias Fausto,49.921,86.570,28.349,70.680,235.520,44.134,  279.654 ,18.362
Elisiário,11.901,3.142,7.141,8.490,30.674,1.127,  31.801 ,10.754
Embaúba,11.657,3.709,6.849,7.694,29.910,861,  30.771 ,12.590
Embu das Artes,65,759.923,396.009,996.169,2.152.165,360.845,  2.513.009 ,10.912
Embu-Guaçu,485,154.573,104.853,155.459,415.371,63.289,  478.660 ,7.831
Emilianópolis,8.153,2.778,8.647,6.971,26.550,964,  27.513 ,9.168
Engenheiro Coelho,26.312,72.887,25.447,72.993,197.640,20.967,  218.607 ,15.719
Espírito Santo do Pinhal,47.792,142.324,73.910,258.669,522.696,47.146,  569.841 ,13.689
Espírito Santo do Turvo,10.713,12.450,10.488,12.605,46.257,3.562,  49.819 ,12.219
Estiva Gerbi,18.682,54.656,21.345,33.398,128.082,22.713,  150.795 ,15.564
Estrela do Norte,3.223,858,7.420,4.141,15.642,589,  16.231 ,6.153
Estrela d'Oeste,9.646,107.297,15.877,58.821,191.640,19.976,  211.617 ,25.657
Euclides da Cunha Paulista,9.082,5.572,19.220,19.132,53.005,2.250,  55.256 ,5.615
Fartura,23.400,10.975,26.259,45.750,106.383,4.534,  110.918 ,7.288
Fernando Prestes,33.457,10.211,12.340,24.046,80.054,3.904,  83.958 ,15.249
Fernandópolis,37.820,186.094,104.854,466.456,795.224,77.708,  872.931 ,13.646
Fernão,9.855,1.411,4.131,4.717,20.114,514,  20.627 ,13.412
Ferraz de Vasconcelos,656,445.073,244.068,382.146,1.071.943,112.524,  1.184.467 ,7.376
Flora Rica,10.209,4.206,4.706,4.799,23.920,647,  24.567 ,12.876
Floreal,7.887,4.557,6.637,7.956,27.037,1.224,  28.262 ,9.143
Flórida Paulista,44.854,34.673,20.766,46.154,146.448,11.578,  158.026 ,12.846
Florínia,27.493,7.388,8.310,15.280,58.471,1.567,  60.038 ,20.491
Franca,41.738,749.569,534.927,1.788.034,3.114.268,394.862,  3.509.131 ,11.320
Francisco Morato,86,43.463,231.860,264.623,540.032,59.092,  599.124 ,4.039
Franco da Rocha,900,380.159,195.857,394.326,971.243,109.606,  1.080.849 ,8.678
Gabriel Monteiro,10.034,6.491,6.448,8.802,31.775,1.501,  33.276 ,12.265
Gália,5.485,6.008,11.877,17.778,41.147,2.413,  43.560 ,5.969
Garça,61.850,71.345,67.499,230.427,431.121,38.819,  469.940 ,10.868
Gastão Vidigal,13.907,8.491,7.974,9.235,39.607,1.280,  40.887 ,10.263
Gavião Peixoto,22.988,2.848,9.440,12.312,47.587,4.359,  51.946 ,11.988
General Salgado,24.185,23.619,22.200,43.451,113.456,11.161,  124.616 ,11.639
Getulina,22.866,18.397,18.243,28.523,88.030,4.266,  92.295 ,8.650
Glicério,20.076,5.090,10.450,10.974,46.589,1.725,  48.314 ,10.658
Guaiçara,28.081,21.851,18.677,26.495,95.105,4.779,  99.885 ,9.795
Guaimbê,5.928,2.554,9.625,12.690,30.797,1.770,  32.567 ,6.036
Guaíra,148.158,177.944,77.563,242.722,646.387,63.370,  709.757 ,19.370
Guapiaçu,74.539,110.530,32.149,64.287,281.505,17.907,  299.412 ,17.977
Guapiara,62.045,18.038,35.045,33.436,148.564,5.229,  153.793 ,8.209
Guará,46.723,77.312,34.647,76.328,235.010,18.131,  253.141 ,12.896
Guaraçaí,60.461,4.336,17.112,35.762,117.671,3.139,  120.810 ,14.043
Guaraci,52.215,28.360,20.846,39.927,141.350,8.859,  150.209 ,15.637
Guarani d'Oeste,2.230,1.638,5.460,3.217,12.545,521,  13.066 ,6.585
Guarantã,25.796,3.550,10.708,19.301,59.355,2.277,  61.632 ,9.639
Guararapes,161.002,99.070,51.375,163.995,475.441,30.926,  506.368 ,16.828
Guararema,11.136,228.871,45.663,552.823,838.493,136.990,  975.484 ,39.452
Guaratinguetá,19.907,701.642,200.758,819.876,1.742.182,302.543,  2.044.725 ,18.588
Guareí,55.134,12.351,22.357,19.697,109.539,3.961,  113.500 ,8.573
Guariba,46.505,119.531,67.147,143.978,377.161,27.811,  404.973 ,11.874
Guarujá,8.233,745.002,629.828,1.527.628,2.910.690,399.656,  3.310.346 ,11.680
Guarulhos,11.824,7.666.654,2.245.107,11.338.802,21.262.387,4.155.924,  25.418.310 ,21.581
Guatapará,72.913,3.310,15.027,20.290,111.539,1.961,  113.501 ,16.647
Guzolândia,11.003,4.963,9.341,7.976,33.282,1.254,  34.536 ,7.470
Herculândia,24.856,20.310,13.994,26.341,85.501,4.831,  90.332 ,10.573
Holambra,120.055,66.127,24.906,89.502,300.591,27.317,  327.907 ,32.683
Hortolândia,6.057,1.672.110,351.774,1.921.271,3.951.212,863.065,  4.814.277 ,26.685
Iacanga,27.834,14.847,16.982,35.498,95.161,7.958,  103.118 ,10.889
Iacri,38.908,7.002,10.755,17.040,73.706,2.017,  75.723 ,11.607
Iaras,16.164,3.033,11.035,16.875,47.107,3.178,  50.285 ,9.429
Ibaté,60.129,60.628,54.231,113.946,288.934,23.002,  311.936 ,10.592
Ibirá,16.066,7.419,21.370,29.764,74.620,4.321,  78.941 ,7.554
Ibirarema,25.510,10.179,13.762,31.961,81.413,5.263,  86.675 ,13.522
Ibitinga,56.410,190.605,84.447,253.636,585.098,53.771,  638.869 ,12.516
Ibiúna,108.788,116.161,116.412,209.028,550.390,47.466,  597.856 ,8.600
Icém,21.093,23.303,20.015,31.696,96.108,4.441,  100.549 ,13.850
Iepê,25.002,10.052,15.347,29.577,79.977,3.830,  83.807 ,11.127
Igaraçu do Tietê,16.981,16.069,38.540,57.294,128.884,11.166,  140.050 ,6.043
Igarapava,57.558,52.909,50.432,195.141,356.041,27.544,  383.584 ,14.037
Igaratá,15.976,11.085,18.209,26.009,71.278,6.292,  77.570 ,8.871
Iguape,28.344,10.488,55.498,87.574,181.905,8.897,  190.802 ,6.658
Ilha Comprida,905,5.858,34.848,30.506,72.117,2.928,  75.045 ,9.054
Ilha Solteira,21.471,10.583,66.907,133.334,232.294,17.908,  250.202 ,10.090
Ilhabela,753,25.416,62.738,160.773,249.679,17.779,  267.458 ,10.325
Indaiatuba,20.061,2.076.504,356.101,1.583.512,4.036.178,1.073.986,  5.110.164 ,27.673
Indiana,8.645,3.182,9.436,10.463,31.725,1.504,  33.230 ,6.830
Indiaporã,10.018,3.800,8.467,13.006,35.292,1.239,  36.531 ,9.239
Inúbia Paulista,7.355,5.528,8.506,34.136,55.525,7.903,  63.428 ,17.897
Ipaussu,27.854,32.296,25.171,50.931,136.252,8.434,  144.686 ,10.828
Iperó,10.463,114.920,46.810,69.510,241.703,46.010,  287.713 ,11.423
Ipeúna,10.259,46.228,12.382,26.868,95.736,13.682,  109.419 ,19.941
Ipiguá,25.431,1.981,8.094,6.570,42.077,824,  42.901 ,10.358
Iporanga,3.008,1.800,11.525,6.282,22.615,718,  23.334 ,5.300
Ipuã,79.044,26.559,31.354,59.557,196.514,11.101,  207.614 ,15.367
Iracemápolis,18.109,86.354,38.186,98.178,240.827,37.178,  278.005 ,14.943
Irapuã,22.021,13.986,14.260,19.917,70.183,3.293,  73.476 ,10.382
Irapuru,19.559,4.973,11.853,17.084,53.470,1.907,  55.377 ,7.167
Itaberá,88.471,12.356,29.278,55.985,186.090,5.496,  191.586 ,10.487
Itaí,79.428,28.824,39.670,79.970,227.892,15.076,  242.967 ,10.491
Itajobi,55.471,13.797,20.380,49.091,138.739,5.857,  144.597 ,9.983
Itaju,30.331,2.740,7.555,11.094,51.719,1.112,  52.832 ,17.159
Itanhaém,20.432,46.217,168.584,309.225,544.459,39.177,  583.636 ,7.065
Itaóca,4.914,2.447,6.837,5.151,19.350,632,  19.981 ,6.116
Itapecerica da Serra,5.523,385.684,262.282,669.615,1.323.104,165.409,  1.488.513 ,10.163
Itapetininga,390.493,571.702,226.699,725.451,1.914.344,200.158,  2.114.503 ,15.206
Itapeva,210.627,134.129,173.427,399.220,917.403,88.581,  1.005.984 ,11.568
Itapevi,59,562.135,330.391,781.311,1.673.896,375.844,  2.049.741 ,10.847
Itapira,78.553,573.627,139.351,505.751,1.297.282,159.831,  1.457.113 ,21.704
Itapirapuã Paulista,6.372,669,8.268,5.420,20.729,504,  21.234 ,5.527
Itápolis,122.359,90.988,62.930,237.834,514.112,40.150,  554.261 ,14.035
Itaporanga,16.767,6.216,24.678,33.038,80.699,3.119,  83.818 ,5.763
Itapuí,33.368,57.856,20.279,55.010,166.512,16.952,  183.464 ,15.781
Itapura,6.512,5.455,10.442,9.613,32.022,1.724,  33.746 ,8.087
Itaquaquecetuba,3.191,716.198,503.499,734.585,1.957.473,267.276,  2.224.749 ,7.246
Itararé,84.097,58.643,83.961,198.443,425.144,39.474,  464.618 ,9.709
Itariri,28.777,5.362,27.554,24.976,86.670,2.295,  88.965 ,5.967
Itatiba,190.703,789.236,186.693,824.232,1.990.864,359.566,  2.350.431 ,24.657
Itatinga,63.555,8.192,33.915,42.792,148.454,8.312,  156.766 ,9.060
Itirapina,48.616,137.060,30.743,78.244,294.663,30.822,  325.484 ,22.079
Itirapuã,17.283,3.363,12.060,12.296,45.001,1.332,  46.333 ,8.009
Itobi,15.846,4.739,12.678,15.534,48.797,2.072,  50.868 ,6.740
Itu,32.465,1.186.433,273.968,1.590.019,3.082.885,641.837,  3.724.722 ,25.062
Itupeva,19.479,551.913,80.756,345.126,997.275,244.635,  1.241.910 ,32.048
Ituverava,107.694,34.400,73.318,226.264,441.675,30.925,  472.600 ,12.380
Jaborandi,34.395,3.887,15.357,21.489,75.128,1.583,  76.711 ,11.764
Jaboticabal,85.244,253.273,128.776,576.576,1.043.868,113.693,  1.157.561 ,16.390
Jacareí,16.681,2.392.997,397.386,1.459.460,4.266.525,915.205,  5.181.729 ,25.207
Jaci,19.204,61.499,10.690,45.345,136.739,14.268,  151.007 ,29.231
Jacupiranga,26.719,7.899,31.764,60.334,126.715,8.223,  134.938 ,7.828
Jaguariúna,12.503,1.034.708,102.624,989.343,2.139.179,627.900,  2.767.079 ,69.691
Jales,21.626,120.096,78.301,301.995,522.019,47.835,  569.853 ,12.157
Jambeiro,6.818,64.716,12.327,25.498,109.358,17.995,  127.353 ,25.728
Jandira,118,532.161,178.590,517.058,1.227.928,301.324,  1.529.252 ,14.772
Jardinópolis,66.087,67.645,72.625,158.361,364.718,31.680,  396.399 ,11.164
Jarinu,15.878,71.990,43.158,127.267,258.293,40.875,  299.168 ,13.755
Jaú,109.700,255.254,209.765,989.997,1.564.716,189.727,  1.754.443 ,13.995
Jeriquara,28.859,5.409,8.866,12.064,55.197,1.263,  56.460 ,17.600
Joanópolis,13.054,5.957,20.613,34.836,74.460,4.265,  78.725 ,6.923
João Ramalho,29.712,9.174,9.587,12.107,60.580,2.193,  62.773 ,15.530
José Bonifácio,59.498,142.255,55.424,160.218,417.395,35.758,  453.153 ,14.357
Júlio Mesquita,3.849,1.186,8.843,10.000,23.878,903,  24.781 ,5.671
Jumirim,4.114,8.826,6.261,9.547,28.748,3.936,  32.684 ,12.489
Jundiaí,46.406,4.393.306,774.937,8.405.778,13.620.427,2.990.677,  16.611.104 ,46.709
Junqueirópolis,47.193,27.065,31.155,76.601,182.013,11.576,  193.589 ,10.643
Juquiá,40.959,8.039,35.401,48.981,133.380,4.872,  138.252 ,6.968
Juquitiba,414,23.008,56.177,198.503,278.101,23.120,  301.221 ,10.643
Lagoinha,5.444,3.097,10.492,9.177,28.210,1.376,  29.586 ,6.064
Laranjal Paulista,31.897,136.298,49.053,125.695,342.944,52.431,  395.375 ,16.226
Lavínia,22.364,9.829,15.625,13.887,61.705,2.301,  64.006 ,8.350
Lavrinhas,2.904,17.991,14.390,19.037,54.321,7.783,  62.104 ,9.654
Leme,90.313,250.304,152.143,475.537,968.296,125.890,  1.094.186 ,12.354
Lençóis Paulista,124.441,376.220,114.309,449.397,1.064.367,139.439,  1.203.807 ,20.206
Limeira,100.802,2.622.665,452.554,2.242.936,5.418.957,940.116,  6.359.073 ,23.691
Lindóia,4.247,9.512,13.124,27.362,54.245,4.371,  58.616 ,9.341
Lins,44.525,563.288,115.559,634.212,1.357.584,140.804,  1.498.387 ,21.462
Lorena,7.286,366.523,132.997,454.799,961.604,129.105,  1.090.710 ,13.428
Lourdes,8.494,2.454,5.589,4.527,21.065,534,  21.598 ,10.314
Louveira,18.181,1.627.090,79.510,1.273.239,2.998.019,760.893,  3.758.913 ,114.639
Lucélia,23.039,35.067,33.926,82.470,174.503,15.596,  190.099 ,9.769
Lucianópolis,7.334,4.522,5.997,6.758,24.612,920,  25.532 ,11.444
Luís Antônio,105.301,367.095,34.484,119.576,626.456,81.783,  708.239 ,70.760
Luiziânia,14.347,5.070,9.612,10.900,39.929,1.160,  41.089 ,8.571
Lupércio,8.629,2.141,9.169,8.160,28.099,850,  28.949 ,6.678
Lutécia,13.909,7.599,7.624,8.571,37.703,1.490,  39.193 ,14.073
Macatuba,33.492,16.049,33.719,82.746,166.006,9.571,  175.577 ,10.887
Macaubal,15.275,3.246,12.396,23.812,54.730,2.752,  57.481 ,7.595
Macedônia,11.196,6.648,8.332,7.188,33.364,1.107,  34.471 ,9.286
Magda,18.114,5.330,7.626,10.993,42.063,1.607,  43.670 ,13.466
Mairinque,10.289,430.729,88.032,253.713,782.762,186.758,  969.521 ,22.983
Mairiporã,210,180.463,129.925,308.952,619.550,103.879,  723.429 ,9.699
Manduri,11.533,7.063,17.213,21.633,57.441,4.692,  62.134 ,7.075
Marabá Paulista,20.363,7.223,12.437,10.718,50.740,1.657,  52.398 ,11.701
