MUNICIPIO,AGROPECUARIA,INDUSTRIA,ADM PUBLICA,SUBTOTAL,TOTAL,IMPOSTOS,PIB,PIB CAPITA
Ariranha,19.608,48.378,10.310,33.932,112.228,28.780,141.008,18.368
Artur Nogueira,37.300,38.443,37.902,90.306,203.951,21.935,225.886,6.402
Arujá,6.196,212.468,66.453,191.482,476.599,89.880,566.479,9.100
Aspásia,4.088,625,2.587,2.019,9.320,208,9.528,5.103
Assis,21.194,106.423,96.011,410.395,634.023,77.472,711.495,8.008
Atibaia,50.605,224.262,138.212,512.957,926.037,171.373,1.097.410,9.585
Auriflama,8.141,11.289,14.685,33.150,67.265,4.571,71.835,5.255
Avaí,45.401,4.954,5.883,12.541,68.780,1.119,69.899,14.971
Avanhandava,16.539,7.756,10.020,14.608,48.923,4.471,53.395,5.718
Avaré,77.182,72.152,82.671,243.599,475.605,42.536,518.140,6.666
Bady Bassitt,6.288,7.973,12.854,26.129,53.245,5.313,58.558,4.828
Balbinos,1.672,732,2.634,1.920,6.957,414,7.371,4.125
Bálsamo,7.593,11.970,7.940,15.870,43.373,3.997,47.370,6.306
Bananal,3.049,12.900,12.113,18.961,47.023,3.541,50.564,5.131
Barão de Antonina,3.459,489,4.259,5.961,14.167,670,14.837,5.171
Barbosa,8.235,2.656,7.304,9.319,27.514,1.233,28.747,4.802
Bariri,34.956,43.081,28.019,102.109,208.165,23.604,231.769,7.999
Barra Bonita,16.346,157.743,37.942,179.443,391.474,50.007,441.481,12.443
Barra do Chapéu,3.619,557,5.378,3.746,13.300,268,13.567,2.747
Barra do Turvo,1.705,832,8.615,8.048,19.201,1.395,20.595,2.556
Barretos,103.626,212.388,132.878,517.115,966.006,108.187,1.074.194,10.177
Barrinha,18.890,29.423,23.700,35.414,107.427,4.491,111.918,4.474
Barueri,48,1.879.349,441.207,5.934.973,8.255.576,2.779.466,11.035.042,51.430
Bastos,159.728,21.654,21.898,51.756,255.036,43.080,298.116,14.463
Batatais,74.572,133.887,61.964,227.344,497.767,59.137,556.904,10.667
Bauru,19.439,487.598,339.937,1.707.993,2.554.967,334.836,2.889.803,8.980
Bebedouro,89.138,196.676,80.503,422.900,789.216,121.201,910.417,12.127
Bento de Abreu,14.104,8.267,4.415,7.741,34.526,1.958,36.483,14.965
Bernardino de Campos,13.394,9.538,10.804,21.507,55.243,4.126,59.369,5.524
Bertioga,1.455,47.114,59.623,137.647,245.839,15.393,261.232,7.890
Bilac,19.765,5.729,7.758,19.945,53.198,4.032,57.230,9.106
Birigui,23.302,201.274,99.679,297.806,622.060,77.209,699.269,7.197
Biritiba-Mirim,84.453,12.731,25.492,49.898,172.575,5.864,178.439,7.008
Boa Esperança do Sul,64.950,7.568,15.798,32.933,121.250,4.921,126.171,9.840
Bocaina,25.457,34.899,10.972,33.830,105.158,10.984,116.142,11.967
Bofete,17.469,6.098,9.023,11.345,43.934,2.354,46.288,5.922
Boituva,13.065,123.210,42.981,160.752,340.008,69.916,409.924,11.084
Bom Jesus dos Perdões,3.446,20.309,15.546,29.365,68.666,8.103,76.769,5.278
Bom Sucesso de Itararé,1.525,6.048,4.086,3.846,15.506,1.036,16.542,5.026
Borá,2.856,689,1.825,2.246,7.616,537,8.153,10.166
Boracéia,12.667,53.957,4.247,10.137,81.007,1.913,82.920,21.611
Borborema,56.151,8.249,13.423,38.815,116.638,5.070,121.708,9.027
Borebi,12.633,1.217,3.881,3.603,21.334,734,22.068,11.062
Botucatu,75.854,348.487,110.723,454.243,989.306,121.092,1.110.398,9.909
Bragança Paulista,23.635,407.586,137.028,585.309,1.153.558,185.430,1.338.988,10.343
Braúna,12.489,3.844,4.727,8.597,29.658,1.403,31.061,6.912
Brejo Alegre,4.532,910,3.177,4.110,12.729,772,13.501,5.706
Brodowski,25.399,13.910,19.771,40.400,99.480,9.480,108.960,6.072
Brotas,82.187,21.010,21.878,66.812,191.887,12.470,204.357,10.544
Buri,24.341,5.867,20.168,22.364,72.740,2.872,75.611,4.252
Buritama,12.709,127.210,16.179,39.141,195.238,4.081,199.319,14.059
Buritizal,18.184,5.548,5.120,10.379,39.231,1.680,40.911,10.915
Cabrália Paulista,24.579,4.704,5.274,7.065,41.622,1.429,43.051,9.310
Cabreúva,4.882,156.736,39.095,165.179,365.892,178.787,544.680,15.693
Caçapava,6.895,492.289,81.268,368.040,948.492,190.348,1.138.840,14.610
Cachoeira Paulista,4.253,23.195,25.630,67.875,120.952,5.555,126.507,4.541
Caconde,18.493,30.168,18.637,27.621,94.919,3.039,97.959,5.289
Cafelândia,24.362,7.104,16.286,39.799,87.550,5.630,93.180,5.830
Caiabu,11.985,1.340,5.407,5.863,24.595,417,25.012,6.129
Caieiras,4.652,298.383,75.653,199.973,578.661,89.183,667.844,9.026
Caiuá,9.960,1.657,6.475,5.573,23.664,912,24.576,5.629
Cajamar,321,747.771,74.303,447.181,1.269.576,529.417,1.798.993,33.750
Cajati,41.085,135.833,34.596,80.801,292.316,153.749,446.065,15.295
Cajobi,20.872,6.744,10.901,18.797,57.314,2.562,59.876,6.432
Cajuru,34.906,23.849,21.316,47.966,128.037,9.703,137.740,6.463
Campina do Monte Alegre,8.999,4.009,6.055,51.440,70.503,6.966,77.469,14.658
Campinas,38.035,3.436.201,1.208.424,7.719.907,12.402.566,2.317.200,14.719.766,14.843
Campo Limpo Paulista,1.849,203.016,67.485,174.895,447.246,88.313,535.559,8.146
Campos do Jordão,1.760,46.832,62.745,202.799,314.137,21.332,335.468,7.438
Campos Novos Paulista,17.835,2.465,5.386,11.120,36.806,1.417,38.223,9.008
Cananéia,5.879,24.889,14.654,26.266,71.688,1.785,73.473,5.963
Canas,458,2.436,5.314,5.322,13.529,810,14.339,3.815
Cândido Mota,68.882,52.457,30.184,105.009,256.531,26.053,282.585,9.594
Cândido Rodrigues,11.760,1.972,3.638,7.022,24.391,673,25.064,9.537
Canitar,3.675,2.042,5.036,4.503,15.257,539,15.796,4.295
Capão Bonito,58.898,23.186,45.803,89.432,217.320,15.397,232.717,4.956
Capela do Alto,21.640,7.292,15.980,23.295,68.207,3.072,71.279,4.776
Capivari,37.237,139.316,43.622,159.655,379.831,61.232,441.063,10.293
Caraguatatuba,2.486,52.594,96.582,307.786,459.448,40.056,499.504,6.006
Carapicuíba,34,234.670,297.375,588.065,1.120.144,117.032,1.237.177,3.541
Cardoso,10.342,4.385,12.198,22.762,49.688,2.565,52.253,4.463
Casa Branca,96.841,21.331,27.806,88.838,234.815,13.082,247.897,9.157
Cássia dos Coqueiros,22.076,2.147,4.305,6.378,34.905,482,35.388,12.352
Castilho,14.826,15.249,24.565,52.102,106.742,11.741,118.483,7.620
Catanduva,37.453,557.444,121.932,644.490,1.361.319,184.037,1.545.355,14.411
Catiguá,14.905,4.660,6.940,20.124,46.629,4.782,51.411,7.701
Cedral,10.661,9.929,8.323,17.762,46.676,6.693,53.369,7.688
Cerqueira César,22.121,38.088,16.990,39.590,116.789,9.051,125.839,8.037
Cerquilho,14.369,159.503,36.710,140.522,351.104,80.570,431.674,13.703
Cesário Lange,11.538,8.322,15.216,31.238,66.314,5.767,72.081,5.381
Charqueada,16.513,10.187,12.915,26.346,65.960,5.209,71.169,5.291
Chavantes,13.495,7.008,15.063,28.002,63.568,3.428,66.996,5.489
Clementina,9.156,4.683,6.857,13.507,34.203,1.735,35.938,6.285
Colina,54.125,89.101,21.467,81.370,246.063,26.510,272.573,16.214
Colômbia,43.195,8.319,9.161,15.887,76.562,1.985,78.546,13.206
Conchal,28.585,61.000,23.441,63.346,176.372,19.099,195.471,8.413
Conchas,20.746,12.642,16.584,34.915,84.888,5.431,90.319,5.975
Cordeirópolis,20.632,119.561,25.060,227.705,392.957,58.834,451.792,24.723
Coroados,11.969,4.156,5.560,9.424,31.109,1.796,32.905,7.180
Coronel Macedo,14.514,1.849,6.377,5.895,28.634,555,29.189,5.311
Corumbataí,13.862,3.525,6.277,11.686,35.350,4.418,39.768,10.405
Cosmópolis,18.849,104.416,59.067,161.810,344.142,63.366,407.508,8.640
Cosmorama,13.735,2.099,8.029,13.395,37.259,4.087,41.346,5.621
Cotia,5.059,603.840,162.770,926.625,1.698.293,511.563,2.209.857,13.873
Cravinhos,37.095,35.930,30.482,76.443,179.950,25.980,205.930,7.086
Cristais Paulista,23.665,4.379,8.233,14.936,51.214,1.781,52.995,7.811
Cruzália,9.345,1.343,3.530,8.234,22.452,619,23.071,9.019
Cruzeiro,4.006,191.864,77.342,239.888,513.101,84.875,597.976,8.047
Cubatão,136,2.790.020,236.694,1.346.630,4.373.480,951.843,5.325.323,48.133
Cunha,10.086,3.532,21.126,19.027,53.771,1.462,55.233,2.403
Descalvado,83.651,100.905,35.614,121.680,341.850,49.566,391.416,13.326
Diadema,116,1.598.592,411.745,1.442.295,3.452.747,889.813,4.342.561,11.937
Dirce Reis,2.291,1.027,2.859,2.100,8.277,822,9.099,5.531
Divinolândia,13.974,3.518,12.735,33.241,63.467,2.114,65.581,5.509
Dobrada,20.154,4.943,7.021,11.047,43.165,1.522,44.687,6.215
Dois Córregos,65.452,34.550,23.303,70.074,193.379,13.299,206.678,9.023
Dolcinópolis,1.817,523,3.109,2.962,8.411,288,8.699,4.073
Dourado,20.408,7.980,10.009,16.889,55.285,3.027,58.312,6.775
Dracena,11.187,29.121,42.652,162.058,245.018,28.888,273.906,6.661
Duartina,6.814,12.962,12.305,27.414,59.496,3.949,63.445,5.086
Dumont,12.956,7.032,7.261,14.597,41.846,3.244,45.089,6.739
Echaporã,20.934,7.405,7.426,15.669,51.434,1.500,52.934,7.824
Eldorado,39.569,4.622,14.403,23.470,82.064,2.187,84.252,5.881
Elias Fausto,43.914,46.010,15.282,45.590,150.797,25.090,175.887,12.329
Elisiário,7.919,2.338,4.282,5.544,20.083,790,20.874,7.768
Embaúba,8.864,2.439,3.607,4.808,19.718,654,20.372,8.268
Embu das Artes,44,336.274,211.065,539.545,1.086.928,217.551,1.304.479,6.099
Embu-Guaçu,356,76.072,71.016,92.856,240.300,45.547,285.847,4.922
Emilianópolis,4.014,970,4.545,3.933,13.463,631,14.093,4.817
Engenheiro Coelho,15.256,33.500,11.263,38.268,98.287,10.954,109.241,9.844
Espírito Santo do Pinhal,31.337,58.625,42.632,173.756,306.350,34.654,341.004,8.327
Espírito Santo do Turvo,8.569,4.265,5.064,6.316,24.215,1.168,25.383,6.699
Estiva Gerbi,12.454,45.950,12.443,24.797,95.645,13.499,109.144,11.998
Estrela do Norte,4.331,399,3.633,3.067,11.429,546,11.975,4.534
Estrela d'Oeste,18.607,63.039,8.544,41.092,131.282,16.076,147.358,17.831
Euclides da Cunha Paulista,8.486,3.458,12.627,8.700,33.271,1.107,34.378,3.400
Fartura,19.388,11.012,15.860,34.985,81.244,3.523,84.766,5.619
Fernando Prestes,23.495,3.828,6.247,14.546,48.117,2.440,50.556,9.282
Fernandópolis,37.328,137.877,61.094,283.599,519.898,54.684,574.582,9.211
Fernão,6.234,876,2.249,2.891,12.250,330,12.580,8.664
Ferraz de Vasconcelos,469,174.158,118.140,188.693,481.460,54.471,535.931,3.631
Flora Rica,6.071,1.443,3.799,3.864,15.177,388,15.566,7.412
Floreal,5.270,1.700,4.266,5.949,17.185,975,18.160,5.680
Flórida Paulista,33.467,16.247,10.486,27.586,87.786,7.365,95.151,8.295
Florínia,26.955,4.392,4.460,13.293,49.100,1.480,50.580,16.428
Franca,23.204,498.515,297.085,1.044.500,1.863.304,264.519,2.127.823,7.229
Francisco Morato,59,37.022,130.354,127.696,295.130,31.299,326.430,2.373
Franco da Rocha,683,241.055,104.654,230.576,576.968,87.504,664.472,5.890
Gabriel Monteiro,9.305,1.874,3.933,5.655,20.766,591,21.357,7.840
Gália,6.529,4.126,7.483,13.120,31.257,1.410,32.667,4.229
Garça,38.304,37.549,41.407,138.103,255.363,25.816,281.179,6.489
Gastão Vidigal,6.494,2.062,4.121,5.162,17.838,724,18.563,5.024
Gavião Peixoto,22.058,6.944,5.360,8.104,42.467,69.993,112.460,26.898
General Salgado,16.299,15.905,12.780,29.035,74.019,6.659,80.678,7.467
Getulina,18.714,7.869,10.199,17.856,54.638,2.323,56.960,5.446
Glicério,12.188,3.594,5.815,8.553,30.151,1.511,31.662,7.113
Guaiçara,16.304,7.697,9.611,13.889,47.501,2.403,49.903,5.249
Guaimbê,4.036,1.399,5.751,9.076,20.262,1.015,21.277,4.029
Guaíra,104.706,88.052,43.769,157.647,394.175,40.385,434.561,12.364
Guapiaçu,77.261,88.401,17.695,54.161,237.517,23.650,261.167,17.660
Guapiara,21.473,9.466,19.461,19.699,70.099,3.320,73.420,3.763
Guará,35.385,39.505,20.130,46.544,141.564,11.262,152.826,8.003
Guaraçaí,31.208,4.116,9.679,24.604,69.607,3.399,73.007,8.255
Guaraci,24.196,6.566,10.621,23.973,65.355,5.024,70.378,7.779
Guarani d'Oeste,2.365,708,2.961,2.089,8.122,244,8.366,4.181
Guarantã,15.250,2.937,6.307,12.792,37.286,1.738,39.024,6.141
Guararapes,101.661,118.677,29.014,125.462,374.814,39.323,414.137,14.146
Guararema,10.924,95.023,22.824,212.441,341.213,65.458,406.672,17.898
Guaratinguetá,14.780,368.835,119.037,447.399,950.050,236.579,1.186.629,11.182
Guareí,17.552,6.446,10.770,11.028,45.797,2.331,48.128,4.346
Guariba,36.816,67.599,32.686,84.613,221.714,19.790,241.504,7.557
Guarujá,5.218,430.882,359.091,891.043,1.686.235,253.896,1.940.131,7.178
Guarulhos,8.187,3.705.603,1.245.698,5.507.854,10.467.342,2.103.817,12.571.159,11.403
Guatapará,62.987,4.413,9.444,15.407,92.251,1.593,93.844,14.440
Guzolândia,6.558,1.950,5.038,5.997,19.542,1.027,20.570,4.681
Herculândia,14.173,7.629,7.782,14.601,44.185,3.088,47.273,5.805
Holambra,90.023,48.269,13.032,52.425,203.749,18.873,222.622,27.803
Hortolândia,6.913,473.429,170.503,550.100,1.200.945,497.649,1.698.594,10.602
Iacanga,19.691,7.322,8.619,16.378,52.011,4.834,56.845,6.598
Iacri,22.489,2.404,7.165,10.442,42.500,1.529,44.029,6.551
Iaras,8.508,1.406,4.682,6.674,21.269,1.485,22.755,6.142
Ibaté,27.547,34.432,29.012,53.768,144.759,13.688,158.446,5.812
Ibirá,20.923,7.386,11.140,21.462,60.911,2.592,63.503,6.539
Ibirarema,25.955,6.566,7.019,22.907,62.448,4.101,66.549,11.312
Ibitinga,43.028,110.288,48.252,140.130,341.699,30.363,372.062,7.772
Ibiúna,83.606,74.359,64.564,121.162,343.692,32.359,376.050,5.704
Icém,14.883,11.071,11.126,19.933,57.013,2.245,59.258,8.582
Iepê,19.082,4.977,9.564,16.320,49.942,2.599,52.541,7.154
Igaraçu do Tietê,14.380,10.720,19.929,35.773,80.802,6.512,87.314,3.832
Igarapava,35.036,37.110,30.681,98.816,201.643,15.659,217.302,8.270
Igaratá,3.329,4.302,10.856,15.684,34.171,2.854,37.025,4.389
Iguape,22.552,5.524,29.675,51.007,108.758,5.400,114.158,4.096
Ilha Comprida,572,4.023,18.845,19.500,42.940,1.618,44.558,6.260
Ilha Solteira,9.152,85.723,38.769,106.762,240.407,10.435,250.841,10.338
Ilhabela,542,10.823,33.179,82.618,127.162,9.153,136.315,6.130
Indaiatuba,15.474,849.971,187.098,755.564,1.808.108,534.207,2.342.315,14.878
Indiana,4.500,2.438,5.577,6.179,18.694,1.412,20.106,4.087
Indiaporã,6.892,2.316,4.886,9.190,23.284,747,24.031,5.925
Inúbia Paulista,6.377,2.092,4.581,16.854,29.903,3.851,33.754,9.998
Ipaussu,18.500,19.460,13.713,36.836,88.510,7.060,95.570,7.459
Iperó,6.029,47.017,22.532,33.887,109.466,21.944,131.410,6.489
Ipeúna,9.697,20.219,6.117,15.829,51.862,9.276,61.138,13.120
Ipiguá,22.138,1.606,5.158,4.013,32.915,631,33.546,9.151
Iporanga,1.241,795,6.106,3.616,11.759,369,12.128,2.684
Ipuã,56.720,18.546,15.295,41.954,132.514,8.479,140.993,11.463
Iracemápolis,16.734,55.653,19.111,64.510,156.008,22.141,178.149,10.903
Irapuã,20.062,5.328,7.291,13.520,46.201,1.877,48.078,7.089
Irapuru,5.460,1.976,7.033,11.260,25.728,986,26.714,3.542
Itaberá,49.344,6.880,17.867,31.807,105.898,3.293,109.192,5.813
Itaí,57.402,17.337,22.807,43.649,141.196,6.853,148.049,6.855
Itajobi,47.907,14.609,14.294,38.958,115.768,5.089,120.857,8.458
Itaju,16.479,2.093,3.322,6.295,28.190,733,28.923,10.502
Itanhaém,15.546,45.159,93.609,200.192,354.506,24.234,378.740,5.056
Itaóca,2.402,437,3.849,2.830,9.518,236,9.754,2.996
Itapecerica da Serra,3.880,204.585,134.889,323.622,666.976,128.930,795.906,5.892
Itapetininga,130.874,300.109,119.827,432.560,983.370,119.530,1.102.900,8.511
Itapeva,126.934,91.685,92.156,207.623,518.398,43.054,561.452,6.655
Itapevi,37,292.297,171.962,426.405,890.702,172.131,1.062.833,6.264
Itapira,47.742,297.282,77.995,302.555,725.573,116.595,842.168,13.062
Itapirapuã Paulista,3.026,413,4.401,3.410,11.250,232,11.481,3.134
Itápolis,119.464,39.139,33.123,153.592,345.318,24.076,369.394,9.656
Itaporanga,12.711,2.849,14.287,21.486,51.332,1.860,53.192,3.687
Itapuí,20.321,22.227,9.979,26.697,79.225,8.424,87.649,8.188
Itapura,3.800,2.356,5.751,6.519,18.426,1.738,20.164,5.136
Itaquaquecetuba,2.266,312.818,258.244,403.032,976.360,142.793,1.119.153,3.959
Itararé,37.699,50.145,48.752,122.569,259.166,29.892,289.058,6.144
Itariri,28.232,8.917,14.616,20.728,72.492,1.862,74.354,5.326
Itatiba,131.289,448.097,100.508,562.368,1.242.261,236.823,1.479.084,17.357
Itatinga,28.594,5.247,17.316,25.391,76.548,5.357,81.905,5.136
Itirapina,31.343,7.421,18.001,32.031,88.796,7.456,96.252,7.181
Itirapuã,5.975,1.876,6.180,6.458,20.490,988,21.478,3.882
Itobi,9.787,2.896,7.573,11.335,31.591,1.460,33.052,4.397
Itu,22.994,490.891,156.051,801.364,1.471.300,367.384,1.838.684,13.211
Itupeva,17.689,235.148,36.676,175.083,464.596,131.970,596.565,20.155
Ituverava,49.691,25.212,37.121,151.641,263.664,28.709,292.373,7.939
Jaborandi,35.798,4.967,8.028,20.864,69.658,2.363,72.021,11.180
Jaboticabal,89.903,157.343,73.235,325.158,645.639,68.988,714.627,10.450
Jacareí,18.794,1.364.432,238.858,888.862,2.510.946,713.997,3.224.944,16.492
Jaci,6.692,34.753,4.919,21.672,68.036,9.538,77.574,17.567
Jacupiranga,22.192,4.596,18.635,36.436,81.859,4.541,86.400,5.054
Jaguariúna,9.565,523.926,46.746,381.728,961.965,477.477,1.439.442,44.416
Jales,16.628,68.181,43.837,191.279,319.925,32.029,351.955,7.581
Jambeiro,1.782,45.875,5.466,16.372,69.495,11.279,80.774,18.890
Jandira,75,267.475,101.136,275.612,644.299,161.960,806.259,8.464
Jardinópolis,60.697,44.513,39.265,101.223,245.698,24.488,270.186,8.430
Jarinu,11.005,16.263,21.782,59.774,108.824,19.495,128.319,7.000
Jaú,76.356,201.928,118.162,551.785,948.230,117.962,1.066.192,9.203
Jeriquara,15.359,3.180,4.891,6.946,30.376,948,31.324,9.576
Joanópolis,6.682,6.307,11.752,21.865,46.606,2.932,49.538,4.640
João Ramalho,22.096,3.167,5.523,8.658,39.444,1.814,41.258,10.614
José Bonifácio,36.044,113.564,30.567,100.592,280.767,29.540,310.307,10.494
Júlio Mesquita,2.990,834,5.002,6.109,14.935,517,15.452,3.632
Jumirim,4.296,6.363,3.435,4.323,18.418,2.338,20.756,8.993
Jundiaí,32.672,2.018.695,409.014,3.176.691,5.637.072,1.493.802,7.130.873,21.427
Junqueirópolis,13.248,10.689,16.921,40.160,81.019,6.175,87.194,5.018
Juquiá,30.777,7.267,20.535,32.046,90.626,3.272,93.898,4.603
Juquitiba,932,17.920,29.719,122.363,170.934,35.267,206.202,7.615
Lagoinha,5.132,2.176,6.234,6.305,19.846,686,20.533,4.156
Laranjal Paulista,20.310,72.335,25.729,72.573,190.947,29.830,220.777,9.714
Lavínia,16.498,3.916,6.591,10.444,37.450,1.733,39.183,6.674
Lavrinhas,2.056,8.499,7.348,10.137,28.039,3.403,31.442,5.143
Leme,64.406,103.969,86.607,267.867,522.848,67.680,590.529,7.118
Lençóis Paulista,90.218,189.115,64.060,213.489,556.882,69.046,625.928,11.092
Limeira,70.086,1.137.502,244.738,1.197.572,2.649.898,477.416,3.127.314,12.289
Lindóia,1.523,9.266,6.705,14.954,32.448,3.521,35.969,6.443
Lins,30.350,247.021,66.907,333.027,677.305,78.294,755.598,11.245
Lorena,5.471,196.646,70.015,271.074,543.207,77.690,620.897,7.865
Lourdes,7.430,1.910,3.247,3.358,15.945,380,16.325,8.058
Louveira,12.549,251.384,34.712,395.690,694.335,293.498,987.833,37.593
Lucélia,17.645,9.370,19.566,53.550,100.131,8.088,108.219,5.791
Lucianópolis,4.265,1.371,2.999,3.477,12.111,437,12.549,5.748
Luís Antônio,47.663,264.608,16.640,94.908,423.820,71.729,495.548,62.325
Luiziânia,7.196,2.718,4.792,5.806,20.511,692,21.204,4.805
Lupércio,5.679,1.640,4.575,4.825,16.719,453,17.172,4.027
Lutécia,10.862,1.938,4.065,5.346,22.211,656,22.867,8.018
Macatuba,27.426,14.659,18.690,36.148,96.924,3.952,100.876,6.345
Macaubal,9.724,2.691,7.235,15.585,35.235,2.234,37.468,5.047
Macedônia,8.389,3.731,4.802,5.034,21.956,682,22.637,6.033
Magda,6.505,2.442,4.375,6.482,19.804,1.158,20.961,6.194
Mairinque,6.105,306.335,50.587,186.925,549.952,125.537,675.489,16.628
Mairiporã,151,96.550,76.532,181.677,354.910,53.754,408.664,6.367
Manduri,6.600,5.626,8.809,15.463,36.498,3.080,39.577,4.710
Marabá Paulista,15.865,2.725,5.604,7.834,32.027,1.106,33.134,8.412
Maracaí,50.492,14.571,14.412,45.782,125.257,106.849,232.105,17.756
Marapoama,11.750,2.856,3.130,6.191,23.926,1.252,25.178,10.881
Mariápolis,3.907,932,4.533,4.042,13.414,338,13.752,3.552
Marília,28.293,347.558,229.822,1.015.265,1.620.937,218.964,1.839.901,9.136
Marinópolis,4.310,546,3.464,2.718,11.038,205,11.243,5.129
Martinópolis,25.138,20.900,24.382,47.027,117.446,9.380,126.826,5.575
Matão,56.226,486.637,99.661,422.087,1.064.611,163.214,1.227.824,16.843
Mauá,336,1.446.858,374.588,1.266.231,3.088.014,798.481,3.886.495,10.366
Mendonça,7.403,1.791,5.033,6.664,20.890,809,21.699,5.509
Meridiano,7.921,2.706,5.035,12.365,28.027,2.975,31.002,7.727
Mesópolis,6.253,588,2.918,2.461,12.221,203,12.423,6.404
Miguelópolis,69.985,128.944,24.024,59.383,282.336,8.273,290.609,15.033
Mineiros do Tietê,21.335,10.455,12.594,20.632,65.016,2.890,67.906,5.878
Mira Estrela,3.886,1.203,3.910,5.177,14.176,744,14.920,5.619
Miracatu,38.110,6.968,23.312,50.848,119.239,8.044,127.282,5.751
Mirandópolis,35.185,10.724,26.099,68.085,140.093,9.298,149.391,5.693
Mirante do Paranapanema,19.302,4.056,16.907,19.375,59.639,3.247,62.886,3.834
Mirassol,9.553,94.124,52.114,157.452,313.243,41.178,354.421,7.177
Mirassolândia,13.466,2.397,4.843,5.442,26.148,653,26.802,6.989
Mococa,63.842,123.731,70.184,217.645,475.403,61.383,536.786,8.139
Mogi das Cruzes,93.796,1.198.316,330.195,1.357.668,2.979.975,520.183,3.500.158,10.238
Mogi Guaçu,160.711,736.161,152.674,597.034,1.646.580,325.357,1.971.937,15.528
Mogi Mirim,56.014,292.788,99.472,420.507,868.781,198.910,1.067.691,12.960
Mombuca,9.582,1.144,4.250,5.838,20.815,498,21.313,6.781
Monções,3.063,1.560,3.602,3.467,11.692,399,12.091,5.813
Mongaguá,3.435,30.819,48.301,88.284,170.839,8.730,179.569,4.814
Monte Alegre do Sul,16.024,9.108,8.407,22.322,55.860,7.110,62.971,9.739
Monte Alto,55.693,77.201,45.886,154.471,333.251,50.989,384.241,8.671
Monte Aprazível,16.623,77.911,19.430,79.558,193.522,16.705,210.227,11.016
Monte Azul Paulista,35.619,14.910,23.169,64.904,138.602,10.275,148.876,7.618
Monte Castelo,9.208,1.491,4.621,6.414,21.734,671,22.405,5.485
